chr	start	end	strand	pvalue	qvalue	meth.diff
PGA_scaffold10__49_contigs__length_53961475	34937001	34938000	*	0.000330173453796399	0.00858244400184639	100
PGA_scaffold10__49_contigs__length_53961475	34961001	34962000	*	9.76514898128477e-06	0.000633279881814109	100
PGA_scaffold10__49_contigs__length_53961475	35792001	35793000	*	0.00024367344991123	0.00691463158436959	100
PGA_scaffold10__49_contigs__length_53961475	35995001	35996000	*	9.79768268332172e-05	0.00357862623491553	50.0537056928034
PGA_scaffold10__49_contigs__length_53961475	36151001	36152000	*	1.16727244769604e-06	0.000118859004810311	76.6666666666667
PGA_scaffold10__49_contigs__length_53961475	36171001	36172000	*	4.54437716635174e-10	1.56165461605925e-07	87.5
PGA_scaffold10__49_contigs__length_53961475	36638001	36639000	*	1.38781086646002e-05	0.000829572057956231	66.6666666666667
PGA_scaffold10__49_contigs__length_53961475	37851001	37852000	*	0.000128179692664221	0.00436456317540377	55.5555555555556
PGA_scaffold10__49_contigs__length_53961475	38617001	38618000	*	0.00024367344991123	0.00691463158436959	100
PGA_scaffold10__49_contigs__length_53961475	39549001	39550000	*	1.57283533859675e-08	3.289576987233e-06	64.3076923076923
PGA_scaffold10__49_contigs__length_53961475	41559001	41560000	*	1.38781086646002e-05	0.000829572057956231	66.6666666666667
PGA_scaffold10__49_contigs__length_53961475	41566001	41567000	*	4.75650857839915e-05	0.00210201872398095	56.1264822134387
PGA_scaffold10__49_contigs__length_53961475	41608001	41609000	*	2.44900478135393e-06	0.000213373589333718	62.037037037037
PGA_scaffold10__49_contigs__length_53961475	42018001	42019000	*	0.00024367344991123	0.00691463158436959	100
PGA_scaffold10__49_contigs__length_53961475	42040001	42041000	*	1.55043945804088e-07	2.27298286991253e-05	73.8095238095238
PGA_scaffold10__49_contigs__length_53961475	42171001	42172000	*	1.98760845445403e-08	4.0238133313086e-06	55.1724137931034
PGA_scaffold10__49_contigs__length_53961475	42643001	42644000	*	4.81728415278976e-07	5.84567349150376e-05	67.0542635658915
PGA_scaffold10__49_contigs__length_53961475	42809001	42810000	*	6.40732041936203e-05	0.00261861469716965	56.6666666666667
PGA_scaffold10__49_contigs__length_53961475	42855001	42856000	*	1.14727113721741e-06	0.000117394640289492	88
PGA_scaffold10__49_contigs__length_53961475	43618001	43619000	*	2.26351397533935e-06	0.000200668552002804	88.8888888888889
PGA_scaffold10__49_contigs__length_53961475	44209001	44210000	*	3.02029738967264e-05	0.00149750901989117	75
PGA_scaffold10__49_contigs__length_53961475	44508001	44509000	*	2.21517999428168e-05	0.00118127285799736	100
PGA_scaffold10__49_contigs__length_53961475	45117001	45118000	*	0.000185000203494023	0.00570054037807618	57.3529411764706
PGA_scaffold10__49_contigs__length_53961475	45150001	45151000	*	2.73717032160177e-14	2.31510812069947e-11	63.0252100840336
PGA_scaffold10__49_contigs__length_53961475	45604001	45605000	*	2.21517999452522e-05	0.00118127285799736	100
PGA_scaffold10__49_contigs__length_53961475	47045001	47046000	*	2.92462897919265e-05	0.00146145165297406	66.6666666666667
PGA_scaffold10__49_contigs__length_53961475	48327001	48328000	*	3.91446555447624e-05	0.00182120213053606	83.3333333333333
PGA_scaffold10__49_contigs__length_53961475	48661001	48662000	*	4.52725468637118e-05	0.00202760026672649	53.7837837837838
PGA_scaffold10__49_contigs__length_53961475	48990001	48991000	*	6.24654161747628e-10	2.06676364267987e-07	100
PGA_scaffold10__49_contigs__length_53961475	49633001	49634000	*	0.000238550976829262	0.00683153071978379	80
PGA_scaffold10__49_contigs__length_53961475	50632001	50633000	*	3.93779389656483e-08	7.13879480957413e-06	68
PGA_scaffold10__49_contigs__length_53961475	51677001	51678000	*	0.000182834498173869	0.00565302386149886	88.4615384615385
PGA_scaffold10__49_contigs__length_53961475	51824001	51825000	*	2.21517999427783e-05	0.00118127285799736	100
PGA_scaffold10__49_contigs__length_53961475	52068001	52069000	*	8.56909721802669e-05	0.00324305540802547	90
PGA_scaffold10__49_contigs__length_53961475	52245001	52246000	*	1.85154637912817e-05	0.0010364870409751	60.8695652173913
PGA_scaffold10__49_contigs__length_53961475	53801001	53802000	*	1.64805523096908e-05	0.000949116160553888	56.25
PGA_scaffold11__79_contigs__length_51449921	1542001	1543000	*	1.64462951240299e-14	1.44708228915328e-11	52.2128556375132
PGA_scaffold11__79_contigs__length_51449921	1761001	1762000	*	4.6563725984455e-10	1.59557602816062e-07	100
PGA_scaffold11__79_contigs__length_51449921	1975001	1976000	*	0.00024367344991123	0.00691463158436959	100
PGA_scaffold11__79_contigs__length_51449921	2981001	2982000	*	1.67843490718949e-05	0.000961540191264433	73.3333333333333
PGA_scaffold11__79_contigs__length_51449921	5358001	5359000	*	7.67929922262254e-06	0.000524937536741733	100
PGA_scaffold11__79_contigs__length_51449921	5906001	5907000	*	9.97011007743606e-06	0.000643790864039798	61.1111111111111
PGA_scaffold11__79_contigs__length_51449921	6152001	6153000	*	0.000173919515167165	0.00545325072446592	60
PGA_scaffold11__79_contigs__length_51449921	6735001	6736000	*	8.51539899833799e-06	0.000567949052019196	52.6315789473684
PGA_scaffold11__79_contigs__length_51449921	7292001	7293000	*	1.94147713312871e-06	0.000178280838526517	100
PGA_scaffold11__79_contigs__length_51449921	7869001	7870000	*	0.000165236071285176	0.00524875115765561	66.9565217391304
PGA_scaffold11__79_contigs__length_51449921	8079001	8080000	*	0.000178458550180948	0.00555310627228114	100
PGA_scaffold11__79_contigs__length_51449921	8081001	8082000	*	0.000217900089579284	0.00640820006327439	66.6666666666667
PGA_scaffold11__79_contigs__length_51449921	9645001	9646000	*	4.26811302512026e-11	1.91812099075517e-08	73.2394366197183
PGA_scaffold11__79_contigs__length_51449921	10006001	10007000	*	0.000106825588971562	0.00380972170087288	100
PGA_scaffold11__79_contigs__length_51449921	11089001	11090000	*	2.08901870344546e-10	7.83449468444669e-08	54.5454545454545
PGA_scaffold11__79_contigs__length_51449921	12077001	12078000	*	3.92283597085581e-05	0.00182368356143542	100
PGA_scaffold11__79_contigs__length_51449921	14698001	14699000	*	5.5541736874554e-06	0.000407563147385382	71.4285714285714
PGA_scaffold11__79_contigs__length_51449921	15339001	15340000	*	0.000180854035485453	0.00560803189329009	61.5384615384615
PGA_scaffold11__79_contigs__length_51449921	15744001	15745000	*	0.000123347916469627	0.00424669914782501	71.4285714285714
PGA_scaffold11__79_contigs__length_51449921	16201001	16202000	*	4.76871976322376e-05	0.00210621929536253	61.3636363636364
PGA_scaffold11__79_contigs__length_51449921	16282001	16283000	*	0.000247045168406138	0.00698431951154062	66.6666666666667
PGA_scaffold11__79_contigs__length_51449921	18011001	18012000	*	5.31357959007336e-05	0.0022782066796568	85.7142857142857
PGA_scaffold11__79_contigs__length_51449921	19479001	19480000	*	0.000330173453796399	0.00858244400184639	100
PGA_scaffold11__79_contigs__length_51449921	20412001	20413000	*	0.000106825588974892	0.00380972170087288	100
PGA_scaffold11__79_contigs__length_51449921	21172001	21173000	*	2.98024489468858e-05	0.00148230501610117	70
PGA_scaffold11__79_contigs__length_51449921	21314001	21315000	*	3.88768616858907e-14	3.20361586976492e-11	58.0808080808081
PGA_scaffold11__79_contigs__length_51449921	22376001	22377000	*	3.72523237398862e-05	0.00175196909238024	90
PGA_scaffold11__79_contigs__length_51449921	22669001	22670000	*	3.13878790679018e-05	0.00153979893972119	65
PGA_scaffold11__79_contigs__length_51449921	22918001	22919000	*	0.000258733800215328	0.00722797124742077	85
PGA_scaffold11__79_contigs__length_51449921	23481001	23482000	*	4.45276701151923e-05	0.0020041054298239	61.1111111111111
PGA_scaffold11__79_contigs__length_51449921	24201001	24202000	*	2.68030495465957e-08	5.1838259249359e-06	65.6862745098039
PGA_scaffold11__79_contigs__length_51449921	25557001	25558000	*	0.000146194385777041	0.0047885849320964	100
PGA_scaffold11__79_contigs__length_51449921	26985001	26986000	*	4.3496594987394e-12	2.47003262345243e-09	71.3848039215686
PGA_scaffold11__79_contigs__length_51449921	27876001	27877000	*	6.64211703245986e-06	0.00046995312394426	100
PGA_scaffold11__79_contigs__length_51449921	28143001	28144000	*	3.14110354433301e-06	0.000259686378002711	74.6753246753247
PGA_scaffold11__79_contigs__length_51449921	28201001	28202000	*	1.36836073523887e-07	2.04537301980783e-05	83.5820895522388
PGA_scaffold11__79_contigs__length_51449921	28467001	28468000	*	8.16897631791178e-07	8.93275414297954e-05	58.5249042145594
PGA_scaffold11__79_contigs__length_51449921	28479001	28480000	*	5.97967379938511e-05	0.00249075925630066	82.6086956521739
PGA_scaffold11__79_contigs__length_51449921	29209001	29210000	*	2.10159417839173e-05	0.00113997391636208	51.4957264957265
PGA_scaffold11__79_contigs__length_51449921	29684001	29685000	*	0.000217900085299828	0.00640820006327439	66.6666666666667
PGA_scaffold11__79_contigs__length_51449921	30073001	30074000	*	3.3131025833557e-05	0.0016031492304205	88.8888888888889
PGA_scaffold11__79_contigs__length_51449921	30186001	30187000	*	2.62278352105923e-06	0.000225125624761954	100
PGA_scaffold11__79_contigs__length_51449921	30568001	30569000	*	1.43417145937345e-07	2.13246498713479e-05	52.8301886792453
PGA_scaffold11__79_contigs__length_51449921	31005001	31006000	*	5.07000516168142e-09	1.26195417576686e-06	56.5217391304348
PGA_scaffold11__79_contigs__length_51449921	31507001	31508000	*	6.82734753070139e-05	0.00274699040003635	80
PGA_scaffold11__79_contigs__length_51449921	31584001	31585000	*	0.000239066990956908	0.00683153071978379	100
PGA_scaffold11__79_contigs__length_51449921	33218001	33219000	*	1.3310942892436e-05	0.000803770083076346	61.9047619047619
PGA_scaffold11__79_contigs__length_51449921	33783001	33784000	*	2.71812827479488e-06	0.000231736167111649	69.1176470588235
PGA_scaffold11__79_contigs__length_51449921	35020001	35021000	*	4.52944731062062e-05	0.00202760026672649	100
PGA_scaffold11__79_contigs__length_51449921	35513001	35514000	*	1.59085339631865e-06	0.000151800642861779	51.5151515151515
PGA_scaffold11__79_contigs__length_51449921	36040001	36041000	*	0.000120139491303502	0.00416158176805473	53.7037037037037
PGA_scaffold11__79_contigs__length_51449921	37067001	37068000	*	4.52907695995966e-06	0.000346471764925646	91.6666666666667
PGA_scaffold11__79_contigs__length_51449921	39124001	39125000	*	1.61444950350584e-07	2.35103958699245e-05	58.5271317829457
PGA_scaffold11__79_contigs__length_51449921	39701001	39702000	*	1.17401413868672e-06	0.000119393650162056	94.4444444444444
PGA_scaffold11__79_contigs__length_51449921	41116001	41117000	*	1.39215062424737e-07	2.07834661446555e-05	69.2939244663383
PGA_scaffold11__79_contigs__length_51449921	41303001	41304000	*	0.00024553807854056	0.00695275252247128	54.5454545454545
PGA_scaffold11__79_contigs__length_51449921	42047001	42048000	*	0.000233494743976827	0.00674188336638343	50.9001636661211
PGA_scaffold11__79_contigs__length_51449921	44032001	44033000	*	0.00033884380488456	0.00875039147427705	83.3333333333333
PGA_scaffold11__79_contigs__length_51449921	44913001	44914000	*	0.000123683318529873	0.00425580075423291	54.3478260869565
PGA_scaffold11__79_contigs__length_51449921	45098001	45099000	*	2.9113190550151e-06	0.000244500289866056	55.3030303030303
PGA_scaffold11__79_contigs__length_51449921	45197001	45198000	*	4.74632773417129e-08	8.34937206399486e-06	77.0186335403727
PGA_scaffold11__79_contigs__length_51449921	45220001	45221000	*	1.72318522263908e-05	0.000981907696041021	66
PGA_scaffold11__79_contigs__length_51449921	45221001	45222000	*	0.000372050601714893	0.00936444685726357	53.0075187969925
PGA_scaffold11__79_contigs__length_51449921	45311001	45312000	*	4.95539031416246e-05	0.00216462138127731	59.7222222222222
PGA_scaffold11__79_contigs__length_51449921	46899001	46900000	*	1.01455811143629e-06	0.000106607681232283	52.8301886792453
PGA_scaffold11__79_contigs__length_51449921	47144001	47145000	*	9.26665928203867e-05	0.00344171227536392	55
PGA_scaffold11__79_contigs__length_51449921	50040001	50041000	*	1.93808987469382e-05	0.001071696696594	100
PGA_scaffold11__79_contigs__length_51449921	50085001	50086000	*	5.37996792297019e-06	0.000396779954871603	59.4285714285714
PGA_scaffold11__79_contigs__length_51449921	50993001	50994000	*	8.50546094161328e-05	0.00322787156696499	100
PGA_scaffold12__71_contigs__length_50438331	340001	341000	*	0.000176562208824482	0.00551338149620162	92.8571428571429
PGA_scaffold12__71_contigs__length_50438331	796001	797000	*	4.83156030349261e-05	0.00212669358251379	78.3333333333333
PGA_scaffold12__71_contigs__length_50438331	1365001	1366000	*	3.53495079211689e-07	4.53470815803012e-05	63.4146341463415
PGA_scaffold12__71_contigs__length_50438331	2315001	2316000	*	6.47636708280947e-07	7.41151196640679e-05	77.3809523809524
PGA_scaffold12__71_contigs__length_50438331	2388001	2389000	*	0.000163163990817029	0.00519943294937079	62.876254180602
PGA_scaffold12__71_contigs__length_50438331	3393001	3394000	*	1.65486517147437e-05	0.000951669030493698	100
PGA_scaffold12__71_contigs__length_50438331	3805001	3806000	*	6.09953601429857e-05	0.00252809672319762	52.5925925925926
PGA_scaffold12__71_contigs__length_50438331	3817001	3818000	*	7.68055147396107e-05	0.00299745134836904	69.4444444444444
PGA_scaffold12__71_contigs__length_50438331	4244001	4245000	*	0.000160942761402042	0.00514335655152295	61.4035087719298
PGA_scaffold12__71_contigs__length_50438331	5373001	5374000	*	0.000178458550180948	0.00555310627228114	100
PGA_scaffold12__71_contigs__length_50438331	5389001	5390000	*	0.000199645487654453	0.00602430495542747	85.1851851851852
PGA_scaffold12__71_contigs__length_50438331	5466001	5467000	*	1.72285225589577e-06	0.00016184716774739	57.1428571428571
PGA_scaffold12__71_contigs__length_50438331	5863001	5864000	*	5.56368900658105e-08	9.5494363735094e-06	52.1739130434783
PGA_scaffold12__71_contigs__length_50438331	6251001	6252000	*	4.53463699383195e-05	0.00202916711530149	66.6666666666667
PGA_scaffold12__71_contigs__length_50438331	6270001	6271000	*	5.79037048580124e-06	0.000421385613006932	51.8518518518519
PGA_scaffold12__71_contigs__length_50438331	6440001	6441000	*	0.000232763289795674	0.00672387630981922	92.3076923076923
PGA_scaffold12__71_contigs__length_50438331	6795001	6796000	*	6.61785623919446e-05	0.00268660337122023	74.2857142857143
PGA_scaffold12__71_contigs__length_50438331	6971001	6972000	*	7.40796441693422e-06	0.000510457161091669	51.1904761904762
PGA_scaffold12__71_contigs__length_50438331	9096001	9097000	*	8.9647648079194e-05	0.00335709697550541	88.8888888888889
PGA_scaffold12__71_contigs__length_50438331	9860001	9861000	*	9.84363388045542e-05	0.00359131439384576	74.0740740740741
PGA_scaffold12__71_contigs__length_50438331	10253001	10254000	*	0.000254282326781092	0.00713830175771186	62.3529411764706
PGA_scaffold12__71_contigs__length_50438331	11116001	11117000	*	3.71878440675196e-13	2.55871958207942e-10	62.3847926267281
PGA_scaffold12__71_contigs__length_50438331	11140001	11141000	*	0.000259125858699192	0.00723348650554429	62.7777777777778
PGA_scaffold12__71_contigs__length_50438331	11357001	11358000	*	0.000216503129123239	0.00638696014794477	55.6464811783961
PGA_scaffold12__71_contigs__length_50438331	11389001	11390000	*	3.58864763274544e-09	9.37490509024366e-07	82.3529411764706
PGA_scaffold12__71_contigs__length_50438331	11467001	11468000	*	4.45972653952188e-05	0.00200611011884802	65.7142857142857
PGA_scaffold12__71_contigs__length_50438331	11481001	11482000	*	0.000178458550180948	0.00555310627228114	100
PGA_scaffold12__71_contigs__length_50438331	11559001	11560000	*	2.83907410859437e-05	0.0014288054256705	79.3103448275862
PGA_scaffold12__71_contigs__length_50438331	11990001	11991000	*	9.88089982903064e-05	0.00360058852192218	55.1020408163265
PGA_scaffold12__71_contigs__length_50438331	12147001	12148000	*	2.32751969124563e-05	0.00122405971139601	71.4285714285714
PGA_scaffold12__71_contigs__length_50438331	12567001	12568000	*	8.03068659702964e-05	0.0031000990377246	66.6666666666667
PGA_scaffold12__71_contigs__length_50438331	13795001	13796000	*	3.6583196921261e-05	0.00172847820958942	65.625
PGA_scaffold12__71_contigs__length_50438331	14325001	14326000	*	6.17809171807977e-05	0.00254746919355576	65.7407407407407
PGA_scaffold12__71_contigs__length_50438331	15415001	15416000	*	3.52398355273819e-14	2.93410634994945e-11	71.264367816092
PGA_scaffold12__71_contigs__length_50438331	16487001	16488000	*	6.09732052360544e-07	7.0703658070864e-05	78.5714285714286
PGA_scaffold12__71_contigs__length_50438331	16651001	16652000	*	7.1782641047715e-06	0.000498995158216722	52.8985507246377
PGA_scaffold12__71_contigs__length_50438331	16882001	16883000	*	0.000372473534348458	0.00937214586091606	54.2372881355932
PGA_scaffold12__71_contigs__length_50438331	17384001	17385000	*	0.000372822409513681	0.0093780811693047	56.0606060606061
PGA_scaffold12__71_contigs__length_50438331	17679001	17680000	*	6.60692473488207e-06	0.000467945563312869	55.1724137931034
PGA_scaffold12__71_contigs__length_50438331	19518001	19519000	*	9.34681283314909e-16	9.8906648301568e-13	60.377358490566
PGA_scaffold12__71_contigs__length_50438331	20048001	20049000	*	4.79233359032502e-08	8.41176711013009e-06	50.6060606060606
PGA_scaffold12__71_contigs__length_50438331	20095001	20096000	*	7.827850248273e-05	0.0030381542667356	77.0833333333333
PGA_scaffold12__71_contigs__length_50438331	21252001	21253000	*	9.28725311467432e-05	0.00344244157810536	66.6666666666667
PGA_scaffold12__71_contigs__length_50438331	21494001	21495000	*	3.31625580584141e-05	0.00160344563119378	55.5555555555556
PGA_scaffold12__71_contigs__length_50438331	21665001	21666000	*	1.57757000774098e-07	2.30572085944846e-05	63.2352941176471
PGA_scaffold12__71_contigs__length_50438331	22348001	22349000	*	0.000178611575358743	0.00555641648899673	66.6666666666667
PGA_scaffold12__71_contigs__length_50438331	23070001	23071000	*	0.000178458550180948	0.00555310627228114	100
PGA_scaffold12__71_contigs__length_50438331	23161001	23162000	*	1.27492431563673e-06	0.000127682823354133	68.1818181818182
PGA_scaffold12__71_contigs__length_50438331	23433001	23434000	*	0.000105682238278011	0.00378665547542316	62.4113475177305
PGA_scaffold12__71_contigs__length_50438331	23463001	23464000	*	7.66248266014609e-07	8.49176944870606e-05	67.9245283018868
PGA_scaffold12__71_contigs__length_50438331	23476001	23477000	*	0.000144378611117341	0.00475257947698178	56.993006993007
PGA_scaffold12__71_contigs__length_50438331	25071001	25072000	*	3.04197928523841e-07	4.00059300977657e-05	60.7692307692308
PGA_scaffold12__71_contigs__length_50438331	25302001	25303000	*	4.57714320791235e-05	0.00204275277695689	53.7757437070938
PGA_scaffold12__71_contigs__length_50438331	26193001	26194000	*	4.18727778627164e-05	0.00191547969351686	87.5
PGA_scaffold12__71_contigs__length_50438331	26398001	26399000	*	1.3802176979517e-05	0.000826357788706537	59.2857142857143
PGA_scaffold12__71_contigs__length_50438331	27934001	27935000	*	7.53490984453904e-11	3.18125151144319e-08	62.6086956521739
PGA_scaffold12__71_contigs__length_50438331	27945001	27946000	*	0.000170900363057667	0.00538444933032275	53.8461538461538
PGA_scaffold12__71_contigs__length_50438331	28181001	28182000	*	8.13246884748057e-07	8.90579236629274e-05	64.7058823529412
PGA_scaffold12__71_contigs__length_50438331	28243001	28244000	*	0.000271592473967936	0.00748923595079094	57.4229691876751
PGA_scaffold12__71_contigs__length_50438331	28318001	28319000	*	8.63899620158096e-05	0.00326462293764799	58.7323943661972
PGA_scaffold12__71_contigs__length_50438331	28556001	28557000	*	3.0728677936448e-05	0.00151597450334579	68.2926829268293
PGA_scaffold12__71_contigs__length_50438331	28863001	28864000	*	3.24499913765074e-05	0.00157724674798999	56.1538461538462
PGA_scaffold12__71_contigs__length_50438331	29408001	29409000	*	0.000338004562323951	0.00873684077930555	68.8524590163934
PGA_scaffold12__71_contigs__length_50438331	29570001	29571000	*	3.43424625976019e-05	0.0016467393610872	60
PGA_scaffold12__71_contigs__length_50438331	29599001	29600000	*	0.000188186234968055	0.00577500777322077	67.8571428571429
PGA_scaffold12__71_contigs__length_50438331	29783001	29784000	*	3.30187341841366e-06	0.000270050054624083	55.9036144578313
PGA_scaffold12__71_contigs__length_50438331	29802001	29803000	*	0.000182924714408836	0.00565472145392917	60
PGA_scaffold12__71_contigs__length_50438331	30146001	30147000	*	1.49390785975749e-06	0.000144551420827717	85.7142857142857
PGA_scaffold12__71_contigs__length_50438331	30593001	30594000	*	6.72199464686934e-08	1.1236451721058e-05	84.2105263157895
PGA_scaffold12__71_contigs__length_50438331	33446001	33447000	*	5.41859597922681e-05	0.00230880902559425	58.3333333333333
PGA_scaffold12__71_contigs__length_50438331	33761001	33762000	*	3.43208012199536e-08	6.36858807229686e-06	65.7407407407407
