chr	start	end	strand	pvalue	qvalue	meth.diff
PGA_scaffold10__49_contigs__length_53961475	47628001	47629000	*	3.90354503561254e-06	0.000172805034237597	60.2040816326531
PGA_scaffold10__49_contigs__length_53961475	49265001	49266000	*	6.47182137955121e-07	3.68990955664358e-05	64.8484848484848
PGA_scaffold10__49_contigs__length_53961475	49285001	49286000	*	0.000111566675034167	0.00280565552699695	81.25
PGA_scaffold10__49_contigs__length_53961475	49644001	49645000	*	0.000185926726381824	0.00422342792355234	61.8918918918919
PGA_scaffold10__49_contigs__length_53961475	49654001	49655000	*	2.44379276637341e-05	0.000809292307198717	100
PGA_scaffold10__49_contigs__length_53961475	49836001	49837000	*	4.75527647194969e-10	5.93253040242853e-08	50.8754208754209
PGA_scaffold10__49_contigs__length_53961475	49838001	49839000	*	7.68234425964306e-06	0.000307621827368117	55.1971326164875
PGA_scaffold10__49_contigs__length_53961475	49846001	49847000	*	2.89578759096526e-175	1.68351434013367e-170	54.599644612065
PGA_scaffold10__49_contigs__length_53961475	50272001	50273000	*	4.34348260435218e-06	0.000189254217916368	100
PGA_scaffold10__49_contigs__length_53961475	50917001	50918000	*	2.41084445485425e-06	0.000114446208935859	77.1428571428571
PGA_scaffold10__49_contigs__length_53961475	51148001	51149000	*	1.07644836494011e-05	0.000408670777056855	54.2424242424242
PGA_scaffold10__49_contigs__length_53961475	51521001	51522000	*	1.20931800361992e-26	1.068475927686e-23	62.2779519331243
PGA_scaffold10__49_contigs__length_53961475	51801001	51802000	*	3.83795862406585e-05	0.00117488389110194	56.5860215053763
PGA_scaffold10__49_contigs__length_53961475	51873001	51874000	*	1.46826465369312e-06	7.46403374710857e-05	51.3461538461538
PGA_scaffold10__49_contigs__length_53961475	52170001	52171000	*	0.000411353352529823	0.0079549537136529	88.8888888888889
PGA_scaffold10__49_contigs__length_53961475	52179001	52180000	*	1.37647196470726e-05	0.000502155433825073	96.875
PGA_scaffold10__49_contigs__length_53961475	52180001	52181000	*	0.000400130561537591	0.00778279538085852	50.5555555555556
PGA_scaffold10__49_contigs__length_53961475	52192001	52193000	*	4.53612645614798e-05	0.00134764044031102	59.5238095238095
PGA_scaffold10__49_contigs__length_53961475	52483001	52484000	*	5.99440150756821e-13	1.25447989286677e-10	53.494623655914
PGA_scaffold10__49_contigs__length_53961475	52484001	52485000	*	2.85274906507669e-36	4.83056264964822e-33	67.5149023638232
PGA_scaffold10__49_contigs__length_53961475	52739001	52740000	*	0.000231946626633534	0.00504461919069192	75.7142857142857
PGA_scaffold10__49_contigs__length_53961475	53130001	53131000	*	5.27518500159255e-06	0.000223768118205535	57.1428571428571
PGA_scaffold10__49_contigs__length_53961475	53134001	53135000	*	0.000345610743556829	0.00693564028038374	91.8918918918919
PGA_scaffold10__49_contigs__length_53961475	53825001	53826000	*	0.000228225729398817	0.00498000767282954	59.6989966555184
PGA_scaffold110__1_contigs__length_17768	2001	3000	*	4.5573079577046e-22	2.744906138108e-19	52.8084415584416
PGA_scaffold11324__1_contigs__length_14124	9001	10000	*	8.47330544824351e-05	0.00224744383629262	51.4285714285714
PGA_scaffold114883__1_contigs__length_12137	9001	10000	*	0.00028550241008528	0.00594739523531306	75
PGA_scaffold11__79_contigs__length_51449921	1796001	1797000	*	2.20239397866793e-33	3.13823141275255e-30	50.2110694183865
PGA_scaffold11__79_contigs__length_51449921	1985001	1986000	*	1.50106586253144e-07	1.03258220012304e-05	57.5
PGA_scaffold11__79_contigs__length_51449921	5530001	5531000	*	5.79773182697677e-07	3.34895139603179e-05	64.4736842105263
PGA_scaffold11__79_contigs__length_51449921	5884001	5885000	*	0.000333000333000333	0.00673166858881865	100
PGA_scaffold11__79_contigs__length_51449921	5904001	5905000	*	1.71980110442073e-05	0.000604641395890438	53.3960292580982
PGA_scaffold11__79_contigs__length_51449921	6203001	6204000	*	2.09159274787751e-05	0.000711961205953465	86.9565217391304
PGA_scaffold11__79_contigs__length_51449921	7018001	7019000	*	0.000267100286465359	0.00564296822482619	62.3529411764706
PGA_scaffold11__79_contigs__length_51449921	7030001	7031000	*	4.13056997072747e-09	4.22044381042788e-07	56.7164179104478
PGA_scaffold11__79_contigs__length_51449921	7839001	7840000	*	1.25450326875155e-11	2.10301720525046e-09	72.9270729270729
PGA_scaffold11__79_contigs__length_51449921	8014001	8015000	*	2.2845227377686e-06	0.000109240445650005	77.7777777777778
PGA_scaffold11__79_contigs__length_51449921	8061001	8062000	*	5.68552517463591e-07	3.29279849580417e-05	86.2068965517241
PGA_scaffold11__79_contigs__length_51449921	9323001	9324000	*	3.04272750093184e-05	0.000969707435485279	90.625
PGA_scaffold11__79_contigs__length_51449921	9539001	9540000	*	1.25491062835775e-10	1.75011160740068e-08	55.9928443649374
PGA_scaffold11__79_contigs__length_51449921	14636001	14637000	*	6.58739807085118e-09	6.40416984906023e-07	55.4519368723099
PGA_scaffold11__79_contigs__length_51449921	18195001	18196000	*	9.30376444986003e-07	5.03840750204658e-05	62.6666666666667
PGA_scaffold11__79_contigs__length_51449921	19105001	19106000	*	0.000143799068207831	0.00344259524860286	66.6666666666667
PGA_scaffold11__79_contigs__length_51449921	19280001	19281000	*	1.30488186853699e-11	2.17951006913701e-09	52.7027027027027
PGA_scaffold11__79_contigs__length_51449921	20263001	20264000	*	3.31780388497981e-12	6.12336679549271e-10	53.5351882160393
PGA_scaffold11__79_contigs__length_51449921	20277001	20278000	*	1.50382093432369e-29	1.66845676259129e-26	56.7297835132365
PGA_scaffold11__79_contigs__length_51449921	20278001	20279000	*	7.69693480015881e-26	6.33816037486767e-23	51.8205622251865
PGA_scaffold11__79_contigs__length_51449921	21753001	21754000	*	9.65586092946506e-06	0.000372591631190684	56.4102564102564
PGA_scaffold11__79_contigs__length_51449921	22435001	22436000	*	3.58349018175556e-06	0.000160700531760064	52
PGA_scaffold11__79_contigs__length_51449921	23174001	23175000	*	1.19363793153074e-10	1.66946581247391e-08	54.5299145299145
PGA_scaffold11__79_contigs__length_51449921	26584001	26585000	*	5.80233259572304e-21	3.17236615854635e-18	60.1933585540143
PGA_scaffold11__79_contigs__length_51449921	27036001	27037000	*	0.000163144234334446	0.0038074700598274	61.5384615384615
PGA_scaffold11__79_contigs__length_51449921	27789001	27790000	*	8.95702886346809e-59	4.82159064162795e-55	52.0151079674762
PGA_scaffold11__79_contigs__length_51449921	28002001	28003000	*	3.70345887979337e-10	4.71199480785886e-08	52.6525198938992
PGA_scaffold11__79_contigs__length_51449921	29136001	29137000	*	8.71002902683433e-08	6.39412462066731e-06	53.8303693570452
PGA_scaffold11__79_contigs__length_51449921	29827001	29828000	*	9.48766603415558e-05	0.00246124434002123	58.3333333333333
PGA_scaffold11__79_contigs__length_51449921	30087001	30088000	*	0.000112994506435764	0.00283551141131452	56
PGA_scaffold11__79_contigs__length_51449921	31934001	31935000	*	0.000279439294619208	0.00585232669438368	61.5384615384615
PGA_scaffold11__79_contigs__length_51449921	34278001	34279000	*	6.35869607440695e-12	1.118866179021e-09	52.1634615384615
PGA_scaffold11__79_contigs__length_51449921	34576001	34577000	*	1.03465611007117e-51	4.11996273920285e-48	59.6340932191085
PGA_scaffold11__79_contigs__length_51449921	36426001	36427000	*	4.41477275535584e-22	2.66613745991741e-19	61.3522417991692
PGA_scaffold11__79_contigs__length_51449921	36479001	36480000	*	2.14954602977645e-07	1.41089234671186e-05	77.2727272727273
PGA_scaffold11__79_contigs__length_51449921	37699001	37700000	*	4.56838537608877e-09	4.61889718953763e-07	64.4868035190616
PGA_scaffold11__79_contigs__length_51449921	39936001	39937000	*	9.53928321913309e-13	1.9331985841857e-10	67.2453324598755
PGA_scaffold11__79_contigs__length_51449921	40281001	40282000	*	2.69798513208682e-05	0.000878984525696403	50.8361204013378
PGA_scaffold11__79_contigs__length_51449921	40473001	40474000	*	7.03404226099835e-07	3.96562995319482e-05	58.4033613445378
PGA_scaffold11__79_contigs__length_51449921	40816001	40817000	*	4.69298116368377e-06	0.000202289265433381	71.9512195121951
PGA_scaffold11__79_contigs__length_51449921	41267001	41268000	*	2.06143775720208e-08	1.77408147095911e-06	52.9003783102144
PGA_scaffold11__79_contigs__length_51449921	42143001	42144000	*	7.59892847592631e-05	0.00205439156247453	59.0909090909091
PGA_scaffold11__79_contigs__length_51449921	42253001	42254000	*	3.2917831111333e-10	4.23329803209427e-08	56.5840938722295
PGA_scaffold11__79_contigs__length_51449921	42546001	42547000	*	0.000135971885197891	0.00329135290456655	80.6451612903226
PGA_scaffold11__79_contigs__length_51449921	42639001	42640000	*	5.38677009265244e-05	0.00155136484493855	100
PGA_scaffold11__79_contigs__length_51449921	42640001	42641000	*	8.36750062756254e-05	0.00222452251485443	53.3333333333333
PGA_scaffold11__79_contigs__length_51449921	44076001	44077000	*	0.000314689334634295	0.00643494883249254	52.258064516129
PGA_scaffold11__79_contigs__length_51449921	44079001	44080000	*	9.01903015362412e-06	0.000351730471055198	75
PGA_scaffold11__79_contigs__length_51449921	44120001	44121000	*	9.19808066716745e-05	0.0024018403581218	66.6666666666667
PGA_scaffold11__79_contigs__length_51449921	44977001	44978000	*	3.1254090668315e-07	1.95742093765501e-05	51.77623519804
PGA_scaffold11__79_contigs__length_51449921	45158001	45159000	*	3.84488160962214e-08	3.09968469076141e-06	55.2631578947368
PGA_scaffold11__79_contigs__length_51449921	45210001	45211000	*	8.29509476739089e-07	4.57368312109608e-05	54.9526270456503
PGA_scaffold11__79_contigs__length_51449921	45224001	45225000	*	6.51172244579391e-07	3.71001399928435e-05	55.0952380952381
PGA_scaffold11__79_contigs__length_51449921	46213001	46214000	*	0.000146844675044971	0.00350281459342436	77.7777777777778
PGA_scaffold11__79_contigs__length_51449921	50633001	50634000	*	0.000198226963346101	0.00444767838169411	58.0808080808081
PGA_scaffold12184__1_contigs__length_13265	11001	12000	*	5.28822144356672e-06	0.000224212047988604	62.3737373737374
PGA_scaffold123572__1_contigs__length_15401	1001	2000	*	5.84859372970061e-05	0.0016605671823377	66.6666666666667
PGA_scaffold12733__1_contigs__length_10267	8001	9000	*	1.26591711781464e-05	0.000468666099348834	59.5744680851064
PGA_scaffold12__71_contigs__length_50438331	539001	540000	*	6.2276890774638e-06	0.000257630746403719	56.3342318059299
PGA_scaffold12__71_contigs__length_50438331	797001	798000	*	1.28758676057713e-17	4.97492250132669e-15	55.4405594405594
PGA_scaffold12__71_contigs__length_50438331	881001	882000	*	6.025342803246e-06	0.000250459987122674	72.8813559322034
PGA_scaffold12__71_contigs__length_50438331	1815001	1816000	*	4.52401125400891e-09	4.5794125625819e-07	67.2834314550042
PGA_scaffold12__71_contigs__length_50438331	2156001	2157000	*	2.9306824263367e-09	3.08659607570195e-07	72.2943722943723
PGA_scaffold12__71_contigs__length_50438331	2213001	2214000	*	2.6953037793127e-05	0.00087827501916862	59.7222222222222
PGA_scaffold12__71_contigs__length_50438331	2580001	2581000	*	0.000138929494219824	0.00334927881645817	56.006006006006
PGA_scaffold12__71_contigs__length_50438331	2908001	2909000	*	4.95257746145732e-29	5.27337616020975e-26	51.569515185814
PGA_scaffold12__71_contigs__length_50438331	7804001	7805000	*	3.95357708189644e-09	4.056137428703e-07	50.02849002849
PGA_scaffold12__71_contigs__length_50438331	8327001	8328000	*	2.83411384294259e-05	0.000915467985140297	65.546218487395
PGA_scaffold12__71_contigs__length_50438331	8575001	8576000	*	8.43502532887962e-06	0.000332584150999002	50.8397932816537
PGA_scaffold12__71_contigs__length_50438331	8577001	8578000	*	5.39460573151102e-13	1.13824481470657e-10	51.0406958682821
PGA_scaffold12__71_contigs__length_50438331	8816001	8817000	*	3.4887240998287e-11	5.38849057877497e-09	61.0609151850772
PGA_scaffold12__71_contigs__length_50438331	9124001	9125000	*	1.67462143626074e-05	0.000591691418362482	54.5454545454545
PGA_scaffold12__71_contigs__length_50438331	9303001	9304000	*	1.25276536284473e-10	1.74739924721746e-08	56.1587147030185
PGA_scaffold12__71_contigs__length_50438331	9306001	9307000	*	1.63757533943297e-07	1.1143562556927e-05	51.4285714285714
PGA_scaffold12__71_contigs__length_50438331	10268001	10269000	*	1.09785863422423e-08	1.01022222200726e-06	56.7567567567568
PGA_scaffold12__71_contigs__length_50438331	10541001	10542000	*	2.09215089052175e-05	0.00071209560197253	62.5225225225225
PGA_scaffold12__71_contigs__length_50438331	10548001	10549000	*	2.60362061270226e-06	0.00012235866041758	61.038961038961
PGA_scaffold12__71_contigs__length_50438331	10961001	10962000	*	3.09911603928199e-06	0.000141957352634072	55.2252252252252
PGA_scaffold12__71_contigs__length_50438331	11088001	11089000	*	1.66822824672626e-06	8.32638700201238e-05	81.7073170731707
PGA_scaffold12__71_contigs__length_50438331	11101001	11102000	*	0.000375269725114926	0.00740008493782116	87.5
PGA_scaffold12__71_contigs__length_50438331	11566001	11567000	*	7.98002525146321e-05	0.00213984221251679	68.4343434343434
PGA_scaffold12__71_contigs__length_50438331	11569001	11570000	*	5.78472508268915e-06	0.000241980591523766	61.6666666666667
PGA_scaffold12__71_contigs__length_50438331	11671001	11672000	*	4.08041157205194e-09	4.17545509149887e-07	52.5925925925926
PGA_scaffold12__71_contigs__length_50438331	11672001	11673000	*	3.60476062564174e-06	0.000161504902937086	55.0724637681159
PGA_scaffold12__71_contigs__length_50438331	11673001	11674000	*	5.49833624410072e-12	9.78136273070284e-10	54.7635180918824
PGA_scaffold12__71_contigs__length_50438331	11684001	11685000	*	5.07936382861759e-05	0.00147859135612845	50.4180602006689
PGA_scaffold12__71_contigs__length_50438331	11767001	11768000	*	8.24989895888186e-06	0.000326613892969006	54.4563279857398
PGA_scaffold12__71_contigs__length_50438331	11781001	11782000	*	3.86782523344673e-06	0.000171432626007082	61.9047619047619
PGA_scaffold12__71_contigs__length_50438331	12202001	12203000	*	0.000159656382304036	0.00374286835335658	55.0793650793651
PGA_scaffold12__71_contigs__length_50438331	12203001	12204000	*	4.90440948279592e-05	0.00143698222302631	52.8735632183908
PGA_scaffold12__71_contigs__length_50438331	12233001	12234000	*	0.000207360239601933	0.00461085452485517	65.7142857142857
PGA_scaffold12__71_contigs__length_50438331	13062001	13063000	*	8.40594964798334e-06	0.000331632655659913	50.3529411764706
PGA_scaffold12__71_contigs__length_50438331	14664001	14665000	*	1.0885831870759e-13	2.54913787942524e-11	66.4197530864197
PGA_scaffold12__71_contigs__length_50438331	15785001	15786000	*	3.73857472278419e-05	0.00114938269398103	64.0973630831643
PGA_scaffold12__71_contigs__length_50438331	16228001	16229000	*	1.36686316011563e-07	9.49703602235229e-06	52.2222222222222
PGA_scaffold12__71_contigs__length_50438331	16547001	16548000	*	3.80289590523183e-05	0.00116607429582674	92
PGA_scaffold12__71_contigs__length_50438331	21764001	21765000	*	1.09504047629354e-06	5.802223995806e-05	50.6860706860707
PGA_scaffold12__71_contigs__length_50438331	22847001	22848000	*	2.00740390425703e-05	0.000688003668508775	55.6763285024155
PGA_scaffold12__71_contigs__length_50438331	22989001	22990000	*	1.36488520185008e-06	7.01094488248764e-05	79.8850574712644
PGA_scaffold12__71_contigs__length_50438331	23009001	23010000	*	0.000361402876274472	0.00718365634012778	63.2352941176471
PGA_scaffold12__71_contigs__length_50438331	23013001	23014000	*	3.9431525999588e-14	9.86976505492084e-12	59.0909090909091
PGA_scaffold12__71_contigs__length_50438331	23033001	23034000	*	2.99253910053838e-06	0.000137877362530031	63.9473684210526
PGA_scaffold12__71_contigs__length_50438331	23034001	23035000	*	0.000221141088014153	0.00485562698497447	80
PGA_scaffold12__71_contigs__length_50438331	23048001	23049000	*	0.000349704803565767	0.00700059838585886	61.6326530612245
PGA_scaffold12__71_contigs__length_50438331	23059001	23060000	*	0.000309230982075972	0.00634595170311718	75
PGA_scaffold12__71_contigs__length_50438331	23066001	23067000	*	7.64701885898905e-05	0.00206515209857117	55.7317073170732
PGA_scaffold12__71_contigs__length_50438331	23218001	23219000	*	2.56373026457271e-06	0.000120744271194	50.8736559139785
PGA_scaffold12__71_contigs__length_50438331	25102001	25103000	*	1.28753550155423e-06	6.67337478822909e-05	58.7888982338099
PGA_scaffold12__71_contigs__length_50438331	27053001	27054000	*	4.68409950735672e-06	0.000201956337425203	86.8421052631579
