#chr	start	end	number_of_dms	hypermethylated_samples	hypomethylated_samples	methylation_level_EPI-205	methylation_level_EPI-206	methylation_level_EPI-214	methylation_level_EPI-215	methylation_level_EPI-220	methylation_level_EPI-221	methylation_level_EPI-226	methylation_level_EPI-227
PGA_scaffold13__52_contigs__length_44396874	17574534	17574549	3	EPI-220,EPI-215	EPI-206	NA	0.0	NA	0.6875	1.0	NA	NA	NA
PGA_scaffold13__52_contigs__length_44396874	27380685	27380701	3	EPI-221,EPI-214	EPI-205,EPI-206	0.3333333333333333	0.29411764705882354	0.7619047619047619	NA	NA	1.0	NA	NA
PGA_scaffold14__91_contigs__length_45393038	7707879	7707939	6	EPI-214,EPI-215	EPI-206	0.7333333333333333	0.05	0.8648648648648649	0.9512195121951219	0.5625	0.6875	NA	NA
PGA_scaffold14__91_contigs__length_45393038	7709866	7710078	5	EPI-215,EPI-214	EPI-206,EPI-226	0.43333333333333335	0.0	1.0	1.0	0.25	0.7272727272727273	0.0	NA
PGA_scaffold14__91_contigs__length_45393038	7715686	7715988	9	EPI-214,EPI-215	EPI-205,EPI-206	0.5952380952380952	0.0	0.8715596330275229	0.9361702127659575	0.7	0.4	NA	1.0
PGA_scaffold15__101_contigs__length_47938513	5533043	5533057	3	EPI-205,EPI-227	EPI-221	0.7476635514018691	0.4956521739130435	0.5519125683060109	0.5053763440860215	0.5319148936170213	0.4152542372881356	0.6461538461538462	0.7313432835820896
PGA_scaffold15__101_contigs__length_47938513	18905758	18905806	7	EPI-227,EPI-206	EPI-215	NA	0.8571428571428571	NA	0.0	NA	NA	NA	0.9615384615384616
PGA_scaffold16__33_contigs__length_31980953	16399217	16399251	4	EPI-214,EPI-215	EPI-206	0.0	0.0	0.5	0.42105263157894735	NA	0.0	0.05263157894736842	NA
PGA_scaffold16__33_contigs__length_31980953	26312164	26312169	3	EPI-205,EPI-227	EPI-214	1.0	0.3333333333333333	0.0	0.6666666666666666	NA	NA	NA	1.0
PGA_scaffold17__51_contigs__length_34923512	16402131	16402146	4	EPI-205,EPI-206	EPI-214,EPI-220	0.42105263157894735	0.48148148148148145	0.0	0.2	0.0	0.0	NA	0.25
PGA_scaffold1__77_contigs__length_89643857	17284457	17284503	7	EPI-206,EPI-205	EPI-214	0.9545454545454546	0.96875	0.4489795918367347	0.7619047619047619	NA	0.75	NA	NA
PGA_scaffold1__77_contigs__length_89643857	34106583	34106614	5	EPI-206,EPI-227	EPI-214	0.6666666666666666	0.9629629629629629	0.5277777777777778	0.9333333333333333	1.0	1.0	NA	1.0
PGA_scaffold1__77_contigs__length_89643857	46781304	46781442	9	EPI-205,EPI-206	EPI-215	1.0	0.96	0.9206349206349206	0.14634146341463414	0.75	1.0	NA	1.0
PGA_scaffold1__77_contigs__length_89643857	60340932	60341096	8	EPI-206,EPI-227	EPI-214,EPI-215	0.20930232558139536	0.6704545454545454	0.09411764705882353	0.12698412698412698	0.39655172413793105	0.38202247191011235	0.4918032786885246	0.75
PGA_scaffold1__77_contigs__length_89643857	63332523	63332575	3	EPI-221,EPI-215		0.0	0.0	0.0	0.25	0.0	0.4444444444444444	0.0	0.0
PGA_scaffold1__77_contigs__length_89643857	64091777	64091855	4	EPI-206,EPI-226	EPI-214	0.5	0.8181818181818182	0.034482758620689655	1.0	1.0	NA	0.8571428571428571	0.14285714285714285
PGA_scaffold1__77_contigs__length_89643857	78289673	78289697	4	EPI-206,EPI-227	EPI-215	NA	1.0	0.2857142857142857	0.0	NA	NA	NA	1.0
PGA_scaffold1__77_contigs__length_89643857	85926423	85926445	5	EPI-206,EPI-227	EPI-215	0.0	0.4666666666666667	0.2	0.0	0.0	NA	NA	0.6666666666666666
PGA_scaffold2__36_contigs__length_69596280	69502690	69502706	3	EPI-221,EPI-215	EPI-227	NA	NA	0.75	1.0	NA	1.0	NA	0.1
PGA_scaffold3__111_contigs__length_57743597	37819570	37819618	6	EPI-215,EPI-221	EPI-205,EPI-206	0.15151515151515152	0.14285714285714285	0.3333333333333333	0.68	NA	1.0	NA	NA
PGA_scaffold4__129_contigs__length_65288255	7484377	7484471	7	EPI-214,EPI-221	EPI-227	NA	NA	0.851063829787234	NA	1.0	0.9642857142857143	1.0	0.0
PGA_scaffold4__129_contigs__length_65288255	7485865	7485936	5	EPI-214,EPI-221	EPI-206	NA	0.0	0.7027027027027027	NA	NA	0.9473684210526315	NA	NA
PGA_scaffold4__129_contigs__length_65288255	12562292	12562450	14	EPI-227,EPI-205,EPI-206	EPI-214,EPI-215	0.896551724137931	0.9166666666666666	0.0	0.0	NA	0.7391304347826086	NA	1.0
PGA_scaffold4__129_contigs__length_65288255	12562711	12562793	9	EPI-205,EPI-206	EPI-214,EPI-215	0.8333333333333334	0.92	0.0	0.02127659574468085	0.7142857142857143	NA	0.5714285714285714	0.7419354838709677
PGA_scaffold4__129_contigs__length_65288255	12563086	12563194	12	EPI-227,EPI-205,EPI-226,EPI-206	EPI-214,EPI-221,EPI-215	0.32142857142857145	0.375	0.007407407407407408	0.02631578947368421	0.3333333333333333	0.014285714285714285	0.5740740740740741	0.8636363636363636
PGA_scaffold4__129_contigs__length_65288255	12711735	12711757	3	EPI-214,EPI-215	EPI-205,EPI-206	0.0	0.0	0.9545454545454546	0.9642857142857143	NA	0.4375	0.0	0.6666666666666666
PGA_scaffold4__129_contigs__length_65288255	19984570	19984657	5	EPI-206,EPI-205	EPI-214,EPI-221	0.8333333333333334	0.9722222222222222	0.16666666666666666	NA	0.8	0.2608695652173913	0.6875	NA
PGA_scaffold4__129_contigs__length_65288255	55958661	55958732	6	EPI-206,EPI-205,EPI-227	EPI-214,EPI-220,EPI-221	1.0	1.0	0.44	0.7037037037037037	0.0	0.45	NA	1.0
PGA_scaffold4__129_contigs__length_65288255	59280196	59280219	5	EPI-205,EPI-227	EPI-214	0.9	NA	0.3333333333333333	0.9375	0.6	NA	NA	0.8846153846153846
PGA_scaffold5__109_contigs__length_67248332	21347599	21347681	4	EPI-206,EPI-227	EPI-214	0.42857142857142855	0.8888888888888888	0.2	0.5238095238095238	NA	NA	1.0	0.8636363636363636
PGA_scaffold5__109_contigs__length_67248332	65202523	65202606	8	EPI-220,EPI-214	EPI-205,EPI-227	0.3125	0.9285714285714286	0.9411764705882353	NA	0.925	1.0	0.9333333333333333	0.3333333333333333
PGA_scaffold6__104_contigs__length_61759565	2632362	2632430	6	EPI-220,EPI-215		0.0	0.0	0.0	0.23076923076923078	0.5	0.0	0.0	0.0
PGA_scaffold6__104_contigs__length_61759565	4843929	4843940	5	EPI-214,EPI-221	EPI-226	NA	NA	0.9166666666666666	NA	NA	0.6	0.0	0.5625
PGA_scaffold6__104_contigs__length_61759565	8190363	8190397	4	EPI-205,EPI-227	EPI-214,EPI-220	0.9259259259259259	1.0	0.5306122448979592	0.7352941176470589	0.5833333333333334	0.8333333333333334	NA	0.8780487804878049
PGA_scaffold6__104_contigs__length_61759565	10338122	10338228	8	EPI-206,EPI-227	EPI-214,EPI-220	NA	0.8666666666666667	0.029411764705882353	0.0	0.07692307692307693	NA	NA	1.0
PGA_scaffold6__104_contigs__length_61759565	11133963	11134072	14	EPI-214,EPI-221	EPI-206,EPI-226	0.6730769230769231	0.0	0.9278350515463918	NA	NA	1.0	0.0	NA
PGA_scaffold6__104_contigs__length_61759565	11674892	11675135	7	EPI-205,EPI-206	EPI-214,EPI-221	1.0	0.9152542372881356	0.0	0.8181818181818182	1.0	0.0	0.8148148148148148	0.7368421052631579
PGA_scaffold6__104_contigs__length_61759565	16708719	16708734	3	EPI-205,EPI-206	EPI-220	1.0	1.0	0.5555555555555556	NA	0.4	NA	NA	NA
PGA_scaffold6__104_contigs__length_61759565	36978546	36978582	5	EPI-214,EPI-220	EPI-206	0.7727272727272727	0.28	0.925	NA	1.0	NA	NA	0.7777777777777778
PGA_scaffold6__104_contigs__length_61759565	61551482	61551506	3	EPI-214,EPI-220	EPI-206	NA	0.0	1.0	NA	1.0	NA	NA	NA
PGA_scaffold7__69_contigs__length_43120122	31870820	31870854	5	EPI-220,EPI-215,EPI-221	EPI-206,EPI-227	0.6285714285714286	0.2564102564102564	0.6964285714285714	0.7954545454545454	0.8292682926829268	0.8333333333333334	0.4	0.3870967741935484
PGA_scaffold7__69_contigs__length_43120122	39525869	39526034	15	EPI-215,EPI-221,EPI-214	EPI-226,EPI-227	0.875	0.9230769230769231	0.9572649572649573	0.9703703703703703	0.921875	0.9826086956521739	0.5849056603773585	0.3
PGA_scaffold8__63_contigs__length_61151155	28269423	28269597	5	EPI-206,EPI-227	EPI-214,EPI-221,EPI-220	0.6666666666666666	0.7083333333333334	0.0	NA	0.041666666666666664	0.0	NA	0.782608695652174
PGA_scaffold8__63_contigs__length_61151155	45119021	45119065	5	EPI-221,EPI-215	EPI-205,EPI-206	0.0	0.05263157894736842	0.2558139534883721	0.3508771929824561	0.18181818181818182	0.40816326530612246	0.3275862068965517	0.15625
PGA_scaffold8__63_contigs__length_61151155	52956450	52956473	4	EPI-214,EPI-215,EPI-220	EPI-205,EPI-226	0.0	0.07692307692307693	0.2962962962962963	0.4	0.5	NA	0.0	0.0
PGA_scaffold8__63_contigs__length_61151155	60109285	60109395	4	EPI-214,EPI-221	EPI-227	0.7	0.3333333333333333	0.8888888888888888	0.6363636363636364	NA	1.0	NA	0.21052631578947367
PGA_scaffold9__45_contigs__length_38581958	6762330	6762550	12	EPI-215,EPI-220	EPI-206,EPI-227,EPI-205	0.6114206128133705	0.6717763751127142	0.6489746682750301	0.7514851485148515	0.8422535211267606	0.669024045261669	0.7285974499089253	0.5971896955503513
PGA_scaffold9__45_contigs__length_38581958	37631734	37631753	4	EPI-215,EPI-220	EPI-205	0.3076923076923077	NA	1.0	1.0	1.0	0.5555555555555556	NA	NA
