chr	start	end	number_of_dms	hypermethylated_samples	hypomethylated_samples	methylation_level_EPI.151	methylation_level_EPI.152	methylation_level_EPI.153	methylation_level_EPI.154	methylation_level_EPI.159	methylation_level_EPI.160	methylation_level_EPI.161	methylation_level_EPI.162	methylation_level_EPI.167	methylation_level_EPI.168	methylation_level_EPI.169	methylation_level_EPI.170
PGA_scaffold17__51_contigs__length_34923512	33530137	33530168	4	EPI-167,EPI-169	EPI-154,EPI-159,EPI-151	0.403846153846154	0.666666666666667	0.666666666666667	0.333333333333333	0.285714285714286	NA	0.625	0.574468085106383	0.8125	NA	0.851851851851852	0.37037037037037
PGA_scaffold1__77_contigs__length_89643857	20364550	20364598	4	EPI-151,EPI-153	EPI-167,EPI-170	0.542253521126761	0.388059701492537	0.625	0.384	0.305084745762712	0.412698412698413	0.461538461538462	0.465346534653465	0.3	0.488888888888889	0.392857142857143	0.338582677165354
PGA_scaffold1__77_contigs__length_89643857	25433588	25433756	3	EPI-160,EPI-168,EPI-169,EPI-170	EPI-151,EPI-153	0.355932203389831	0.636363636363636	0.263157894736842	0.576923076923077	0	0.578947368421053	0.928571428571429	0.588235294117647	0.611111111111111	0.642857142857143	0.9375	1
PGA_scaffold1__77_contigs__length_89643857	30599518	30599553	5	EPI-159,EPI-169,EPI-167,EPI-168	EPI-154	0.0833333333333333	0.142857142857143	0	0.0263157894736842	0.48	0.218181818181818	0.166666666666667	0.153846153846154	0.6	0.526315789473684	0.555555555555556	0.285714285714286
PGA_scaffold1__77_contigs__length_89643857	40839231	40839304	3	EPI-151,EPI-153	EPI-159,EPI-168,EPI-170,EPI-169	0.739130434782609	NA	0.84	0.222222222222222	0	0.565217391304348	0	0.590909090909091	0.478260869565217	0.04	0.166666666666667	0.219512195121951
PGA_scaffold1__77_contigs__length_89643857	41895107	41895187	6	EPI-170,EPI-168	EPI-152	0.941176470588235	0.630434782608696	0.875	NA	NA	0.8	1	0.916666666666667	NA	1	1	0.983333333333333
PGA_scaffold1__77_contigs__length_89643857	44692308	44692368	3	EPI-153,EPI-151	EPI-167	0.942857142857143	1	0.96078431372549	0.8	NA	0.790697674418605	0.736842105263158	0.6	0.5	0.714285714285714	0.757575757575758	NA
PGA_scaffold1__77_contigs__length_89643857	46778691	46778869	11	EPI-153,EPI-151,EPI-154	EPI-167,EPI-162,EPI-169	0.948717948717949	0.839416058394161	0.948148148148148	0.953488372093023	0.857142857142857	0.846153846153846	0.763157894736842	0.8046875	0.752808988764045	0.905405405405405	0.786516853932584	0.803571428571429
PGA_scaffold1__77_contigs__length_89643857	46781313	46781443	9	EPI-151,EPI-153,EPI-152,EPI-154	EPI-160,EPI-170,EPI-161,EPI-162	0.962962962962963	0.793650793650794	0.938144329896907	0.931034482758621	NA	0.552631578947368	0.0344827586206897	0.384615384615385	0.686746987951807	NA	0.613861386138614	0.0967741935483871
PGA_scaffold1__77_contigs__length_89643857	46781660	46781696	4	EPI-160,EPI-162	EPI-152	0.821428571428571	0.528301886792453	0.8375	0.634615384615385	0.76	0.845360824742268	0.714285714285714	0.906976744186046	0.661290322580645	0.75	0.68	0.769230769230769
PGA_scaffold1__77_contigs__length_89643857	69279231	69279476	6	EPI-151,EPI-154		0.15625	0	0.0192307692307692	0.272727272727273	0.0227272727272727	0	0.0740740740740741	0.133333333333333	0.101694915254237	0.101694915254237	0.2	0.037037037037037
PGA_scaffold1__77_contigs__length_89643857	74277098	74277134	3	EPI-151,EPI-153,EPI-154	EPI-162,EPI-167,EPI-160	0.846153846153846	0.428571428571429	0.612903225806452	0.8	0.285714285714286	0.333333333333333	0.428571428571429	0	0.288888888888889	0.2	0.391304347826087	0.5
PGA_scaffold1__77_contigs__length_89643857	80346910	80347004	4	EPI-151,EPI-152	EPI-159,EPI-162,EPI-170,EPI-169	0.985294117647059	0.947368421052632	0.954022988505747	0.911764705882353	0.722222222222222	0.9	0.946428571428571	0.865384615384615	0.902912621359223	0.9	0.906666666666667	0.720588235294118
PGA_scaffold2__36_contigs__length_69596280	62601803	62601876	5	EPI-153,EPI-151,EPI-162	EPI-168,EPI-169	0.894736842105263	0.551724137931034	0.952380952380952	0.714285714285714	1	0.5	0.5	1	0.538461538461538	0.333333333333333	0.421052631578947	0.730769230769231
PGA_scaffold3__111_contigs__length_57743597	15305717	15305781	3	EPI-151,EPI-152	EPI-162,EPI-170,EPI-160,EPI-169	0.741935483870968	0.637931034482759	0.52	0.526315789473684	0.373134328358209	0.365853658536585	0.397260273972603	0.0833333333333333	0.425925925925926	0.7	0.333333333333333	0.210526315789474
PGA_scaffold3__111_contigs__length_57743597	20885752	20885818	6	EPI-169,EPI-161,EPI-167,EPI-168	EPI-151,EPI-152,EPI-154	0.1875	0.205882352941176	0.571428571428571	0.384615384615385	0.73469387755102	0.529411764705882	0.825	NA	0.833333333333333	0.822222222222222	0.829787234042553	0.55
PGA_scaffold3__111_contigs__length_57743597	21766551	21766582	5	EPI-153,EPI-154,EPI-160	EPI-168	0.58	0.405172413793103	0.644067796610169	0.787234042553192	0.466666666666667	0.564516129032258	0.368421052631579	NA	0.465116279069767	0.0588235294117647	0.46	0.560975609756098
PGA_scaffold3__111_contigs__length_57743597	23340937	23340964	3	EPI-160,EPI-159,EPI-168	EPI-151	0.714285714285714	0.848837209302326	0.780487804878049	0.8125	1	0.961038961038961	0.811320754716981	0.769230769230769	0.85	0.942857142857143	0.916666666666667	0.843137254901961
PGA_scaffold3__111_contigs__length_57743597	25764259	25764281	4	EPI-161,EPI-159,EPI-152	EPI-169,EPI-167	0.705882352941177	1	1	NA	0.821428571428571	0.818181818181818	0.862068965517241	1	0.333333333333333	0.75	0.3	0.833333333333333
PGA_scaffold3__111_contigs__length_57743597	28868108	28868163	5	EPI-151,EPI-153,EPI-154	EPI-160,EPI-167,EPI-168	0.91588785046729	0.65	0.857142857142857	0.895833333333333	NA	0	0.548387096774194	0.785714285714286	0	0.0277777777777778	NA	0.763157894736842
PGA_scaffold3__111_contigs__length_57743597	34590717	34590733	3	EPI-151,EPI-152,EPI-167	EPI-161	0.152439024390244	0.130081300813008	0.0623145400593472	0.0340136054421769	0.0335570469798658	0.0480769230769231	0.0126582278481013	0.0559440559440559	0.191780821917808	0.0301507537688442	0.0260586319218241	0.0333333333333333
PGA_scaffold3__111_contigs__length_57743597	37947348	37947367	3	EPI-151,EPI-152	EPI-160,EPI-169	1	1	1	0.925	1	0.413793103448276	NA	1	0.8	0.769230769230769	0.413793103448276	0.892857142857143
PGA_scaffold3__111_contigs__length_57743597	52925201	52925306	4	EPI-151,EPI-154	EPI-160,EPI-159,EPI-169	1	0.782608695652174	0.944444444444444	0.976190476190476	0.647058823529412	0.627450980392157	0.962962962962963	0.904761904761905	0.709677419354839	0.794117647058823	0.727272727272727	1
PGA_scaffold4__129_contigs__length_65288255	29488974	29488999	3	EPI-151,EPI-152	EPI-162,EPI-170	1	1	0.761904761904762	1	1	1	0.9375	0.875	0.933333333333333	0.928571428571429	0.823529411764706	0.733333333333333
PGA_scaffold4__129_contigs__length_65288255	34777439	34777461	3	EPI-151,EPI-154,EPI-169	EPI-160,EPI-161	1	0.666666666666667	0.826086956521739	0.966666666666667	NA	0.518518518518518	0.277777777777778	1	0.794117647058823	0.666666666666667	0.964285714285714	0.828571428571429
PGA_scaffold4__129_contigs__length_65288255	54308012	54308195	10	EPI-160,EPI-161	EPI-153,EPI-168,EPI-170,EPI-154	0.92	NA	0.671875	0.588235294117647	NA	0.978723404255319	0.976190476190476	0.866666666666667	0.8	0	0.80952380952381	0.454545454545455
PGA_scaffold4__129_contigs__length_65288255	54355702	54355734	3	EPI-160,EPI-161	EPI-152	0.923076923076923	0.666666666666667	NA	1	0.736842105263158	0.91304347826087	1	NA	0.545454545454545	0.8	0.576923076923077	1
PGA_scaffold5__109_contigs__length_67248332	1887341	1887515	8	EPI-153,EPI-154	EPI-160,EPI-169,EPI-162	0.869565217391304	0.928571428571429	0.94047619047619	0.980769230769231	0.857142857142857	0.679012345679012	1	0.513513513513513	0.810344827586207	0.927272727272727	0.597560975609756	0.716981132075472
PGA_scaffold5__109_contigs__length_67248332	34090181	34090231	3	EPI-160,EPI-162		0.0204081632653061	0	0.166666666666667	NA	0	0.304347826086957	NA	0.142857142857143	0	0	0	0
PGA_scaffold5__109_contigs__length_67248332	54725911	54725951	4	EPI-151,EPI-153	EPI-160,EPI-161,EPI-167	0.98	0.888888888888889	1	NA	NA	0.666666666666667	0.714285714285714	0.884615384615385	0	0.95	0.8	0.739130434782609
PGA_scaffold6__104_contigs__length_61759565	34393744	34393775	3	EPI-159,EPI-160	EPI-153,EPI-168	0.636363636363636	NA	0.193548387096774	0.538461538461538	0.869565217391304	0.892857142857143	0.5	0.307692307692308	0.333333333333333	0.0909090909090909	0.583333333333333	NA
PGA_scaffold7__69_contigs__length_43120122	19201945	19202004	5	EPI-152,EPI-154	EPI-167,EPI-170	0.793103448275862	0.985507246376812	NA	0.957142857142857	0.828571428571429	0.890625	0.896551724137931	0.933333333333333	0.315789473684211	0.804878048780488	0.916666666666667	0.58
PGA_scaffold7__69_contigs__length_43120122	25122104	25122270	5	EPI-151,EPI-153	EPI-161,EPI-170	0.6	0.466666666666667	0.619047619047619	0.523809523809524	0.282051282051282	0.5	0	0	NA	0.310344827586207	0.450980392156863	0.0196078431372549
PGA_scaffold7__69_contigs__length_43120122	26682198	26682245	8	EPI-152,EPI-170,EPI-153,EPI-168	EPI-161	1	0.979166666666667	0.975609756097561	1	1	0.92	0.6796875	0.916666666666667	1	0.92156862745098	1	0.975
PGA_scaffold8__63_contigs__length_61151155	5043819	5043829	3	EPI-160,EPI-161	EPI-167	0.8	0.5	NA	0	0.6	0.761904761904762	0.80952380952381	NA	0.151515151515152	0.8	NA	0.523809523809524
PGA_scaffold8__63_contigs__length_61151155	55803219	55803258	3	EPI-154,EPI-152	EPI-167,EPI-160	0.5	1	NA	0.75	NA	0.181818181818182	0.75	0.4	0.15	0.2	0.333333333333333	0.666666666666667
PGA_scaffold8__63_contigs__length_61151155	55812736	55812776	5	EPI-167,EPI-170,EPI-161	EPI-151	0.25	0.407407407407407	0.714285714285714	0.696969696969697	NA	0.62962962962963	0.807692307692308	0.411764705882353	0.75	0.391304347826087	0.458333333333333	0.75
PGA_scaffold9__45_contigs__length_38581958	32354204	32354260	4	EPI-151,EPI-154	EPI-159,EPI-170	0.76056338028169	0.403846153846154	0.458333333333333	0.6	0.295454545454545	0.446428571428571	0.314285714285714	0.578947368421053	0.518518518518518	0.365079365079365	0.414634146341463	0.222222222222222
