chr	start	end	number_of_dms	hypermethylated_samples	hypomethylated_samples	methylation_level_EPI.41	methylation_level_EPI.42	methylation_level_EPI.43	methylation_level_EPI.44	methylation_level_EPI.119	methylation_level_EPI.120	methylation_level_EPI.135	methylation_level_EPI.136	methylation_level_EPI.151	methylation_level_EPI.152	methylation_level_EPI.153	methylation_level_EPI.154	methylation_level_EPI.181	methylation_level_EPI.182	methylation_level_EPI.184	methylation_level_EPI.185
PGA_scaffold12__71_contigs__length_50438331	16826176	16826226	3	EPI-44,EPI-185,EPI-42	EPI-151	0.135593220338983	0.271739130434783	0.22	0.395833333333333	0.201923076923077	0.150537634408602	0.117021276595745	0.128440366972477	0.0666666666666667	0.169811320754717	0.123076923076923	0.180722891566265	0.157894736842105	0.0921052631578947	0.235294117647059	0.428571428571429
PGA_scaffold12__71_contigs__length_50438331	43253817	43253857	11	EPI-41,EPI-43	EPI-151,EPI-181	1	0.897058823529412	0.981132075471698	1	1	0.96551724137931	0.958333333333333	NA	0.660377358490566	0.833333333333333	1	1	0.567567567567568	0.924242424242424	0.947368421052632	NA
PGA_scaffold12__71_contigs__length_50438331	44184025	44184061	6	EPI-136,EPI-119	EPI-153	1	1	0.9375	0.9375	1	1	0.916666666666667	1	0.941176470588235	1	0.627906976744186	NA	0.962962962962963	0.878787878787879	0.9	NA
PGA_scaffold12__71_contigs__length_50438331	44762795	44762874	6	EPI-152,EPI-153,EPI-151	EPI-119,EPI-135,EPI-44,EPI-120	0.473684210526316	0.384615384615385	0.425	0.16	0.306451612903226	0.2	0.213114754098361	0.275	0.745098039215686	0.766666666666667	0.796296296296296	0.5	0.481481481481481	0.377358490566038	0.465116279069767	NA
PGA_scaffold13__52_contigs__length_44396874	6615896	6615924	5	EPI-41,EPI-44	EPI-119,EPI-136,EPI-182	0.740740740740741	0.6875	0.648648648648649	0.837209302325581	0.358974358974359	0.4	0.42	0.35	0.48780487804878	NA	0.586206896551724	0.411764705882353	0.555555555555556	0.321428571428571	0.566666666666667	NA
PGA_scaffold13__52_contigs__length_44396874	17937026	17937088	7	EPI-151,EPI-154	EPI-42,EPI-119,EPI-120,EPI-181	0.940677966101695	0.728682170542636	0.851239669421488	0.946969696969697	0.543478260869565	0.751515151515151	0.805755395683453	0.875816993464052	0.926056338028169	0.857894736842105	0.923954372623574	0.982905982905983	0.766917293233083	0.931818181818182	0.914893617021277	NA
PGA_scaffold13__52_contigs__length_44396874	19133672	19133734	7	EPI-152,EPI-154	EPI-120,EPI-135,EPI-182	0.952380952380952	1	1	0.911111111111111	0.916666666666667	0.815217391304348	0.901785714285714	0.931034482758621	0.907407407407407	0.963963963963964	0.925531914893617	0.989795918367347	0.980582524271845	0.934065934065934	0.9375	0.909090909090909
PGA_scaffold14__91_contigs__length_45393038	1545614	1545640	3	EPI-181,EPI-182	EPI-41,EPI-153	0.815789473684211	0.894736842105263	1	1	0.833333333333333	0.85	0.954545454545455	0.857142857142857	0.862068965517241	0.8125	0.785714285714286	1	1	1	0.952380952380952	1
PGA_scaffold14__91_contigs__length_45393038	8042658	8042662	3	EPI-41,EPI-42,EPI-153	EPI-135,EPI-120,EPI-136	1	1	1	NA	1	0.970588235294118	0.846153846153846	0.916666666666667	0.875	0.909090909090909	1	NA	0.904761904761905	1	0.956521739130435	NA
PGA_scaffold14__91_contigs__length_45393038	9365992	9366024	3	EPI-43,EPI-152,EPI-153	EPI-120,EPI-182,EPI-119	0.2	0.2	0.409090909090909	NA	0	0.0731707317073171	0.09375	0.134615384615385	0.2	0.695652173913043	0.363636363636364	NA	0.142857142857143	0.0769230769230769	0.277777777777778	NA
PGA_scaffold14__91_contigs__length_45393038	10585566	10585812	19	EPI-42,EPI-151,EPI-154,EPI-182,EPI-44,EPI-153,EPI-185	EPI-120,EPI-135,EPI-119,EPI-136	0.00862489829129373	0.0203517587939698	0.00622240064231232	0.00724054706355591	0.00670226059297967	0.00752651385562778	0.00719137035557331	0.00606191816410478	0.0123421354764638	0.00945899180989733	0.0122791254866727	0.0169463087248322	0.00863750348286431	0.0127140193253094	0.00864225608369343	0.0128558310376492
PGA_scaffold14__91_contigs__length_45393038	10741127	10741221	6	EPI-42,EPI-182,EPI-185	EPI-119,EPI-153,EPI-120,EPI-135	0.63768115942029	0.857142857142857	0.888888888888889	0.666666666666667	0.486842105263158	0.506172839506173	0.511627906976744	0.556451612903226	0.704761904761905	0.724137931034483	0.516666666666667	0.512820512820513	0.654545454545455	0.803418803418803	0.696969696969697	0.882352941176471
PGA_scaffold14__91_contigs__length_45393038	15698493	15698502	4	EPI-42,EPI-44	EPI-120,EPI-136	0.5	0.810810810810811	0.555555555555556	0.882352941176471	0.441176470588235	0.230769230769231	0.415094339622642	0.339285714285714	0.611111111111111	0.56	0.636363636363636	0.285714285714286	0.588235294117647	0.409090909090909	0.5	0.5
PGA_scaffold14__91_contigs__length_45393038	34995746	34995952	8	EPI-153,EPI-184,EPI-181,EPI-154	EPI-41,EPI-135,EPI-120	0.62	0.676923076923077	0.722222222222222	NA	0.666666666666667	0.439024390243902	0.56	0.583333333333333	0.768115942028985	0.653061224489796	0.882352941176471	0.714285714285714	0.916666666666667	0.757575757575758	0.882882882882883	NA
PGA_scaffold14__91_contigs__length_45393038	34996189	34996265	5	EPI-151,EPI-153,EPI-152	EPI-43,EPI-181,EPI-42,EPI-136,EPI-182,EPI-119	0.774647887323944	0.616161616161616	0.54	NA	0.549019607843137	NA	0.794520547945205	0.1	0.813953488372093	0.776785714285714	0.775280898876405	0.779411764705882	0.695121951219512	0.387755102040816	0.739130434782609	NA
PGA_scaffold15__101_contigs__length_47938513	5532823	5533096	16	EPI-153,EPI-42,EPI-151,EPI-152,EPI-44	EPI-182,EPI-119,EPI-181	0.45662100456621	0.627450980392157	0.397905759162304	0.773584905660377	0.199195171026157	0.48780487804878	0.390350877192982	0.424444444444444	0.623456790123457	0.646875	0.546712802768166	0.447688564476886	0.332512315270936	0.263431542461005	0.476056338028169	0.438095238095238
PGA_scaffold15__101_contigs__length_47938513	12287577	12287732	13	EPI-135,EPI-120	EPI-182,EPI-184,EPI-42,EPI-181	0	0.0117647058823529	0.0238095238095238	0.0434782608695652	0.0357142857142857	0.225563909774436	0.835616438356164	0.0161290322580645	0.0234375	0.0217391304347826	0.0294117647058824	0.0116279069767442	0	0.0174418604651163	0.03	NA
PGA_scaffold15__101_contigs__length_47938513	20737110	20737138	3	EPI-152,EPI-181,EPI-154	EPI-42	0.2	0.0625	0.3	NA	0.1	0.260869565217391	0.625	0.5	0.363636363636364	0.714285714285714	0	0.714285714285714	0.75	0.421052631578947	0	NA
PGA_scaffold15__101_contigs__length_47938513	21140589	21140873	5	EPI-42,EPI-41	EPI-120,EPI-154,EPI-182,EPI-135	0.949152542372881	0.96969696969697	0.970588235294118	0.9	0.957746478873239	0.666666666666667	0.838709677419355	1	1	0.941176470588235	0.933333333333333	0.657894736842105	0.80952380952381	0.25	1	NA
PGA_scaffold16__33_contigs__length_31980953	12137000	12137050	4	EPI-41,EPI-42	EPI-154	0.964285714285714	0.925925925925926	NA	0.545454545454545	0.866666666666667	0.837837837837838	0.666666666666667	0.7	NA	0.8	0.5	0.285714285714286	0.818181818181818	0.62962962962963	0.727272727272727	NA
PGA_scaffold16__33_contigs__length_31980953	25078780	25078798	3	EPI-154,EPI-151	EPI-120,EPI-182	1	0.72972972972973	1	0.882352941176471	0.615384615384615	0.419354838709677	0.702127659574468	0.722222222222222	1	0.714285714285714	0.695652173913043	0.794871794871795	0.625	0.461538461538462	0.666666666666667	0.4375
PGA_scaffold17__51_contigs__length_34923512	1185754	1185791	5	EPI-41,EPI-44,EPI-135	EPI-152,EPI-154,EPI-153	0.945945945945946	0.591549295774648	1	0.903225806451613	0.782608695652174	NA	0.888888888888889	0.717948717948718	0.63265306122449	0.5	0.384615384615385	0.466666666666667	0.805555555555556	0.9	0.9	NA
PGA_scaffold17__51_contigs__length_34923512	10219299	10219326	3	EPI-41,EPI-42,EPI-43	EPI-120,EPI-181	0.857142857142857	0.831932773109244	0.891566265060241	0.854545454545454	0.707070707070707	0.609022556390977	0.737931034482759	0.816	0.725490196078431	0.78	0.753623188405797	0.671875	0.534246575342466	0.708333333333333	0.649122807017544	0.4
PGA_scaffold17__51_contigs__length_34923512	11292320	11292361	4	EPI-136,EPI-119,EPI-153	EPI-42,EPI-43,EPI-184	0.555555555555556	0.176470588235294	0.4375	NA	0.8125	0.928571428571429	0.625	0.85	0.648648648648649	0.5	0.875	0.6875	0.642857142857143	0.483870967741935	0.166666666666667	NA
PGA_scaffold17__51_contigs__length_34923512	31551505	31551537	3	EPI-43,EPI-44,EPI-136		0	0	0.275862068965517	0.28125	0	0	0	0.458333333333333	0	0	0	0.0714285714285714	0	0.153846153846154	0	NA
PGA_scaffold18__69_contigs__length_27737463	18578165	18578210	7	EPI-135,EPI-120,EPI-181	EPI-42,EPI-153,EPI-154	0.782608695652174	0.673469387755102	0.947368421052632	NA	1	0.976744186046512	1	0.952380952380952	0.857142857142857	0.974358974358974	0.722222222222222	0.67741935483871	0.979591836734694	1	1	NA
PGA_scaffold1__77_contigs__length_89643857	30599518	30599553	5	EPI-42,EPI-135,EPI-43	EPI-151,EPI-152,EPI-154,EPI-181,EPI-153	0.8	0.666666666666667	0.58	0.5	0.285714285714286	0.513513513513513	0.814814814814815	0.475	0.0833333333333333	0.142857142857143	0	0.0263157894736842	0.25	0.488888888888889	0.8	NA
PGA_scaffold1__77_contigs__length_89643857	30766259	30766284	3	EPI-41,EPI-43	EPI-119,EPI-135	0.597402597402597	0.453488372093023	0.610169491525424	0.326530612244898	0.227586206896552	0.320388349514563	0.194174757281553	0.317757009345794	0.379310344827586	0.385542168674699	0.338983050847458	0.453125	0.466666666666667	0.383928571428571	0.288461538461538	0.307692307692308
PGA_scaffold1__77_contigs__length_89643857	34112464	34112503	4	EPI-42,EPI-182,EPI-151,EPI-154	EPI-120,EPI-135,EPI-136	0.777777777777778	0.971428571428571	1	NA	1	0.392857142857143	0.484848484848485	0.659574468085106	1	0.91304347826087	NA	0.958333333333333	0.766666666666667	1	0.8	NA
PGA_scaffold1__77_contigs__length_89643857	48029845	48029968	5	EPI-184,EPI-41,EPI-44,EPI-154	EPI-120,EPI-135	0.8	0	0.0833333333333333	0.583333333333333	0	0	0	0	0	0	NA	0.833333333333333	0	0.0833333333333333	0.424242424242424	NA
PGA_scaffold1__77_contigs__length_89643857	57599101	57599196	8	EPI-42,EPI-43	EPI-120,EPI-135,EPI-184,EPI-152,EPI-154	0.4	0.923076923076923	0.875	NA	NA	0.326086956521739	0.486725663716814	0.717948717948718	0.666666666666667	0	0.56	0	0.645161290322581	0.777777777777778	0.0714285714285714	NA
PGA_scaffold1__77_contigs__length_89643857	57648024	57648053	3	EPI-41,EPI-151,EPI-153	EPI-119	0.961538461538462	0.794117647058823	0.904761904761905	0.9	0.44	0.727272727272727	0.634146341463415	0.617021276595745	0.970588235294118	0.807692307692308	0.954545454545455	0.533333333333333	0.684210526315789	0.775	0.571428571428571	NA
PGA_scaffold1__77_contigs__length_89643857	60340858	60341113	13	EPI-44,EPI-41,EPI-153,EPI-42	EPI-120,EPI-135,EPI-136,EPI-181,EPI-119,EPI-182	0.484042553191489	0.516778523489933	0.436241610738255	0.76	0.238888888888889	0.167741935483871	0.25	0.251798561151079	0.491935483870968	0.147540983606557	0.764705882352941	0.542372881355932	0.103896103896104	0.3	0.5	0.333333333333333
PGA_scaffold2__36_contigs__length_69596280	60352454	60352531	4	EPI-182,EPI-181,EPI-184	EPI-136,EPI-43	1	0.866666666666667	0.583333333333333	1	0.909090909090909	0.8125	0.769230769230769	0.506024096385542	0.933333333333333	0.777777777777778	1	0.833333333333333	0.9375	0.930232558139535	1	NA
PGA_scaffold3__111_contigs__length_57743597	1386898	1386979	6	EPI-182,EPI-181	EPI-136	NA	0.942857142857143	1	0.833333333333333	0.916666666666667	1	0.918367346938776	0.412698412698413	0.976190476190476	0.966666666666667	1	1	0.962962962962963	0.979166666666667	1	NA
PGA_scaffold3__111_contigs__length_57743597	21766368	21766582	8	EPI-41,EPI-42,EPI-43,EPI-44,EPI-153,EPI-154,EPI-151	EPI-119,EPI-120,EPI-135,EPI-136,EPI-185,EPI-182	0.837209302325581	0.794117647058823	0.5	0.633333333333333	0.137614678899083	0.317596566523605	0.218543046357616	0.245283018867925	0.594202898550725	0.394285714285714	0.647058823529412	0.787234042553192	0.403846153846154	0.263565891472868	0.4	0.155844155844156
PGA_scaffold3__111_contigs__length_57743597	23345894	23346043	3	EPI-43,EPI-41	EPI-119,EPI-135,EPI-153,EPI-154,EPI-182	0.950549450549451	0.858657243816254	0.934673366834171	0.757575757575758	0.801724137931034	0.8714859437751	0.869158878504673	0.922413793103448	0.878892733564014	0.913738019169329	0.802690582959641	0.816568047337278	0.916666666666667	0.815884476534296	0.84	0.895522388059702
PGA_scaffold3__111_contigs__length_57743597	28868108	28868141	6	EPI-151,EPI-154,EPI-41,EPI-44	EPI-119,EPI-136,EPI-181	1	0.604651162790698	0.666666666666667	0.95	0.525	0.823529411764706	0.653846153846154	0.05	0.922222222222222	0.636363636363636	0.827586206896552	0.883720930232558	0.105263157894737	0.777777777777778	0.8125	NA
PGA_scaffold3__111_contigs__length_57743597	29471896	29471922	3	EPI-41,EPI-152,EPI-153	EPI-119,EPI-136,EPI-182,EPI-185	1	0.769230769230769	NA	1	0.394736842105263	NA	0.95	0.523809523809524	1	1	0.954545454545455	NA	0.545454545454545	0.4	0.904761904761905	0.363636363636364
PGA_scaffold3__111_contigs__length_57743597	32279067	32279093	3	EPI-152,EPI-154,EPI-181		0	0	0	NA	0.0256410256410256	NA	0.0476190476190476	0.166666666666667	0	0.2	0	0.208333333333333	0.210526315789474	0	0	0
PGA_scaffold3__111_contigs__length_57743597	32329148	32329181	7	EPI-41,EPI-42,EPI-43,EPI-44	EPI-135,EPI-153	0.755102040816326	0.72972972972973	0.785714285714286	0.882352941176471	0.493150684931507	0.509803921568627	0.436363636363636	0.627118644067797	0.576923076923077	0.477611940298507	0.376146788990826	0.7	0.51063829787234	0.627450980392157	0.441176470588235	NA
PGA_scaffold3__111_contigs__length_57743597	43414196	43414297	5	EPI-43,EPI-152,EPI-41,EPI-44	EPI-119,EPI-120,EPI-135,EPI-181	0.628205128205128	0.581081081081081	0.6	0.701754385964912	0.432234432234432	0.360215053763441	0.398576512455516	0.548507462686567	0.569343065693431	0.60752688172043	0.420560747663551	0.472222222222222	0.359712230215827	0.562753036437247	0.476635514018692	0.4375
PGA_scaffold3__111_contigs__length_57743597	47868223	47868247	5	EPI-135,EPI-119	EPI-181,EPI-182	0.18	0.271186440677966	0	0	0.234042553191489	0.0714285714285714	0.288135593220339	0.196969696969697	0.181818181818182	0.191489361702128	0.290322580645161	0.08	0.0185185185185185	0.0338983050847458	0.241379310344828	NA
PGA_scaffold3__111_contigs__length_57743597	54310800	54310984	12	EPI-43,EPI-151,EPI-152,EPI-181,EPI-42	EPI-119,EPI-120	0.681318681318681	0.686046511627907	0.733333333333333	0.703703703703704	0.436619718309859	0.495798319327731	0.597765363128492	0.550898203592814	0.704918032786885	0.774390243902439	0.598591549295775	0.545454545454545	0.702586206896552	0.654970760233918	0.610738255033557	0.823529411764706
PGA_scaffold4__129_contigs__length_65288255	10439160	10439195	8	EPI-41,EPI-42,EPI-43	EPI-136,EPI-153,EPI-119,EPI-181	1	1	0.966666666666667	0.954545454545455	0.768292682926829	1	0.976744186046512	0.721311475409836	0.769230769230769	0.935483870967742	0.592592592592593	1	0.764705882352941	0.82051282051282	1	NA
PGA_scaffold4__129_contigs__length_65288255	14813835	14813882	9	EPI-152,EPI-153	EPI-42,EPI-136,EPI-135	0.821428571428571	0.726744186046512	0.720588235294118	0.739130434782609	0.677966101694915	0.6	0.5	0.514705882352941	0.6	0.956521739130435	0.854166666666667	0.863636363636364	0.853658536585366	0.734939759036145	1	NA
PGA_scaffold4__129_contigs__length_65288255	17918583	17918620	3	EPI-43,EPI-135,EPI-181,EPI-182		0	0	0.533333333333333	0	0	0	0.333333333333333	0.037037037037037	0	0.0294117647058824	0	NA	0.642857142857143	0.444444444444444	0	NA
PGA_scaffold4__129_contigs__length_65288255	19023657	19023701	9	EPI-136,EPI-135	EPI-152	1	0.970588235294118	0.964285714285714	0.966666666666667	0.95049504950495	0.97752808988764	0.985815602836879	0.993243243243243	0.980769230769231	0.8125	1	0.928571428571429	0.981818181818182	0.955056179775281	NA	0.9
PGA_scaffold4__129_contigs__length_65288255	45510381	45510400	4	EPI-151,EPI-153,EPI-154	EPI-182,EPI-181,EPI-184	0.647058823529412	0.553191489361702	0.8	NA	NA	0.578947368421053	0.543478260869565	0.696969696969697	0.72	0.43859649122807	0.75609756097561	0.75	0.4	0.36734693877551	0.404761904761905	0.75
PGA_scaffold5__109_contigs__length_67248332	16689280	16689305	5	EPI-41,EPI-42,EPI-152	EPI-135,EPI-182,EPI-184	0.892307692307692	0.86734693877551	0.695652173913043	0.753846153846154	0.766355140186916	0.734042553191489	0.705882352941177	0.736	0.777777777777778	0.826446280991736	0.842105263157895	0.718446601941748	0.802469135802469	0.643410852713178	0.575	0.709677419354839
PGA_scaffold5__109_contigs__length_67248332	21513416	21513443	12	EPI-41,EPI-42	EPI-119	0.166666666666667	0.138888888888889	0.0588235294117647	NA	0	0	0	0.018018018018018	0.04	0	0	0	0	0	0	NA
PGA_scaffold5__109_contigs__length_67248332	47724288	47724308	3	EPI-42,EPI-43,EPI-119,EPI-136,EPI-41	EPI-151,EPI-182	0.906976744186046	1	1	0.705882352941177	1	0.5	0.688888888888889	1	0.481481481481481	0.625	NA	0.625	0.676470588235294	0.588235294117647	0.6875	1
PGA_scaffold5__109_contigs__length_67248332	49645620	49645816	7	EPI-41,EPI-42,EPI-153	EPI-119,EPI-136,EPI-182,EPI-135	0.881720430107527	0.985507246376812	0.704545454545455	1	0.394366197183099	0.454545454545455	0.555555555555556	0.346938775510204	0.792682926829268	1	0.9	0.710144927536232	0.660714285714286	0.5	0.592592592592593	NA
PGA_scaffold5__109_contigs__length_67248332	59875987	59876048	7	EPI-41,EPI-119,EPI-154,EPI-152,EPI-136	EPI-182,EPI-181	0.985185185185185	0.862433862433862	0.876923076923077	0.854166666666667	0.990909090909091	0.901639344262295	0.91304347826087	0.956521739130435	0.860215053763441	0.98876404494382	0.957746478873239	0.911392405063291	0.769230769230769	0.838509316770186	0.936170212765957	0.96551724137931
PGA_scaffold6__104_contigs__length_61759565	8461343	8461359	3	EPI-41,EPI-43,EPI-151	EPI-182	0.391304347826087	NA	0.428571428571429	0.3125	0.1	0	0.121212121212121	0.0666666666666667	0.321428571428571	0.4	0.4	NA	0	0	0.111111111111111	NA
PGA_scaffold6__104_contigs__length_61759565	10182891	10182921	8	EPI-44,EPI-151,EPI-152	EPI-119,EPI-135,EPI-181,EPI-185	0.0127118644067797	0.015625	0.00972762645914397	0.02	0.00624089868941128	0.0109289617486339	0.00710900473933649	0.014161220043573	0.0206738131699847	0.0191919191919192	0.0111188325225851	0.0153027278775782	0.00697211155378486	0.0082063305978898	0.0123171670515781	0.0065554231227652
PGA_scaffold6__104_contigs__length_61759565	10183005	10183320	22	EPI-151,EPI-153,EPI-185	EPI-119,EPI-135,EPI-136,EPI-43	0.00962333215255638	0.00809747237778114	0.00719309462915601	0.0106054503960263	0.00695589817138759	0.00685682940208448	0.00727570971241104	0.00660454821320196	0.00953565505804312	0.0092951826705464	0.0105836105231327	0.00889871337074194	0.00826022405182886	0.00824681848626926	0.0100821508588499	0.0101173402868318
PGA_scaffold6__104_contigs__length_61759565	31009810	31009844	5	EPI-152,EPI-153	EPI-43,EPI-120,EPI-182,EPI-44	1	0.966666666666667	0.71875	0.705882352941177	1	0.74468085106383	0.966666666666667	0.934782608695652	0.94	1	1	0.928571428571429	0.927272727272727	0.690909090909091	0.80952380952381	0.8
PGA_scaffold6__104_contigs__length_61759565	40281642	40281720	5	EPI-136,EPI-119,EPI-182,EPI-184	EPI-41,EPI-42	0.0454545454545455	0.0117647058823529	0.0645161290322581	0	0.173076923076923	0	0	0.345454545454545	0.3	0.0181818181818182	0.225806451612903	0	0.0208333333333333	0.310344827586207	0.25	0
PGA_scaffold6__104_contigs__length_61759565	43375342	43375353	4	EPI-41,EPI-42	EPI-119,EPI-182,EPI-184	1	0.975609756097561	0.764705882352941	1	0.606060606060606	0.803921568627451	0.882352941176471	0.828571428571429	0.769230769230769	0.888888888888889	0.795454545454545	0.771428571428571	0.9	0.62	0.529411764705882	NA
PGA_scaffold6__104_contigs__length_61759565	43948884	43948888	4	EPI-41,EPI-42,EPI-181	EPI-119,EPI-135	1	0.928571428571429	0.9375	1	0.538461538461538	1	0.444444444444444	0.882352941176471	0.743589743589744	0.782608695652174	0.714285714285714	0.714285714285714	1	0.6875	0.5625	NA
PGA_scaffold6__104_contigs__length_61759565	46440055	46440094	5	EPI-151,EPI-153,EPI-154,EPI-42	EPI-120,EPI-136	0.529411764705882	0.705882352941177	0.571428571428571	NA	0.5	0.140350877192982	0.408163265306122	0.163265306122449	0.755555555555556	0.511111111111111	1	0.777777777777778	0.380952380952381	0.535714285714286	0.8	NA
PGA_scaffold7__69_contigs__length_43120122	5473022	5473047	3	EPI-44,EPI-119,EPI-120	EPI-152,EPI-153,EPI-154,EPI-184	0.731707317073171	0.625	0.666666666666667	1	0.975609756097561	0.92	0.697674418604651	0.5	0.64	0.481481481481481	0.291666666666667	0.25	0.727272727272727	0.645161290322581	0	NA
PGA_scaffold7__69_contigs__length_43120122	39526917	39527241	6	EPI-153,EPI-151,EPI-152	EPI-120,EPI-136	1	0.711864406779661	0.71875	1	0.8125	0.623376623376623	0.659574468085106	0.631578947368421	0.932773109243697	0.936046511627907	0.886075949367089	0.862068965517241	0.793650793650794	0.762886597938144	NA	0.695652173913043
PGA_scaffold8__63_contigs__length_61151155	5877898	5878082	4	EPI-135,EPI-181,EPI-182	EPI-41,EPI-42,EPI-43,EPI-153	0.827586206896552	0.786885245901639	0.756410256410256	1	0.85	1	0.990384615384615	0.769230769230769	0.826086956521739	0.870967741935484	0.714285714285714	0.956521739130435	0.958333333333333	0.935483870967742	0.971428571428571	0.2
PGA_scaffold8__63_contigs__length_61151155	11512309	11512355	5	EPI-136,EPI-135	EPI-152,EPI-181,EPI-184	0.976744186046512	0.918032786885246	1	1	0.923076923076923	0.936170212765957	0.964285714285714	1	0.887096774193548	0.767857142857143	0.982758620689655	0.970588235294118	0.75609756097561	1	0.763157894736842	NA
PGA_scaffold8__63_contigs__length_61151155	17534473	17534627	13	EPI-42,EPI-151,EPI-153,EPI-136,EPI-152	EPI-182,EPI-184	0.55952380952381	0.63030303030303	0.430232558139535	0.648648648648649	0.502762430939227	0.447368421052632	0.474226804123711	0.682242990654206	0.643835616438356	0.384615384615385	0.781609195402299	0.472527472527473	0.342857142857143	0.111731843575419	0.363636363636364	NA
PGA_scaffold8__63_contigs__length_61151155	24004525	24004552	3	EPI-42,EPI-44	EPI-152	0.625	0.91304347826087	NA	0.944444444444444	0.777777777777778	0.5	0.636363636363636	0.470588235294118	0.6	0.304347826086957	0.6	0.6	0.428571428571429	0.75	0.6	NA
PGA_scaffold8__63_contigs__length_61151155	55775768	55775824	4	EPI-41,EPI-43,EPI-153		0.266666666666667	0.0465116279069767	0.290322580645161	0	0	NA	0	0	0.0476190476190476	NA	0.238095238095238	0	0.0185185185185185	0	0	0
PGA_scaffold9__45_contigs__length_38581958	8925264	8925373	6	EPI-42,EPI-43,EPI-44	EPI-136,EPI-120,EPI-151,EPI-181	0.964705882352941	0.860215053763441	0.97752808988764	1	0.953488372093023	0.791666666666667	1	0.8	0.832335329341317	0.943181818181818	0.91566265060241	0.868421052631579	0.794117647058823	0.901098901098901	0.959459459459459	0.8
