chr	start	end	number_of_dms	hypermethylated_samples	hypomethylated_samples	methylation_level_EPI.41	methylation_level_EPI.42	methylation_level_EPI.43	methylation_level_EPI.44	methylation_level_EPI.119	methylation_level_EPI.120	methylation_level_EPI.135	methylation_level_EPI.136	methylation_level_EPI.151	methylation_level_EPI.152	methylation_level_EPI.153	methylation_level_EPI.154	methylation_level_EPI.181	methylation_level_EPI.182	methylation_level_EPI.184	methylation_level_EPI.185
PGA_scaffold13__52_contigs__length_44396874	17937026	17937054	5	EPI-151,EPI-154	EPI-42,EPI-119,EPI-120,EPI-181	0.935897435897436	0.705882352941177	0.851851851851852	0.941860465116279	0.53125	0.774774774774775	0.817204301075269	0.869158878504673	0.932291666666667	0.8515625	0.917127071823204	0.974683544303797	0.764044943820225	0.923076923076923	0.909090909090909	NA
PGA_scaffold14__91_contigs__length_45393038	8042653	8042675	4	EPI-42,EPI-153,EPI-184,EPI-41	EPI-120,EPI-136,EPI-135	1	1	1	NA	0.91304347826087	0.82	0.8	0.777777777777778	0.875	0.909090909090909	0.970588235294118	NA	0.769230769230769	0.921052631578947	0.966666666666667	NA
PGA_scaffold14__91_contigs__length_45393038	10585566	10585813	21	EPI-42,EPI-151,EPI-154,EPI-182,EPI-44,EPI-153,EPI-185	EPI-120,EPI-135,EPI-119,EPI-136	0.00854287556415216	0.0203726708074534	0.00634668782229274	0.00712307083498219	0.00674839725565178	0.00767580991082515	0.00723398658424306	0.006082595240636	0.0122489673835636	0.00970984692711903	0.0123255123255123	0.016963246299684	0.00866439303161582	0.0125997480050399	0.00857884637092223	0.0127690623859905
PGA_scaffold14__91_contigs__length_45393038	34995746	34995940	7	EPI-153,EPI-184,EPI-181	EPI-41,EPI-135,EPI-120	0.608695652173913	0.677966101694915	0.722222222222222	NA	0.666666666666667	0.485714285714286	0.537313432835821	0.583333333333333	0.758064516129032	0.666666666666667	0.882352941176471	0.706896551724138	0.884615384615385	0.757575757575758	0.875	NA
PGA_scaffold15__101_contigs__length_47938513	12287577	12287701	10	EPI-135,EPI-120	EPI-182,EPI-153,EPI-184	0	0	0.0147058823529412	0.0434782608695652	0.027027027027027	0.170212765957447	0.835616438356164	0.0161290322580645	0.0306122448979592	0.024390243902439	0.0158730158730159	0	0	0.0211267605633803	0.012987012987013	NA
PGA_scaffold15__101_contigs__length_47938513	20737118	20737138	3	EPI-152,EPI-181,EPI-154,EPI-136	EPI-42	0.2	0.0869565217391304	0.6	NA	0	0.176470588235294	0.5	0.576923076923077	0.304347826086957	0.4	0	0.6875	0.666666666666667	0	0	NA
PGA_scaffold15__101_contigs__length_47938513	34783680	34783836	5	EPI-42,EPI-184,EPI-181,EPI-41	EPI-120,EPI-151,EPI-135	0.882352941176471	0.904761904761905	1	NA	1	0	0.219512195121951	0.96551724137931	0.555555555555556	0.5	1	NA	0.867647058823529	0.818181818181818	0.880952380952381	NA
PGA_scaffold17__51_contigs__length_34923512	1185754	1185791	5	EPI-41,EPI-44,EPI-135	EPI-152,EPI-154,EPI-153	0.945945945945946	0.591549295774648	1	0.903225806451613	0.782608695652174	NA	0.888888888888889	0.717948717948718	0.63265306122449	0.5	0.384615384615385	0.466666666666667	0.805555555555556	0.9	0.9	NA
PGA_scaffold17__51_contigs__length_34923512	1967785	1967800	3	EPI-119,EPI-136	EPI-41,EPI-44,EPI-184	0.655172413793103	0.9375	0.833333333333333	0.636363636363636	0.978723404255319	NA	0.923076923076923	1	0.794117647058823	1	0.888888888888889	1	0.935483870967742	0.8	0.666666666666667	NA
PGA_scaffold17__51_contigs__length_34923512	11292320	11292339	3	EPI-136,EPI-119,EPI-153	EPI-42,EPI-43,EPI-184	0.555555555555556	0.176470588235294	0.423076923076923	NA	0.761904761904762	1	0.777777777777778	0.92	0.807692307692308	0.4	0.909090909090909	0.666666666666667	0.571428571428571	0.555555555555556	0.153846153846154	NA
PGA_scaffold17__51_contigs__length_34923512	31551505	31551537	3	EPI-43,EPI-44,EPI-136		0	0	0.275862068965517	0.28125	0	0	0	0.458333333333333	0	0	0	0.0714285714285714	0	0.153846153846154	0	NA
PGA_scaffold18__69_contigs__length_27737463	7455869	7455966	6	EPI-135,EPI-136	EPI-151,EPI-152,EPI-181	0.736842105263158	0.884057971014493	0.454545454545455	1	0.773584905660377	0.85	0.881578947368421	0.857142857142857	0.595505617977528	0.709090909090909	0.712121212121212	NA	0.72972972972973	0.818181818181818	0.75	NA
PGA_scaffold18__69_contigs__length_27737463	18578184	18578210	5	EPI-120,EPI-135,EPI-181	EPI-42,EPI-154	0.6875	0.578947368421053	0.947368421052632	NA	1	1	1	0.952380952380952	0.822222222222222	0.962962962962963	0.722222222222222	0.67741935483871	0.976190476190476	1	1	NA
PGA_scaffold1__77_contigs__length_89643857	11669157	11669739	9	EPI-119,EPI-135	EPI-182,EPI-151,EPI-44	NA	0.571428571428571	0.6	0.407407407407407	1	0.636363636363636	0.954248366013072	NA	0.512820512820513	0.922413793103448	0.723076923076923	0.4	0.926829268292683	0.0253164556962025	0.942028985507246	NA
PGA_scaffold1__77_contigs__length_89643857	20076242	20076255	3	EPI-41,EPI-120,EPI-42		0.157894736842105	0.129032258064516	0	0	0.04	0.166666666666667	0	0	0	0	0	0.0526315789473684	0.0425531914893617	0	0.0857142857142857	0
PGA_scaffold1__77_contigs__length_89643857	34112464	34112503	4	EPI-42,EPI-182,EPI-151,EPI-154	EPI-120,EPI-135,EPI-136	0.777777777777778	0.971428571428571	1	NA	1	0.392857142857143	0.484848484848485	0.659574468085106	1	0.91304347826087	NA	0.958333333333333	0.766666666666667	1	0.8	NA
PGA_scaffold1__77_contigs__length_89643857	34979510	34979790	5	EPI-151,EPI-153	EPI-44,EPI-135,EPI-182,EPI-181	0.714285714285714	0.814285714285714	0.869565217391304	0.666666666666667	0.736842105263158	0.909090909090909	0.595238095238095	0.790697674418605	0.82089552238806	0.843137254901961	0.784615384615385	0.785714285714286	0.58	0.315789473684211	0.754385964912281	0.888888888888889
PGA_scaffold1__77_contigs__length_89643857	48029845	48029968	5	EPI-184,EPI-41,EPI-44,EPI-154	EPI-120,EPI-135	0.8	0	0.0833333333333333	0.583333333333333	0	0	0	0	0	0	NA	0.833333333333333	0	0.0833333333333333	0.424242424242424	NA
PGA_scaffold1__77_contigs__length_89643857	60340882	60341112	9	EPI-44,EPI-41,EPI-153,EPI-42	EPI-120,EPI-135,EPI-136,EPI-181,EPI-119,EPI-182	0.491228070175439	0.515625	0.439393939393939	0.714285714285714	0.226993865030675	0.167832167832168	0.261437908496732	0.260162601626016	0.526881720430108	0.147540983606557	0.833333333333333	0.545454545454545	0.0615384615384615	0.282352941176471	0.478991596638655	0.333333333333333
PGA_scaffold2__36_contigs__length_69596280	22902108	22902158	7	EPI-43,EPI-182,EPI-120,EPI-41		0.0779220779220779	0.0388349514563107	0.111111111111111	0	0.00900900900900901	0.102564102564103	0	0	0.0119047619047619	0.00892857142857143	0.0530973451327434	0.0206185567010309	0.00884955752212389	0.137404580152672	0	0
PGA_scaffold2__36_contigs__length_69596280	25356229	25356411	10	EPI-135,EPI-181,EPI-182,EPI-120,EPI-151	EPI-42,EPI-43	0.85	0.5	0.606060606060606	1	0.776119402985075	0.914634146341463	1	0.727272727272727	0.833333333333333	0.967741935483871	NA	1	0.971428571428571	0.931034482758621	0.692307692307692	0.933333333333333
PGA_scaffold2__36_contigs__length_69596280	28281840	28281862	3	EPI-41,EPI-44	EPI-152,EPI-154	1	0.888888888888889	NA	1	0.666666666666667	1	0.95	0.933333333333333	0.766666666666667	0.533333333333333	0.739130434782609	0.62962962962963	0.787878787878788	0.95	0.931034482758621	0.8125
PGA_scaffold2__36_contigs__length_69596280	60394488	60394596	5	EPI-152,EPI-181,EPI-41,EPI-151,EPI-184	EPI-136	1	0.962962962962963	0.696969696969697	NA	1	0.652173913043478	0.894736842105263	0.330188679245283	0.944444444444444	0.825	NA	0.7	0.854545454545454	0.925925925925926	0.95	NA
PGA_scaffold3__111_contigs__length_57743597	1386898	1386979	6	EPI-182,EPI-181	EPI-136	NA	0.942857142857143	1	0.833333333333333	0.916666666666667	1	0.918367346938776	0.412698412698413	0.976190476190476	0.966666666666667	1	1	0.962962962962963	0.979166666666667	1	NA
PGA_scaffold3__111_contigs__length_57743597	21766368	21766582	8	EPI-41,EPI-42,EPI-43,EPI-151,EPI-44,EPI-153,EPI-154	EPI-119,EPI-135,EPI-136,EPI-185,EPI-182	0.837209302325581	0.794117647058823	0.5	0.633333333333333	0.137614678899083	0.317596566523605	0.218543046357616	0.245283018867925	0.594202898550725	0.394285714285714	0.647058823529412	0.787234042553192	0.403846153846154	0.263565891472868	0.4	0.155844155844156
PGA_scaffold3__111_contigs__length_57743597	23345894	23345936	6	EPI-43,EPI-41	EPI-119,EPI-135,EPI-153,EPI-154	0.986486486486487	0.864406779661017	0.9625	0.769230769230769	0.745098039215686	0.878504672897196	0.844036697247706	0.936363636363636	0.885496183206107	0.932330827067669	0.745283018867924	0.815384615384615	0.949275362318841	0.831858407079646	0.848484848484849	0.928571428571429
PGA_scaffold3__111_contigs__length_57743597	28868108	28868141	6	EPI-151,EPI-154,EPI-41,EPI-44	EPI-119,EPI-136,EPI-181	1	0.604651162790698	0.666666666666667	0.95	0.525	0.823529411764706	0.653846153846154	0.05	0.922222222222222	0.636363636363636	0.827586206896552	0.883720930232558	0.105263157894737	0.777777777777778	0.8125	NA
PGA_scaffold3__111_contigs__length_57743597	29471896	29471922	3	EPI-152,EPI-41,EPI-153	EPI-119,EPI-136,EPI-182,EPI-185	1	0.769230769230769	NA	1	0.394736842105263	NA	0.95	0.523809523809524	1	1	0.954545454545455	NA	0.545454545454545	0.4	0.904761904761905	0.363636363636364
PGA_scaffold3__111_contigs__length_57743597	32329148	32329181	7	EPI-41,EPI-42,EPI-43,EPI-44	EPI-135,EPI-153	0.755102040816326	0.72972972972973	0.785714285714286	0.882352941176471	0.493150684931507	0.509803921568627	0.436363636363636	0.627118644067797	0.576923076923077	0.477611940298507	0.376146788990826	0.7	0.51063829787234	0.627450980392157	0.441176470588235	NA
PGA_scaffold3__111_contigs__length_57743597	34117504	34117629	6	EPI-152,EPI-154	EPI-120,EPI-42,EPI-43	0.8	0.344827586206897	0.25	0.533333333333333	0.322033898305085	0.235294117647059	0.466666666666667	0.452830188679245	0.8	0.886363636363636	NA	0.879310344827586	0.636363636363636	0.583333333333333	0.588235294117647	NA
PGA_scaffold3__111_contigs__length_57743597	43414265	43414297	4	EPI-41,EPI-44,EPI-43	EPI-120,EPI-135,EPI-181	0.647058823529412	0.595238095238095	0.611111111111111	0.735294117647059	0.494444444444444	0.313559322033898	0.370165745856354	0.551136363636364	0.611764705882353	0.581967213114754	0.381578947368421	0.48062015503876	0.354838709677419	0.574193548387097	0.472972972972973	0.4375
PGA_scaffold3__111_contigs__length_57743597	47868038	47868247	7	EPI-135,EPI-119	EPI-41,EPI-181,EPI-182	0.151898734177215	0.307692307692308	0	0.244444444444444	0.222222222222222	0.186666666666667	0.36734693877551	0.233009708737864	0.27536231884058	0.313953488372093	0.272727272727273	0.162790697674419	0.115384615384615	0.10752688172043	0.203703703703704	0.6
PGA_scaffold3__111_contigs__length_57743597	54310800	54310984	9	EPI-43,EPI-151,EPI-152,EPI-42	EPI-119,EPI-120	0.681318681318681	0.686046511627907	0.733333333333333	0.703703703703704	0.436619718309859	0.495798319327731	0.597765363128492	0.550898203592814	0.704918032786885	0.774390243902439	0.598591549295775	0.545454545454545	0.702586206896552	0.654970760233918	0.610738255033557	0.823529411764706
PGA_scaffold4__129_contigs__length_65288255	10439183	10439195	6	EPI-41,EPI-42,EPI-43	EPI-136,EPI-153,EPI-119,EPI-181	1	1	0.956521739130435	0.941176470588235	0.723076923076923	1	0.972222222222222	0.685185185185185	0.7	0.92	0.5	1	0.775	0.777777777777778	1	NA
PGA_scaffold4__129_contigs__length_65288255	19023657	19023701	8	EPI-136,EPI-135	EPI-152	1	0.970588235294118	0.964285714285714	0.966666666666667	0.95049504950495	0.97752808988764	0.985815602836879	0.993243243243243	0.980769230769231	0.8125	1	0.928571428571429	0.981818181818182	0.955056179775281	NA	0.9
PGA_scaffold4__129_contigs__length_65288255	45510381	45510400	4	EPI-151,EPI-153,EPI-154	EPI-182,EPI-181,EPI-184	0.647058823529412	0.553191489361702	0.8	NA	NA	0.578947368421053	0.543478260869565	0.696969696969697	0.72	0.43859649122807	0.75609756097561	0.75	0.4	0.36734693877551	0.404761904761905	0.75
PGA_scaffold5__109_contigs__length_67248332	15696632	15696694	5	EPI-42,EPI-43	EPI-119,EPI-154,EPI-182,EPI-152	0.791666666666667	0.892156862745098	0.912280701754386	0.753623188405797	0.491803278688525	0.857142857142857	0.72972972972973	0.794117647058823	0.752212389380531	0.664	0.827956989247312	0.637362637362637	0.751824817518248	0.582608695652174	0.895522388059702	1
PGA_scaffold5__109_contigs__length_67248332	16689279	16689302	5	EPI-41,EPI-42,EPI-152	EPI-182,EPI-135,EPI-184	0.982456140350877	0.890243902439024	0.828125	0.884615384615385	0.857142857142857	0.807228915662651	0.84	0.85981308411215	0.873417721518987	0.905660377358491	0.977272727272727	0.818181818181818	0.898550724637681	0.7	0.625	0.8
PGA_scaffold5__109_contigs__length_67248332	21513416	21513443	12	EPI-41,EPI-42	EPI-119	0.166666666666667	0.138888888888889	0.0588235294117647	NA	0	0	0	0.018018018018018	0.04	0	0	0	0	0	0	NA
PGA_scaffold5__109_contigs__length_67248332	47724288	47724308	3	EPI-42,EPI-43,EPI-119,EPI-136,EPI-41	EPI-151,EPI-182	0.906976744186046	1	1	0.705882352941177	1	0.5	0.688888888888889	1	0.481481481481481	0.625	NA	0.625	0.676470588235294	0.588235294117647	0.6875	1
PGA_scaffold5__109_contigs__length_67248332	49645620	49645816	7	EPI-41,EPI-42,EPI-153	EPI-119,EPI-136,EPI-182,EPI-135	0.881720430107527	0.985507246376812	0.704545454545455	1	0.394366197183099	0.454545454545455	0.555555555555556	0.346938775510204	0.792682926829268	1	0.9	0.710144927536232	0.660714285714286	0.5	0.592592592592593	NA
PGA_scaffold6__104_contigs__length_61759565	3400506	3400524	4	EPI-181,EPI-184	EPI-43,EPI-119	NA	0.615384615384615	0.576923076923077	0.833333333333333	0.5	1	0.571428571428571	0.8	0.909090909090909	0.878048780487805	0.793103448275862	1	0.945945945945946	0.62962962962963	0.941176470588235	NA
PGA_scaffold6__104_contigs__length_61759565	8461343	8461359	3	EPI-41,EPI-43,EPI-151	EPI-182	0.391304347826087	NA	0.428571428571429	0.3125	0.1	0	0.121212121212121	0.0666666666666667	0.321428571428571	0.4	0.4	NA	0	0	0.111111111111111	NA
PGA_scaffold6__104_contigs__length_61759565	10182993	10183320	24	EPI-151,EPI-153,EPI-185	EPI-119,EPI-135,EPI-136	0.00952870021682072	0.00813663685676587	0.00697188008366256	0.0105523710265763	0.00681257653369207	0.00681768198812404	0.00704386522568341	0.00658323332761872	0.00964780504089468	0.00926360225140713	0.010696981773182	0.00871997367555117	0.00814026299311208	0.00826211980073711	0.00977198697068404	0.010149464754595
PGA_scaffold6__104_contigs__length_61759565	31009810	31009844	5	EPI-152,EPI-153	EPI-43,EPI-120,EPI-182,EPI-44	1	0.966666666666667	0.71875	0.705882352941177	1	0.74468085106383	0.966666666666667	0.934782608695652	0.94	1	1	0.928571428571429	0.927272727272727	0.690909090909091	0.80952380952381	0.8
PGA_scaffold6__104_contigs__length_61759565	40281642	40281658	4	EPI-136,EPI-119,EPI-182,EPI-184	EPI-41,EPI-42	0	0	0.111111111111111	0	0.269230769230769	0	0	0.413793103448276	0.3	0	0.176470588235294	0	0.0416666666666667	0.375	0.272727272727273	0
PGA_scaffold6__104_contigs__length_61759565	43375342	43375353	3	EPI-41,EPI-42	EPI-119,EPI-182,EPI-184	1	0.975609756097561	0.764705882352941	1	0.606060606060606	0.803921568627451	0.882352941176471	0.828571428571429	0.769230769230769	0.888888888888889	0.795454545454545	0.771428571428571	0.9	0.62	0.529411764705882	NA
PGA_scaffold6__104_contigs__length_61759565	43948884	43948888	4	EPI-41,EPI-42,EPI-181	EPI-119,EPI-135	1	0.928571428571429	0.9375	1	0.538461538461538	1	0.444444444444444	0.882352941176471	0.743589743589744	0.782608695652174	0.714285714285714	0.714285714285714	1	0.6875	0.5625	NA
PGA_scaffold7__69_contigs__length_43120122	2369603	2369951	15	EPI-42,EPI-44,EPI-154,EPI-43,EPI-41	EPI-119,EPI-182,EPI-184,EPI-181	0.549356223175966	0.662698412698413	0.482608695652174	0.592307692307692	0.251928020565553	0.341246290801187	0.408805031446541	0.330687830687831	0.443786982248521	0.36	0.438709677419355	0.66304347826087	0.312217194570136	0.252100840336134	0.241830065359477	NA
PGA_scaffold8__63_contigs__length_61151155	17972365	17972379	3	EPI-44,EPI-153,EPI-154	EPI-135,EPI-136	0.794871794871795	0.811320754716981	0.833333333333333	1	0.85	0.928571428571429	0.6875	0.607142857142857	0.916666666666667	0.78125	1	1	0.756756756756757	0.875	0.971428571428571	NA
PGA_scaffold9__45_contigs__length_38581958	8925261	8925359	7	EPI-42,EPI-43,EPI-44	EPI-136,EPI-120,EPI-181	0.96551724137931	0.907407407407407	0.98780487804878	1	0.951807228915663	0.851851851851852	1	0.785714285714286	0.841176470588235	0.939393939393939	0.91578947368421	0.898876404494382	0.855263157894737	0.898989898989899	0.975308641975309	0.833333333333333
PGA_scaffold9__45_contigs__length_38581958	16825864	16825891	3	EPI-151,EPI-152	EPI-44,EPI-136,EPI-43	0.795918367346939	0.870967741935484	0.804878048780488	0.75	NA	1	0.950819672131147	0.8125	0.962962962962963	0.966101694915254	0.956521739130435	NA	0.940298507462687	0.916666666666667	1	NA
PGA_scaffold9__45_contigs__length_38581958	21159874	21159960	4	EPI-151,EPI-152,EPI-154,EPI-153,EPI-135	EPI-42,EPI-41,EPI-43	0.25	0.0714285714285714	0.133333333333333	NA	0.452380952380952	0.5	0.925	0.5	0.971428571428571	1	0.894736842105263	1	0.911764705882353	0.8	0.3	0.48
PGA_scaffold9__45_contigs__length_38581958	32354166	32354260	6	EPI-44,EPI-151,EPI-154,EPI-184	EPI-119,EPI-120,EPI-135	0.480392156862745	0.467065868263473	0.647058823529412	0.853658536585366	0.232876712328767	0.222222222222222	0.391608391608392	0.390625	0.710743801652893	0.397849462365591	0.452380952380952	0.612403100775194	0.525179856115108	0.469026548672566	0.608	0.181818181818182
PGA_scaffold9__45_contigs__length_38581958	32676737	32676930	4	EPI-152,EPI-182,EPI-42,EPI-153,EPI-184	EPI-136,EPI-135	0.432432432432432	0.661971830985915	0.69811320754717	0.4375	NA	0.472222222222222	0.46875	0.0545454545454545	0.395348837209302	0.546875	0.655172413793103	0.75	0.37037037037037	0.789473684210526	0.782608695652174	NA
