chr	start	end	number_of_dms	hypermethylated_samples	hypomethylated_samples	methylation_level_EPI.151	methylation_level_EPI.152	methylation_level_EPI.153	methylation_level_EPI.154	methylation_level_EPI.159	methylation_level_EPI.160	methylation_level_EPI.161	methylation_level_EPI.162	methylation_level_EPI.167	methylation_level_EPI.168	methylation_level_EPI.169	methylation_level_EPI.170
PGA_scaffold17__51_contigs__length_34923512	33530137	33530168	4	EPI-167,EPI-169	EPI-154,EPI-159	0.403846153846154	0.666666666666667	0.666666666666667	0.333333333333333	0.285714285714286	NA	0.625	0.574468085106383	0.8125	NA	0.851851851851852	0.37037037037037
PGA_scaffold1__77_contigs__length_89643857	8854001	8854238	4	EPI-153,EPI-161,EPI-152		0.0571428571428571	0.208333333333333	0.1	0.0142857142857143	NA	0	0.46875	0.0217391304347826	0.0537634408602151	0.0285714285714286	0.0178571428571429	0.0153846153846154
PGA_scaffold1__77_contigs__length_89643857	30599518	30599553	4	EPI-159,EPI-169,EPI-167,EPI-168	EPI-154	0.0833333333333333	0.142857142857143	0	0.0263157894736842	0.48	0.218181818181818	0.166666666666667	0.153846153846154	0.6	0.526315789473684	0.555555555555556	0.285714285714286
PGA_scaffold1__77_contigs__length_89643857	46778719	46778737	6	EPI-153,EPI-151	EPI-167	0.914285714285714	0.733333333333333	0.964285714285714	0.882352941176471	0.631578947368421	0.784615384615385	0.636363636363636	0.744186046511628	0.590361445783133	0.789473684210526	0.691358024691358	0.697674418604651
PGA_scaffold1__77_contigs__length_89643857	46781313	46781443	9	EPI-151,EPI-153,EPI-154	EPI-170,EPI-161,EPI-162	0.962962962962963	0.793650793650794	0.938144329896907	0.931034482758621	NA	0.552631578947368	0.0344827586206897	0.384615384615385	0.686746987951807	NA	0.613861386138614	0.0967741935483871
PGA_scaffold2__36_contigs__length_69596280	3272191	3272390	4	EPI-152,EPI-153,EPI-151	EPI-160,EPI-170	0.63	0.666666666666667	0.827956989247312	0.0909090909090909	0.80952380952381	0.277777777777778	0.4	0.176470588235294	0.5625	0.257142857142857	0.224489795918367	0.288888888888889
PGA_scaffold2__36_contigs__length_69596280	29019552	29019657	6	EPI-169,EPI-160,EPI-162	EPI-151,EPI-152,EPI-153	0.771084337349398	0.545454545454545	0.736526946107784	0.909090909090909	0.813725490196078	0.938775510204082	NA	0.897058823529412	0.8	NA	0.91747572815534	0.857142857142857
PGA_scaffold2__36_contigs__length_69596280	57125459	57125480	3	EPI-159,EPI-160	EPI-167	0.75	0.666666666666667	1	1	0.931034482758621	0.954545454545455	1	0.7	0.210526315789474	1	0.705882352941177	0.526315789473684
PGA_scaffold3__111_contigs__length_57743597	20885770	20885818	5	EPI-169,EPI-161,EPI-168	EPI-151,EPI-152,EPI-154	0.181818181818182	0.25	0.571428571428571	0.375	0.731707317073171	0.551724137931034	0.848484848484849	NA	0.84	0.825	0.846153846153846	0.571428571428571
PGA_scaffold3__111_contigs__length_57743597	25764259	25764281	4	EPI-161,EPI-159,EPI-152	EPI-169,EPI-167	0.705882352941177	1	1	NA	0.821428571428571	0.818181818181818	0.862068965517241	1	0.333333333333333	0.75	0.3	0.833333333333333
PGA_scaffold3__111_contigs__length_57743597	27375303	27375375	5	EPI-152,EPI-153,EPI-154	EPI-159,EPI-162,EPI-169,EPI-170	0.9	0.978947368421053	0.942028985507246	1	0.535714285714286	0.885714285714286	1	0.62962962962963	0.866666666666667	NA	0.421052631578947	0.674418604651163
PGA_scaffold3__111_contigs__length_57743597	28868108	28868263	7	EPI-151,EPI-154,EPI-153	EPI-160,EPI-167,EPI-168	0.925	0.6	0.857142857142857	0.895833333333333	NA	0.027027027027027	0.555555555555556	0.724137931034483	0	0.0238095238095238	NA	0.763157894736842
PGA_scaffold3__111_contigs__length_57743597	34590717	34590733	3	EPI-151,EPI-152,EPI-167	EPI-161	0.152439024390244	0.130081300813008	0.0623145400593472	0.0340136054421769	0.0335570469798658	0.0480769230769231	0.0126582278481013	0.0559440559440559	0.191780821917808	0.0301507537688442	0.0260586319218241	0.0333333333333333
PGA_scaffold3__111_contigs__length_57743597	52925201	52925282	3	EPI-151,EPI-154	EPI-160,EPI-159	1	0.722222222222222	0.923076923076923	0.967741935483871	0.571428571428571	0.536585365853659	0.947368421052632	0.904761904761905	0.619047619047619	0.72	0.727272727272727	1
PGA_scaffold4__129_contigs__length_65288255	10439160	10439185	3	EPI-161,EPI-162	EPI-153	0.625	0.818181818181818	0.333333333333333	1	NA	0.789473684210526	1	1	1	0.95	0.5	0.923076923076923
PGA_scaffold4__129_contigs__length_65288255	12563117	12563166	7	EPI-170,EPI-169,EPI-168	EPI-160,EPI-151,EPI-153	0.0434782608695652	NA	0	0.466666666666667	0.6	0.02	0.2	0.666666666666667	0.3	0.323943661971831	0.5	1
PGA_scaffold4__129_contigs__length_65288255	34777439	34777461	3	EPI-151,EPI-154,EPI-169	EPI-160,EPI-161	1	0.666666666666667	0.826086956521739	0.966666666666667	NA	0.518518518518518	0.277777777777778	1	0.794117647058823	0.666666666666667	0.964285714285714	0.828571428571429
PGA_scaffold4__129_contigs__length_65288255	54308012	54308195	6	EPI-160,EPI-161	EPI-153,EPI-168,EPI-170,EPI-154	0.92	NA	0.671875	0.588235294117647	NA	0.978723404255319	0.976190476190476	0.866666666666667	0.8	0	0.80952380952381	0.454545454545455
PGA_scaffold5__109_contigs__length_67248332	46098213	46098258	3	EPI-168,EPI-167	EPI-159,EPI-151	0.724137931034483	0.666666666666667	NA	0.857142857142857	0.476190476190476	0.862068965517241	0.896551724137931	1	0.970588235294118	1	1	0.9375
PGA_scaffold5__109_contigs__length_67248332	54725925	54725951	3	EPI-151,EPI-153	EPI-160,EPI-167	0.973684210526316	0.885714285714286	1	NA	NA	0.625	0.714285714285714	0.85	0	0.933333333333333	0.8	0.722222222222222
PGA_scaffold6__104_contigs__length_61759565	25730936	25730983	4	EPI-168,EPI-169,EPI-167	EPI-151,EPI-153,EPI-160	0	0.131782945736434	0	0.0555555555555556	0.0727272727272727	0	0.0909090909090909	0.163265306122449	0.191780821917808	0.252631578947368	0.298507462686567	0.0470588235294118
PGA_scaffold6__104_contigs__length_61759565	34393744	34393775	3	EPI-159,EPI-160	EPI-153,EPI-168	0.636363636363636	NA	0.193548387096774	0.538461538461538	0.869565217391304	0.892857142857143	0.5	0.307692307692308	0.333333333333333	0.0909090909090909	0.583333333333333	NA
PGA_scaffold7__69_contigs__length_43120122	19201945	19202004	5	EPI-152,EPI-154	EPI-167,EPI-170	0.793103448275862	0.985507246376812	NA	0.957142857142857	0.828571428571429	0.890625	0.896551724137931	0.933333333333333	0.315789473684211	0.804878048780488	0.916666666666667	0.58
PGA_scaffold9__45_contigs__length_38581958	8397228	8397409	7	EPI-151,EPI-152,EPI-161,EPI-160	EPI-170	0.344262295081967	0.4	NA	0.0727272727272727	NA	0.45	0.391304347826087	0	0	NA	0.0833333333333333	0
PGA_scaffold9__45_contigs__length_38581958	32354188	32354260	4	EPI-151,EPI-154	EPI-159,EPI-170	0.758620689655172	0.398496240601504	0.466666666666667	0.608695652173913	0.264150943396226	0.436619718309859	0.326530612244898	0.538461538461538	0.522388059701492	0.376470588235294	0.450980392156863	0.24
