chr	start	end	number_of_dms	hypermethylated_samples	hypomethylated_samples	methylation_level_EPI.103	methylation_level_EPI.104	methylation_level_EPI.111	methylation_level_EPI.113	methylation_level_EPI.119	methylation_level_EPI.120	methylation_level_EPI.135	methylation_level_EPI.136	methylation_level_EPI.127	methylation_level_EPI.128	methylation_level_EPI.143	methylation_level_EPI.145
PGA_scaffold12__71_contigs__length_50438331	23817555	23817692	4	EPI-119,EPI-135,EPI-128		NA	0.2	0.0147058823529412	0	0.194444444444444	0.121212121212121	0.428571428571429	NA	0	0.229508196721311	0.0769230769230769	0.0166666666666667
PGA_scaffold12__71_contigs__length_50438331	24862842	24862867	6	EPI-104,EPI-111,EPI-113	EPI-135,EPI-119	1	1	1	1	0.722222222222222	0.923076923076923	0.666666666666667	0.933333333333333	0.777777777777778	NA	0.92	0.935483870967742
PGA_scaffold12__71_contigs__length_50438331	27950246	27950273	4	EPI-145,EPI-111,EPI-127	EPI-136	0.833333333333333	0.6	0.760869565217391	0.5	NA	0.535714285714286	0.482758620689655	0.0882352941176471	0.866666666666667	0.80952380952381	0.9	0.888888888888889
PGA_scaffold12__71_contigs__length_50438331	49293389	49293593	3	EPI-111,EPI-113	EPI-103,EPI-104	0.5	0.493506493506494	0.844444444444444	0.843137254901961	0.8	0.743589743589744	0.974358974358974	0.653846153846154	NA	0.880952380952381	0.642857142857143	0.918918918918919
PGA_scaffold13__52_contigs__length_44396874	10647610	10647622	3	EPI-104,EPI-113,EPI-145	EPI-120,EPI-135	0.8	1	0.5625	1	0.636363636363636	0.48	0.346153846153846	0.52	0.875	0.666666666666667	0.894736842105263	1
PGA_scaffold13__52_contigs__length_44396874	17937026	17937054	5	EPI-104,EPI-127,EPI-128	EPI-119,EPI-145	0.753846153846154	0.913461538461538	0.776859504132231	0.706896551724138	0.53125	0.774774774774775	0.817204301075269	0.869158878504673	0.924731182795699	0.935483870967742	0.884615384615385	0.558139534883721
PGA_scaffold13__52_contigs__length_44396874	19133672	19133695	5	EPI-127,EPI-128	EPI-120	0.851851851851852	1	0.823529411764706	0.938775510204082	0.944444444444444	0.772727272727273	0.859154929577465	0.902439024390244	1	0.985294117647059	0.864864864864865	0.983050847457627
PGA_scaffold14__91_contigs__length_45393038	7730742	7730823	5	EPI-111,EPI-145,EPI-136	EPI-127,EPI-128	NA	0.782608695652174	0.91025641025641	0.4	0.8	1	0.594594594594595	0.892857142857143	0.205882352941176	0.377777777777778	NA	0.948275862068966
PGA_scaffold14__91_contigs__length_45393038	11594029	11594119	5	EPI-113,EPI-145	EPI-119,EPI-135	NA	0.74468085106383	0.897435897435897	0.975609756097561	0.107142857142857	0.735294117647059	0.581395348837209	0.941176470588235	0.730769230769231	0.652173913043478	0.793103448275862	1
PGA_scaffold14__91_contigs__length_45393038	12474872	12474929	5	EPI-103,EPI-104	EPI-135	0.6875	0.659090909090909	0.647058823529412	0.540540540540541	0.380952380952381	0.714285714285714	0.214285714285714	0.6	0.347826086956522	0.586206896551724	0.315789473684211	NA
PGA_scaffold14__91_contigs__length_45393038	12689278	12689362	4	EPI-135,EPI-136	EPI-145	0.931034482758621	0.806451612903226	0.857142857142857	0.964285714285714	0.808510638297872	0.80952380952381	0.909090909090909	0.972972972972973	0.958333333333333	0.795918367346939	0.708333333333333	0.339285714285714
PGA_scaffold14__91_contigs__length_45393038	13573212	13573235	3	EPI-111,EPI-113		0.166666666666667	0.133333333333333	0.307692307692308	0.444444444444444	0	0.121951219512195	NA	0	0	0	NA	0
PGA_scaffold14__91_contigs__length_45393038	41137094	41137286	8	EPI-103,EPI-127	EPI-143,EPI-111,EPI-119,EPI-120	1	0.55	0.0769230769230769	0.454545454545455	0	0	NA	0.528301886792453	0.612244897959184	0.521739130434783	0	NA
PGA_scaffold14__91_contigs__length_45393038	44851871	44851913	4	EPI-104,EPI-127,EPI-143	EPI-135	0.488372093023256	0.631578947368421	0.537313432835821	0.60377358490566	0.456140350877193	0.379310344827586	0.158536585365854	0.381818181818182	0.631578947368421	0.487179487179487	0.693877551020408	0.397260273972603
PGA_scaffold15__101_contigs__length_47938513	11947178	11947224	4	EPI-103,EPI-104	EPI-119,EPI-135,EPI-136	0.638888888888889	0.456140350877193	0.294117647058824	0.405405405405405	0	0.295454545454545	0	0	0.411764705882353	0.391891891891892	0.530612244897959	0.446428571428571
PGA_scaffold15__101_contigs__length_47938513	21140589	21140636	6	EPI-119,EPI-135	EPI-104,EPI-111,EPI-145	1	0.588235294117647	0.625	0.896551724137931	0.955555555555556	0.666666666666667	0.911111111111111	NA	0.733333333333333	0.933333333333333	0.8	0.636363636363636
PGA_scaffold16__33_contigs__length_31980953	26210046	26210074	4	EPI-104,EPI-127	EPI-143,EPI-145	0.2	0.933333333333333	0.681818181818182	0.357142857142857	0.527777777777778	0.567567567567568	0.696969696969697	0.363636363636364	0.875	0.6	0.242424242424242	0.173913043478261
PGA_scaffold17__51_contigs__length_34923512	8976079	8976131	6	EPI-120,EPI-136,EPI-135	EPI-113	0.897959183673469	0.932432432432432	1	0.666666666666667	0.897435897435897	0.942028985507246	1	0.968253968253968	0.956521739130435	0.947368421052632	0.961538461538462	0.953488372093023
PGA_scaffold17__51_contigs__length_34923512	27526085	27526152	9	EPI-135,EPI-136		0.0752688172043011	0	0	0	0.0598290598290598	0.00746268656716418	0.1796875	0.150537634408602	0	0.00574712643678161	0.0694444444444444	0.0729166666666667
PGA_scaffold17__51_contigs__length_34923512	31762909	31763053	4	EPI-128,EPI-127,EPI-104	EPI-113,EPI-136	NA	1	1	0.416666666666667	0.666666666666667	NA	0.476190476190476	0.318181818181818	0.682926829268293	0.842105263157895	0.333333333333333	NA
PGA_scaffold17__51_contigs__length_34923512	32218535	32218545	3	EPI-111,EPI-145	EPI-136	0.263157894736842	0.189655172413793	0.477272727272727	0.166666666666667	0.185714285714286	0.294117647058824	0.121951219512195	0.12	0.280701754385965	0.368421052631579	0.285714285714286	0.428571428571429
PGA_scaffold17__51_contigs__length_34923512	32964209	32964236	4	EPI-120,EPI-143,EPI-145		0	0	0	0	0	0.0857142857142857	0	0	0	0	0.15	0.15
PGA_scaffold18__69_contigs__length_27737463	2843744	2843769	3	EPI-119,EPI-136,EPI-135	EPI-104,EPI-111	0.909090909090909	0.651162790697674	0.352941176470588	0.909090909090909	1	0.833333333333333	1	1	0.933333333333333	0.810810810810811	0.736842105263158	1
PGA_scaffold18__69_contigs__length_27737463	8945939	8945968	4	EPI-120,EPI-136		0	0	0	0	0	0.291666666666667	0	0.35	NA	0	0	0
PGA_scaffold18__69_contigs__length_27737463	11232715	11232757	6	EPI-104,EPI-128	EPI-113,EPI-136	0	0.461538461538462	0.266666666666667	0	0	0	NA	0	0.1	0.363636363636364	0.166666666666667	NA
PGA_scaffold18__69_contigs__length_27737463	18664659	18664875	13	EPI-135,EPI-143,EPI-145	EPI-128,EPI-127	0	0	0	0	0	0.027027027027027	0.507462686567164	0.0114942528735632	0.0101010101010101	0	0.412698412698413	0.43956043956044
PGA_scaffold18__69_contigs__length_27737463	19258200	19258272	8	EPI-128,EPI-127,EPI-143		0.0666666666666667	0	0	NA	0	0	0	0	0.35	0.292134831460674	0.416666666666667	0
PGA_scaffold1__77_contigs__length_89643857	21584022	21584046	3	EPI-113,EPI-143	EPI-103,EPI-104,EPI-135	0	0	0.4	0.722222222222222	NA	0.185185185185185	0.0555555555555556	0.4	NA	0.375	0.6	0.222222222222222
PGA_scaffold1__77_contigs__length_89643857	37332916	37332987	6	EPI-127,EPI-104	EPI-111,EPI-120,EPI-136,EPI-113	1	0.963636363636364	0.541666666666667	0.714285714285714	0.925	0.636363636363636	0.9375	0.660714285714286	0.953846153846154	0.962962962962963	1	1
PGA_scaffold1__77_contigs__length_89643857	37340224	37340253	3	EPI-119,EPI-135	EPI-128	0.6	0.285714285714286	0.5	0.6	1	0.6	0.722222222222222	0.166666666666667	0.666666666666667	0.157894736842105	1	1
PGA_scaffold1__77_contigs__length_89643857	43276937	43276981	4	EPI-127,EPI-128,EPI-113	EPI-119	0	0.0888888888888889	0.0306122448979592	0.140350877192982	0.00892857142857143	0	0.0645161290322581	0	0.310344827586207	0.3125	0	0
PGA_scaffold1__77_contigs__length_89643857	60340188	60340200	5	EPI-128,EPI-104	EPI-119	0.592592592592593	0.704545454545455	0.789473684210526	0.563636363636364	0.32258064516129	0.444444444444444	0.363636363636364	0.511111111111111	0.583333333333333	0.777777777777778	0.743589743589744	0.641791044776119
PGA_scaffold1__77_contigs__length_89643857	69390550	69390616	6	EPI-103,EPI-128	EPI-119	0.27027027027027	0	0	0	0	NA	0.1	0.05	0	0.18	NA	0.142857142857143
PGA_scaffold1__77_contigs__length_89643857	71140005	71140034	3	EPI-113,EPI-120,EPI-136		0	0	0.0447761194029851	0.0909090909090909	0	0.0972222222222222	0.0151515151515152	0.126582278481013	0.0344827586206897	0.0144927536231884	0	0
PGA_scaffold1__77_contigs__length_89643857	74887501	74887567	9	EPI-127,EPI-128	EPI-111,EPI-143,EPI-120,EPI-145	0.222222222222222	NA	0.293333333333333	0.388888888888889	0.6	0.05	0.666666666666667	0.708333333333333	0.864864864864865	0.754716981132076	0.603174603174603	0.552238805970149
PGA_scaffold1__77_contigs__length_89643857	80905747	80905765	3	EPI-111,EPI-143	EPI-128	0.8	0.594594594594595	0.9	0.689655172413793	0.6	0.733333333333333	0.703703703703704	0.846153846153846	0.875	0.32258064516129	1	0.866666666666667
PGA_scaffold2__36_contigs__length_69596280	5301099	5301156	8	EPI-119,EPI-136	EPI-104,EPI-111,EPI-113,EPI-127,EPI-128,EPI-145	0.0795454545454545	0.023972602739726	0.0377358490566038	0.00598802395209581	0.119741100323625	0.0353982300884956	0.0655737704918033	0.153571428571429	0.0106007067137809	0	0.0735294117647059	0
PGA_scaffold2__36_contigs__length_69596280	13714500	13714557	9	EPI-104,EPI-120,EPI-119	EPI-113	NA	0.229508196721311	0	0	0.2	0.115942028985507	0.0253164556962025	0.012987012987013	0	0	0.0222222222222222	NA
PGA_scaffold2__36_contigs__length_69596280	28519663	28519683	3	EPI-120,EPI-135		0	0.0142857142857143	0	0	0.0545454545454545	0.214285714285714	0.133333333333333	0.0625	0.0166666666666667	0	0	0
PGA_scaffold2__36_contigs__length_69596280	29935199	29935234	3	EPI-113,EPI-145	EPI-104	0.256410256410256	0.0833333333333333	0.285714285714286	0.829268292682927	0.0909090909090909	0.333333333333333	0.567567567567568	0.341463414634146	0.387096774193548	0.375	0.5625	0.6
PGA_scaffold2__36_contigs__length_69596280	36294473	36294489	3	EPI-119,EPI-136		0.0740740740740741	0.0161290322580645	0	0.0333333333333333	0.117647058823529	0.0555555555555556	0.0625	0.16	0	0.0188679245283019	0	0.0555555555555556
PGA_scaffold2__36_contigs__length_69596280	50799040	50799086	6	EPI-135,EPI-136	EPI-145,EPI-127	0.725490196078431	0.636363636363636	0.605263157894737	0.652173913043478	0.808823529411765	0.555555555555556	0.981132075471698	0.948717948717949	0.629213483146067	0.813953488372093	0.75	0.456140350877193
PGA_scaffold2__36_contigs__length_69596280	52908402	52908432	6	EPI-104,EPI-119,EPI-103		0.2	0.142857142857143	0	0	0.222222222222222	0.0217391304347826	0	0.0166666666666667	0	0	0	0
PGA_scaffold2__36_contigs__length_69596280	54831863	54831923	11	EPI-120,EPI-135,EPI-119,EPI-136	EPI-127,EPI-145	0.916666666666667	0.918604651162791	1	1	0.985507246376812	0.989583333333333	0.967741935483871	0.964705882352941	0.494623655913978	0.933333333333333	0.88	0.744186046511628
PGA_scaffold2__36_contigs__length_69596280	57092542	57092565	4	EPI-145,EPI-111	EPI-135	0.458333333333333	0.794871794871795	1	0.52	0.806451612903226	0.521739130434783	0.463414634146341	0.9	0.68	0.571428571428571	0.636363636363636	0.939393939393939
PGA_scaffold3__111_contigs__length_57743597	1618603	1618667	5	EPI-120,EPI-135	EPI-128	0.842105263157895	1	0.9	1	0.8	1	0.952380952380952	0.5	0.6	0.25	0.833333333333333	0.416666666666667
PGA_scaffold3__111_contigs__length_57743597	13324187	13324198	3	EPI-135,EPI-136	EPI-113	0.555555555555556	0.777777777777778	0.433333333333333	0.25	NA	0.466666666666667	0.909090909090909	0.787878787878788	0.5	0.653846153846154	0.8	NA
PGA_scaffold3__111_contigs__length_57743597	14002810	14002876	4	EPI-145,EPI-113	EPI-136,EPI-103	0	NA	NA	0.9375	NA	0.8	0.909090909090909	0.0606060606060606	0.166666666666667	0.416666666666667	0.8	0.931034482758621
PGA_scaffold3__111_contigs__length_57743597	16521340	16521367	4	EPI-111,EPI-143,EPI-145	EPI-136	0	0.102564102564103	0.264705882352941	0	0.181818181818182	0.142857142857143	0	0.0192307692307692	0	NA	0.428571428571429	0.333333333333333
PGA_scaffold3__111_contigs__length_57743597	20881351	20881564	19	EPI-120,EPI-111,EPI-113,EPI-136		0.00444444444444444	0.0034965034965035	0.0578034682080925	0.127659574468085	0.0230263157894737	0.0655737704918033	0.00561797752808989	0.105263157894737	0.0252100840336134	0.0245098039215686	0.0102040816326531	0
PGA_scaffold3__111_contigs__length_57743597	26080638	26080656	3	EPI-111,EPI-113		0.024	0.00714285714285714	0.0657894736842105	0.04375	0.0194805194805195	0.0425531914893617	0.00704225352112676	0.0222222222222222	0	0.0050761421319797	0	0
PGA_scaffold4__129_contigs__length_65288255	3039447	3039484	3	EPI-103,EPI-128	EPI-113,EPI-120	0.55	0.2	0.2	0	0.0625	0	0.285714285714286	0.181818181818182	0.130434782608696	0.611111111111111	0.333333333333333	NA
PGA_scaffold4__129_contigs__length_65288255	3367325	3367345	3	EPI-120,EPI-135	EPI-111,EPI-145	0.625	NA	0.4	0.51219512195122	1	0.954545454545455	0.954545454545455	0.533333333333333	0.625	1	NA	0.368421052631579
PGA_scaffold4__129_contigs__length_65288255	3368800	3368840	3	EPI-135,EPI-119	EPI-113,EPI-111	0.533333333333333	0.75	0.333333333333333	0.3125	1	0.833333333333333	0.851851851851852	0.733333333333333	0.8125	NA	NA	0.4
PGA_scaffold4__129_contigs__length_65288255	3369763	3369810	8	EPI-128,EPI-104,EPI-135	EPI-111,EPI-145	0.90625	0.979591836734694	0.719298245614035	0.773333333333333	0.909090909090909	0.942857142857143	0.981132075471698	0.919354838709677	0.775510204081633	1	0.923076923076923	0.657534246575342
PGA_scaffold4__129_contigs__length_65288255	5826926	5826980	10	EPI-103,EPI-104	EPI-143,EPI-145	0.854838709677419	0.75	0.575342465753425	0.6	NA	0.627118644067797	0.698630136986301	0.581395348837209	0.7	0.526315789473684	0.236842105263158	0.285714285714286
PGA_scaffold4__129_contigs__length_65288255	14813859	14813882	4	EPI-145,EPI-143	EPI-135	0.6	0.555555555555556	0.380952380952381	0.5	0.674418604651163	NA	0.413793103448276	0.458333333333333	0.714285714285714	0.625	0.958333333333333	0.72972972972973
PGA_scaffold4__129_contigs__length_65288255	17918583	17918620	3	EPI-128,EPI-143,EPI-145		0	0	0	0	0	0	0.333333333333333	0.037037037037037	0	0.535714285714286	0.366666666666667	0.32
PGA_scaffold4__129_contigs__length_65288255	19910057	19910096	4	EPI-119,EPI-135	EPI-111	0.153846153846154	0.162162162162162	0.0704225352112676	0.0869565217391304	0.339622641509434	0.1	0.412698412698413	0.189189189189189	0.153846153846154	0.222222222222222	0.296296296296296	0.102564102564103
PGA_scaffold4__129_contigs__length_65288255	61166926	61166970	5	EPI-135,EPI-127,EPI-128	EPI-113,EPI-143,EPI-145	NA	1	0.933333333333333	0.425	NA	1	0.984375	0.545454545454545	1	1	0.5	0.568181818181818
PGA_scaffold5__109_contigs__length_67248332	1934150	1934180	3	EPI-111,EPI-113	EPI-120	0.375	0.368421052631579	0.736842105263158	0.911764705882353	0.580645161290323	0.317073170731707	0.612903225806452	0.477272727272727	0.680851063829787	0.40625	0.448275862068966	0.418604651162791
PGA_scaffold5__109_contigs__length_67248332	1934947	1934957	3	EPI-104,EPI-143,EPI-145	EPI-119,EPI-136	NA	0.85	0.346153846153846	0.647058823529412	0.233333333333333	0.5	0.4375	0.142857142857143	0.606060606060606	0.5	0.766666666666667	0.88
PGA_scaffold5__109_contigs__length_67248332	21524290	21524305	4	EPI-127,EPI-128	EPI-113,EPI-119,EPI-120	NA	0	0.2	0	0	0	NA	0.0666666666666667	0.6875	0.777777777777778	0.6	0.6
PGA_scaffold5__109_contigs__length_67248332	21524722	21524858	11	EPI-113,EPI-127,EPI-128	EPI-120,EPI-135,EPI-136	0	0.173913043478261	NA	0.581818181818182	NA	0	0	0	0.533333333333333	0.535353535353535	0.6	0.407407407407407
PGA_scaffold5__109_contigs__length_67248332	49645701	49645797	5	EPI-103,EPI-104	EPI-119,EPI-136	0.962962962962963	0.939393939393939	0.5	0.655737704918033	0.410714285714286	0.4	0.578947368421053	0.235294117647059	0.722222222222222	0.761904761904762	0.4	0.551724137931034
PGA_scaffold5__109_contigs__length_67248332	52147865	52147903	4	EPI-103,EPI-128	EPI-119,EPI-120	0.24	0.0909090909090909	0.104166666666667	0	0	0.0204081632653061	0.04	0.137931034482759	0.15625	0.27906976744186	0.0975609756097561	0.0943396226415094
PGA_scaffold5__109_contigs__length_67248332	54725935	54725969	4	EPI-104,EPI-128	EPI-135,EPI-143,EPI-136	0.5	0.945945945945946	0.771428571428571	0.627450980392157	0.7	0.64	0.416666666666667	0.53125	0.765957446808511	0.804878048780488	0.486486486486487	0.596491228070175
PGA_scaffold5__109_contigs__length_67248332	60831846	60831862	4	EPI-113,EPI-145	EPI-119	0.130434782608696	0.211538461538462	0.139784946236559	0.35	0.0454545454545455	0.175	0.17910447761194	0.205128205128205	0.273809523809524	0.216666666666667	0.125	0.351351351351351
PGA_scaffold6__104_contigs__length_61759565	3124829	3125242	15	EPI-128,EPI-145,EPI-111,EPI-127	EPI-119,EPI-135	0	0.0172413793103448	0.235294117647059	0.0185185185185185	0.0208333333333333	0.046875	0.0344827586206897	0	0.4	0.35	0.0416666666666667	0.300813008130081
PGA_scaffold6__104_contigs__length_61759565	3270639	3270912	9	EPI-135,EPI-104,EPI-120,EPI-103,EPI-136	EPI-111,EPI-145	0.517647058823529	0.295336787564767	0.132275132275132	0.239583333333333	0.168421052631579	0.29126213592233	0.248554913294798	0.386792452830189	0.125984251968504	0.328	0.259259259259259	0.0995475113122172
PGA_scaffold6__104_contigs__length_61759565	4690068	4690192	7	EPI-104,EPI-136,EPI-103		0.277777777777778	0.4375	0	0	0	0.0833333333333333	0	0.468085106382979	0	0	NA	0.0217391304347826
PGA_scaffold6__104_contigs__length_61759565	4844741	4844990	3	EPI-111,EPI-113	EPI-104,EPI-127,EPI-103,EPI-120	0.229508196721311	0.590163934426229	0.736486486486487	0.649122807017544	0.496124031007752	0.479674796747967	0.52991452991453	0.457142857142857	0.407766990291262	0.551020408163265	0.613333333333333	0.469387755102041
PGA_scaffold6__104_contigs__length_61759565	10801157	10801472	8	EPI-136,EPI-145,EPI-111	EPI-128,EPI-104	0.650793650793651	0.341463414634146	1	0.793103448275862	0.576923076923077	0.641304347826087	0.833333333333333	0.968253968253968	0.6	0	NA	0.793103448275862
PGA_scaffold6__104_contigs__length_61759565	21771063	21771244	12	EPI-127,EPI-104	EPI-120,EPI-136	1	0.853333333333333	NA	0.8	0.888888888888889	0.670454545454545	0.75	0.641025641025641	0.960629921259842	NA	1	0.95
PGA_scaffold6__104_contigs__length_61759565	40281642	40281720	7	EPI-136,EPI-103,EPI-119		0.203703703703704	0.0158730158730159	0	0	0.173076923076923	0	0	0.345454545454545	0	0	0	0
PGA_scaffold6__104_contigs__length_61759565	42546732	42546788	5	EPI-128,EPI-127	EPI-119,EPI-120	0.833333333333333	NA	0.152173913043478	0.235294117647059	0.075	0	0.166666666666667	0.193548387096774	0.474576271186441	0.533333333333333	0.2	0.333333333333333
PGA_scaffold6__104_contigs__length_61759565	51462144	51462160	3	EPI-113,EPI-145	EPI-127,EPI-119	0.588235294117647	0.444444444444444	0.4	0.789473684210526	0.275862068965517	0.428571428571429	NA	0.6	0.2	NA	0.6	0.8
PGA_scaffold6__104_contigs__length_61759565	57014635	57014684	5	EPI-143,EPI-111		0.125	0	0.28	0.0833333333333333	0	NA	0.106382978723404	0.172413793103448	0.116279069767442	0.204545454545455	0.8	0.0625
PGA_scaffold7__69_contigs__length_43120122	11615335	11615408	4	EPI-113,EPI-119,EPI-135		0	0.0487804878048781	0.333333333333333	0.486486486486487	0.6	NA	0.457142857142857	0.04	0	0	0	0
PGA_scaffold7__69_contigs__length_43120122	12594430	12594463	4	EPI-127,EPI-128		0.0181818181818182	0	0	0	0	NA	0.0689655172413793	0	0.2	0.0952380952380952	0	0
PGA_scaffold7__69_contigs__length_43120122	13180979	13181017	4	EPI-135,EPI-136	EPI-103,EPI-127	0.486486486486487	0.891891891891892	0.96551724137931	0.636363636363636	0.714285714285714	NA	0.967213114754098	1	0.689655172413793	0.928571428571429	0.896551724137931	0.96875
PGA_scaffold7__69_contigs__length_43120122	25122061	25122191	4	EPI-104,EPI-127	EPI-113,EPI-120,EPI-135	0.260869565217391	0.459459459459459	0.267857142857143	0	0	0	0	0.228571428571429	0.609756097560976	0.0512820512820513	0.208333333333333	0.140350877192982
PGA_scaffold8__63_contigs__length_61151155	4128966	4129144	3	EPI-119,EPI-136,EPI-135	EPI-127	0.818181818181818	0.917355371900826	0.802197802197802	0.828571428571429	0.855670103092783	0.865853658536585	0.891428571428571	0.813725490196078	0.836734693877551	0.818181818181818	0.743243243243243	0.790697674418605
PGA_scaffold8__63_contigs__length_61151155	6443418	6443787	6	EPI-113,EPI-145,EPI-143,EPI-111	EPI-128,EPI-104,EPI-135,EPI-127	NA	0.45	0.840909090909091	0.62962962962963	0.631578947368421	0	0	NA	0.275862068965517	0.264150943396226	0.791666666666667	0.833333333333333
PGA_scaffold8__63_contigs__length_61151155	6551273	6551294	3	EPI-120,EPI-135	EPI-145,EPI-113	0.833333333333333	0.608695652173913	NA	0.4375	0.695652173913043	1	0.941176470588235	0.631578947368421	0.851851851851852	0.92	0.571428571428571	0.575757575757576
PGA_scaffold8__63_contigs__length_61151155	18093213	18093280	5	EPI-104,EPI-128	EPI-111,EPI-120	0.924528301886792	1	0.513888888888889	0.884057971014493	0.791666666666667	0.688888888888889	0.865168539325843	0.89873417721519	0.962962962962963	0.970588235294118	0.823529411764706	0.952380952380952
PGA_scaffold8__63_contigs__length_61151155	52956438	52956473	5	EPI-104,EPI-111,EPI-128	EPI-119	0.234567901234568	0.369565217391304	0.453488372093023	NA	0.179856115107914	0.133333333333333	0.237113402061856	0.224299065420561	0.40625	0.606060606060606	0.372881355932203	0.288888888888889
PGA_scaffold8__63_contigs__length_61151155	60438807	60438872	3	EPI-127,EPI-104	EPI-120,EPI-111	0.789473684210526	0.866666666666667	0.294117647058824	0	0.75	0	NA	0.675675675675676	0.791666666666667	NA	0.666666666666667	NA
PGA_scaffold8__63_contigs__length_61151155	60605256	60605291	4	EPI-111,EPI-145	EPI-135	0	0	0.482758620689655	NA	0	0	0	0	0.222222222222222	0.173913043478261	0	0.285714285714286
