chr	start	end	number_of_dms	hypermethylated_samples	hypomethylated_samples	methylation_level_EPI.41	methylation_level_EPI.42	methylation_level_EPI.43	methylation_level_EPI.44	methylation_level_EPI.119	methylation_level_EPI.120	methylation_level_EPI.135	methylation_level_EPI.136	methylation_level_EPI.151	methylation_level_EPI.152	methylation_level_EPI.153	methylation_level_EPI.154	methylation_level_EPI.181	methylation_level_EPI.182	methylation_level_EPI.184	methylation_level_EPI.185
PGA_scaffold13__52_contigs__length_44396874	18905260	18905309	3	EPI-151,EPI-153,EPI-181,EPI-182,EPI-185	EPI-43,EPI-44,EPI-119,EPI-136	0.180257510729614	0.146718146718147	0.0634920634920635	0.0807453416149068	0.119469026548673	0.196850393700787	0.208860759493671	0.125	0.302904564315353	0.201492537313433	0.244813278008299	0.161702127659574	0.274647887323944	0.255813953488372	0.175	0.324786324786325
PGA_scaffold14__91_contigs__length_45393038	9365992	9366024	3	EPI-43,EPI-152,EPI-153	EPI-120,EPI-182,EPI-119	0.2	0.2	0.409090909090909	NA	0	0.0731707317073171	0.09375	0.134615384615385	0.2	0.695652173913043	0.363636363636364	NA	0.142857142857143	0.0769230769230769	0.277777777777778	NA
PGA_scaffold14__91_contigs__length_45393038	22489674	22489733	3	EPI-184,EPI-185,EPI-154		0	0.0188679245283019	0	NA	0	0	0	0	0.024390243902439	0	0	0.0701754385964912	0.0285714285714286	0.00892857142857143	0.192307692307692	0.148148148148148
PGA_scaffold14__91_contigs__length_45393038	34996217	34996265	6	EPI-151,EPI-153	EPI-43,EPI-119,EPI-182,EPI-136,EPI-42	0.767857142857143	0.645569620253165	0.605263157894737	NA	0.567567567567568	NA	0.810344827586207	0.2	0.794520547945205	0.786516853932584	0.787878787878788	0.807692307692308	0.741935483870968	0.380952380952381	0.689655172413793	NA
PGA_scaffold14__91_contigs__length_45393038	35158667	35158692	4	EPI-135,EPI-136	EPI-182	0.208333333333333	0.266666666666667	0.0851063829787234	0	0.105263157894737	0.142857142857143	0.295454545454545	0.481481481481481	0.0727272727272727	0.111111111111111	0.138461538461538	0.142857142857143	0.183673469387755	0	0.0909090909090909	NA
PGA_scaffold15__101_contigs__length_47938513	12287577	12287736	14	EPI-135,EPI-120	EPI-182,EPI-42,EPI-43,EPI-154,EPI-181,EPI-184,EPI-151	0	0.0111111111111111	0.0224719101123595	0.0434782608695652	0.0327868852459016	0.215827338129496	0.835616438356164	0.0161290322580645	0.0222222222222222	0.0217391304347826	0.0294117647058824	0.0108695652173913	0	0.0168539325842697	0.0280373831775701	NA
PGA_scaffold15__101_contigs__length_47938513	15004256	15004495	4	EPI-135,EPI-120,EPI-182	EPI-43	0.5	0.78125	0.290322580645161	NA	0.705882352941177	0.952380952380952	0.789473684210526	0.676470588235294	0.705882352941177	1	0.615384615384615	0.84	1	0.95	0.428571428571429	NA
PGA_scaffold15__101_contigs__length_47938513	15023284	15023353	3	EPI-152,EPI-154	EPI-136,EPI-43	0.571428571428571	0.52	0.391304347826087	0.583333333333333	0.5	0.625	0.607142857142857	0.222222222222222	0.76	1	0.555555555555556	1	0.766666666666667	0.739130434782609	0.615384615384615	NA
PGA_scaffold15__101_contigs__length_47938513	36966224	36966267	3	EPI-42,EPI-182,EPI-119,EPI-136	EPI-152,EPI-154	NA	0.848484848484849	0.9	1	1	1	0.789473684210526	1	0.833333333333333	0.5	1	0.551724137931034	1	0.866666666666667	1	NA
PGA_scaffold16__33_contigs__length_31980953	12137000	12137050	4	EPI-41,EPI-42	EPI-154	0.964285714285714	0.925925925925926	NA	0.545454545454545	0.866666666666667	0.837837837837838	0.666666666666667	0.7	NA	0.8	0.5	0.285714285714286	0.818181818181818	0.62962962962963	0.727272727272727	NA
PGA_scaffold16__33_contigs__length_31980953	20998928	20999004	3	EPI-152,EPI-151	EPI-181	0.0454545454545455	0.05	0	0.294117647058824	0.304347826086957	0.193548387096774	0.05	0.254545454545455	0.428571428571429	0.583333333333333	0	0.428571428571429	0.0333333333333333	0.0769230769230769	0	NA
PGA_scaffold16__33_contigs__length_31980953	22231901	22231938	4	EPI-151,EPI-153	EPI-184,EPI-42,EPI-135	1	0.838709677419355	1	0.9	1	0.8	0.814814814814815	0.96551724137931	1	0.903225806451613	1	0.944444444444444	1	0.863636363636364	0.533333333333333	NA
PGA_scaffold16__33_contigs__length_31980953	25078780	25078798	3	EPI-154,EPI-151	EPI-120,EPI-182	1	0.72972972972973	1	0.882352941176471	0.615384615384615	0.419354838709677	0.702127659574468	0.722222222222222	1	0.714285714285714	0.695652173913043	0.794871794871795	0.625	0.461538461538462	0.666666666666667	0.4375
PGA_scaffold17__51_contigs__length_34923512	1185754	1185791	5	EPI-41,EPI-44,EPI-135	EPI-152,EPI-154,EPI-153	0.945945945945946	0.591549295774648	1	0.903225806451613	0.782608695652174	NA	0.888888888888889	0.717948717948718	0.63265306122449	0.5	0.384615384615385	0.466666666666667	0.805555555555556	0.9	0.9	NA
PGA_scaffold17__51_contigs__length_34923512	7041584	7041876	4	EPI-42,EPI-153,EPI-184,EPI-182	EPI-119	0.00763358778625954	0.188118811881188	0.018348623853211	0.0416666666666667	0.0203488372093023	0.0617977528089888	0.0863309352517986	0.0484848484848485	0.0163934426229508	0	0.215384615384615	0.0130718954248366	0.0101010101010101	0.233644859813084	0.0707964601769911	0
PGA_scaffold17__51_contigs__length_34923512	11405939	11405993	6	EPI-120,EPI-153,EPI-154	EPI-43	1	0.91025641025641	0.777777777777778	0.888888888888889	0.943661971830986	1	0.940594059405941	0.975	0.96969696969697	0.969230769230769	1	1	0.924528301886792	0.968253968253968	0.888888888888889	NA
PGA_scaffold17__51_contigs__length_34923512	31551505	31551537	3	EPI-43,EPI-44,EPI-136		0	0	0.275862068965517	0.28125	0	0	0	0.458333333333333	0	0	0	0.0714285714285714	0	0.153846153846154	0	NA
PGA_scaffold1__77_contigs__length_89643857	30599518	30599553	5	EPI-42,EPI-43,EPI-135	EPI-151,EPI-152,EPI-154,EPI-181,EPI-153	0.8	0.666666666666667	0.58	0.5	0.285714285714286	0.513513513513513	0.814814814814815	0.475	0.0833333333333333	0.142857142857143	0	0.0263157894736842	0.25	0.488888888888889	0.8	NA
PGA_scaffold1__77_contigs__length_89643857	30766259	30766318	4	EPI-41,EPI-43	EPI-119,EPI-135	0.563218390804598	0.435643564356436	0.584615384615385	0.333333333333333	0.215116279069767	0.305785123966942	0.190082644628099	0.310077519379845	0.359375	0.378947368421053	0.3	0.432432432432432	0.444444444444444	0.371212121212121	0.280701754385965	0.307692307692308
PGA_scaffold1__77_contigs__length_89643857	34979510	34979790	4	EPI-151,EPI-153	EPI-41,EPI-44,EPI-135,EPI-184,EPI-182	0.714285714285714	0.814285714285714	0.869565217391304	0.666666666666667	0.736842105263158	0.909090909090909	0.595238095238095	0.790697674418605	0.82089552238806	0.843137254901961	0.784615384615385	0.785714285714286	0.58	0.315789473684211	0.754385964912281	0.888888888888889
PGA_scaffold1__77_contigs__length_89643857	48283583	48283629	4	EPI-41,EPI-42	EPI-152,EPI-181	1	1	1	NA	0.964285714285714	0.933333333333333	0.857142857142857	0.909090909090909	1	0.743589743589744	1	NA	0.829268292682927	1	1	NA
PGA_scaffold1__77_contigs__length_89643857	57599101	57599196	8	EPI-42,EPI-43	EPI-120,EPI-135,EPI-184,EPI-152,EPI-154	0.4	0.923076923076923	0.875	NA	NA	0.326086956521739	0.486725663716814	0.717948717948718	0.666666666666667	0	0.56	0	0.645161290322581	0.777777777777778	0.0714285714285714	NA
PGA_scaffold1__77_contigs__length_89643857	57648024	57648053	3	EPI-41,EPI-151,EPI-153	EPI-119	0.961538461538462	0.794117647058823	0.904761904761905	0.9	0.44	0.727272727272727	0.634146341463415	0.617021276595745	0.970588235294118	0.807692307692308	0.954545454545455	0.533333333333333	0.684210526315789	0.775	0.571428571428571	NA
PGA_scaffold1__77_contigs__length_89643857	72370065	72370106	4	EPI-153,EPI-152	EPI-120,EPI-182,EPI-181	0.967741935483871	0.839285714285714	0.807692307692308	1	0.862745098039216	0.666666666666667	0.689655172413793	0.914285714285714	1	0.910714285714286	1	1	0.857142857142857	0.486486486486487	0.8	0.8
PGA_scaffold1__77_contigs__length_89643857	74289985	74290022	6	EPI-152,EPI-153	EPI-136,EPI-184	NA	0.777777777777778	1	0.829787234042553	0.717948717948718	NA	0.758064516129032	0.293333333333333	0.795454545454545	0.891304347826087	0.880952380952381	0.82	0.611111111111111	0.764705882352941	0.3	NA
PGA_scaffold2__36_contigs__length_69596280	27779327	27779904	17	EPI-151,EPI-136,EPI-119	EPI-182	0.944444444444444	0.89937106918239	0.986486486486487	0.936170212765957	0.929411764705882	0.904109589041096	0.86697247706422	0.963963963963964	0.96	0.94017094017094	0.917808219178082	0.938775510204082	0.9375	0.502994011976048	0.986111111111111	0.909090909090909
PGA_scaffold2__36_contigs__length_69596280	47693341	47693489	9	EPI-119,EPI-42,EPI-135	EPI-152,EPI-181	0.909090909090909	0.983333333333333	0.964285714285714	1	0.984615384615385	0.972222222222222	0.986666666666667	0.916666666666667	1	0.721518987341772	0.923076923076923	1	0.691056910569106	0.96	1	NA
PGA_scaffold2__36_contigs__length_69596280	58736098	58736121	4	EPI-41,EPI-42,EPI-151	EPI-135,EPI-181,EPI-182	0.935483870967742	1	0.909090909090909	0.88	0.6875	NA	0.521739130434783	0.736842105263158	0.939393939393939	NA	0.727272727272727	0.724137931034483	0.4	0.607142857142857	0.851851851851852	0.8
PGA_scaffold2__36_contigs__length_69596280	60352454	60352513	4	EPI-182,EPI-151,EPI-181,EPI-184	EPI-136,EPI-43	1	0.84	0.585365853658537	1	0.882352941176471	0.8125	0.769230769230769	0.492957746478873	0.933333333333333	0.823529411764706	1	0.833333333333333	1	1	1	NA
PGA_scaffold2__36_contigs__length_69596280	60674899	60674984	3	EPI-135,EPI-136,EPI-153	EPI-42,EPI-181	0.827586206896552	0.642857142857143	0.958333333333333	0.956521739130435	NA	1	0.971428571428571	1	0.869565217391304	0.9	1	1	0.851851851851852	1	1	NA
PGA_scaffold2__36_contigs__length_69596280	66348869	66348921	5	EPI-153,EPI-181,EPI-185,EPI-151,EPI-182	EPI-43,EPI-119,EPI-120,EPI-136,EPI-135,EPI-41	0.25	0.670212765957447	0.428571428571429	0.5	0.37037037037037	0.432432432432432	0.424242424242424	0.341772151898734	0.732142857142857	0.6375	0.771739130434783	0.545454545454545	0.755395683453237	0.728813559322034	0.692307692307692	0.826086956521739
PGA_scaffold3__111_contigs__length_57743597	1386898	1386979	6	EPI-151,EPI-181,EPI-182	EPI-136	NA	0.942857142857143	1	0.833333333333333	0.916666666666667	1	0.918367346938776	0.412698412698413	0.976190476190476	0.966666666666667	1	1	0.962962962962963	0.979166666666667	1	NA
PGA_scaffold3__111_contigs__length_57743597	3590388	3590420	4	EPI-44,EPI-181,EPI-182	EPI-153	0.8125	0.8	NA	1	0.722222222222222	0.9375	0.941176470588235	1	0.775	0.897959183673469	0.2	0.896551724137931	0.971428571428571	0.945945945945946	0.733333333333333	NA
PGA_scaffold3__111_contigs__length_57743597	13433177	13433238	6	EPI-43,EPI-42,EPI-151,EPI-152	EPI-120,EPI-135,EPI-182	0.902439024390244	0.983333333333333	0.952380952380952	NA	0.916666666666667	0.8	0.701030927835051	0.948717948717949	0.957627118644068	0.967213114754098	0.916666666666667	0.98	0.955555555555556	0.866666666666667	0.875	0.896551724137931
PGA_scaffold3__111_contigs__length_57743597	18447751	18447828	4	EPI-42,EPI-44,EPI-41	EPI-120,EPI-135,EPI-119	0.694444444444444	0.838235294117647	0.695652173913043	0.727272727272727	0.472727272727273	0.43859649122807	0.342342342342342	0.514563106796116	0.536585365853659	0.585714285714286	0.588235294117647	0.525	0.597701149425287	0.571428571428571	0.714285714285714	0.619047619047619
PGA_scaffold3__111_contigs__length_57743597	21766368	21766582	8	EPI-41,EPI-42,EPI-43,EPI-44,EPI-151,EPI-153,EPI-154	EPI-119,EPI-120,EPI-135,EPI-136,EPI-185,EPI-182	0.837209302325581	0.794117647058823	0.5	0.633333333333333	0.137614678899083	0.317596566523605	0.218543046357616	0.245283018867925	0.594202898550725	0.394285714285714	0.647058823529412	0.787234042553192	0.403846153846154	0.263565891472868	0.4	0.155844155844156
PGA_scaffold3__111_contigs__length_57743597	26078193	26078343	8	EPI-43,EPI-151,EPI-154,EPI-184	EPI-119,EPI-120	0.00763358778625954	0.0181818181818182	0.0720720720720721	0	0.0144329896907217	0.00289017341040462	0.00890207715133531	0.0110132158590308	0.0696517412935323	0.0172413793103448	0.0314465408805031	0.0721649484536082	0.00476190476190476	0.0188679245283019	0.0898876404494382	0.012987012987013
PGA_scaffold3__111_contigs__length_57743597	26078702	26078744	3	EPI-42,EPI-44,EPI-41	EPI-135	0.0348837209302326	0.0416666666666667	0.0239520958083832	0.0425531914893617	0.0062111801242236	0.0029940119760479	0	0.0224719101123595	0.0127118644067797	0.00317460317460317	0.0173160173160173	0.0217391304347826	0.0034965034965035	0.00288184438040346	0.00584795321637427	0
PGA_scaffold3__111_contigs__length_57743597	32329148	32329212	8	EPI-41,EPI-42,EPI-43,EPI-44	EPI-135,EPI-153,EPI-184	0.690909090909091	0.7125	0.729166666666667	0.882352941176471	0.459770114942529	0.4453125	0.390625	0.552631578947368	0.476190476190476	0.441558441558442	0.353383458646617	0.58	0.46551724137931	0.627118644067797	0.365853658536585	NA
PGA_scaffold3__111_contigs__length_57743597	47868223	47868247	5	EPI-135,EPI-119	EPI-181,EPI-182	0.18	0.271186440677966	0	0	0.234042553191489	0.0714285714285714	0.288135593220339	0.196969696969697	0.181818181818182	0.191489361702128	0.290322580645161	0.08	0.0185185185185185	0.0338983050847458	0.241379310344828	NA
PGA_scaffold3__111_contigs__length_57743597	50314228	50314264	3	EPI-42,EPI-43	EPI-120,EPI-136,EPI-154	0.741935483870968	0.945454545454545	0.933333333333333	0.6	0.790697674418605	0.567567567567568	0.74468085106383	0.55	0.82051282051282	0.703703703703704	0.796296296296296	0.6	0.739130434782609	0.711111111111111	1	0.9
PGA_scaffold4__129_contigs__length_65288255	8837272	8837422	11	EPI-42,EPI-43	EPI-135,EPI-136,EPI-119,EPI-184	0.854838709677419	0.940886699507389	0.909090909090909	0.943661971830986	0.823899371069182	0.905172413793103	0.768	0.837837837837838	0.874213836477987	0.895953757225434	0.88030888030888	0.912162162162162	0.896907216494845	0.862244897959184	0.784140969162996	0.9
PGA_scaffold4__129_contigs__length_65288255	9901406	9901497	8	EPI-42,EPI-119,EPI-152,EPI-43	EPI-181,EPI-182	0.4	0.851851851851852	0.78125	0.620689655172414	0.847826086956522	0.625	0.564516129032258	0.555555555555556	0.485714285714286	0.730769230769231	NA	0.5	0.440677966101695	0.481927710843373	0.4	NA
PGA_scaffold4__129_contigs__length_65288255	10439160	10439195	8	EPI-41,EPI-42,EPI-43	EPI-136,EPI-153,EPI-119,EPI-181	1	1	0.966666666666667	0.954545454545455	0.768292682926829	1	0.976744186046512	0.721311475409836	0.769230769230769	0.935483870967742	0.592592592592593	1	0.764705882352941	0.82051282051282	1	NA
PGA_scaffold4__129_contigs__length_65288255	14813877	14813883	3	EPI-42,EPI-152,EPI-153	EPI-135,EPI-136	1	0.739130434782609	0.826086956521739	0.7	0.714285714285714	NA	0.448275862068966	0.473684210526316	0.6	0.888888888888889	1	NA	1	0.689655172413793	1	NA
PGA_scaffold4__129_contigs__length_65288255	21534372	21534395	4	EPI-120,EPI-135		NA	0	0	0.166666666666667	0.0327868852459016	0.173913043478261	0.144736842105263	0.0694444444444444	NA	0	0	0	0	0.0416666666666667	0	NA
PGA_scaffold4__129_contigs__length_65288255	25805727	25805762	3	EPI-151,EPI-152	EPI-120,EPI-181	0.7	0.714285714285714	0.866666666666667	NA	0.6	0.416666666666667	1	0.875	0.882352941176471	0.958333333333333	0.4	NA	0.263157894736842	0.608695652173913	0.526315789473684	NA
PGA_scaffold4__129_contigs__length_65288255	28745122	28745154	3	EPI-42,EPI-41,EPI-151	EPI-136,EPI-182	1	0.980769230769231	NA	1	0.842105263157895	0.888888888888889	1	0.536585365853659	1	0.875	1	0.826086956521739	0.703703703703704	0.67741935483871	0.666666666666667	0.933333333333333
PGA_scaffold4__129_contigs__length_65288255	45510381	45510400	4	EPI-151,EPI-153,EPI-154	EPI-182	0.647058823529412	0.553191489361702	0.8	NA	NA	0.578947368421053	0.543478260869565	0.696969696969697	0.72	0.43859649122807	0.75609756097561	0.75	0.4	0.36734693877551	0.404761904761905	0.75
PGA_scaffold4__129_contigs__length_65288255	49779157	49779223	8	EPI-151,EPI-152	EPI-120,EPI-181	0	0.0217391304347826	0.0625	NA	0.0517241379310345	0	0	0.032258064516129	0.119565217391304	0.109090909090909	0.0126582278481013	0	0	0.00833333333333333	0.0694444444444444	0
PGA_scaffold4__129_contigs__length_65288255	63665932	63665986	4	EPI-120,EPI-136		0.0172413793103448	0	0.0178571428571429	0.0263157894736842	0.0442477876106195	0.170454545454545	0.0581395348837209	0.103896103896104	0.0434782608695652	0	0.0227272727272727	0.0740740740740741	0	0.05	0.0833333333333333	NA
PGA_scaffold5__109_contigs__length_67248332	16689259	16689305	10	EPI-41,EPI-42,EPI-152	EPI-135,EPI-182,EPI-184	0.91304347826087	0.884892086330935	0.798076923076923	0.758620689655172	0.794520547945205	0.744360902255639	0.726495726495726	0.7625	0.78125	0.847953216374269	0.835616438356164	0.755555555555556	0.842105263157895	0.704918032786885	0.62962962962963	0.764044943820225
PGA_scaffold5__109_contigs__length_67248332	21513416	21513443	12	EPI-41,EPI-42	EPI-119	0.166666666666667	0.138888888888889	0.0588235294117647	NA	0	0	0	0.018018018018018	0.04	0	0	0	0	0	0	NA
PGA_scaffold5__109_contigs__length_67248332	49645620	49645816	7	EPI-41,EPI-42,EPI-153	EPI-119,EPI-136,EPI-182,EPI-135	0.881720430107527	0.985507246376812	0.704545454545455	1	0.394366197183099	0.454545454545455	0.555555555555556	0.346938775510204	0.792682926829268	1	0.9	0.710144927536232	0.660714285714286	0.5	0.592592592592593	NA
PGA_scaffold6__104_contigs__length_61759565	8461343	8461359	3	EPI-41,EPI-43,EPI-151	EPI-182	0.391304347826087	NA	0.428571428571429	0.3125	0.1	0	0.121212121212121	0.0666666666666667	0.321428571428571	0.4	0.4	NA	0	0	0.111111111111111	NA
PGA_scaffold6__104_contigs__length_61759565	10182873	10183213	17	EPI-44,EPI-151,EPI-152,EPI-42,EPI-153	EPI-119,EPI-135,EPI-181,EPI-185,EPI-120	0.00989019546764271	0.011448377271295	0.0094776521270867	0.0139643134212568	0.00847360323328817	0.00876027066215563	0.00841387942424032	0.00892521608417888	0.0129284564067173	0.0138774161572774	0.0112395169889622	0.00987241798298906	0.00900868306801737	0.00880676912450354	0.0109336294524643	0.00963172804532578
PGA_scaffold6__104_contigs__length_61759565	43948884	43948888	4	EPI-41,EPI-42,EPI-181	EPI-119,EPI-135	1	0.928571428571429	0.9375	1	0.538461538461538	1	0.444444444444444	0.882352941176471	0.743589743589744	0.782608695652174	0.714285714285714	0.714285714285714	1	0.6875	0.5625	NA
PGA_scaffold6__104_contigs__length_61759565	45397951	45398054	6	EPI-42,EPI-151,EPI-153,EPI-184	EPI-136,EPI-120	NA	0.666666666666667	0.6	0.352941176470588	0.75	0.365853658536585	0.472222222222222	0.253333333333333	0.888888888888889	0.431372549019608	0.791666666666667	0.526315789473684	0.692307692307692	0.7	0.823529411764706	NA
PGA_scaffold6__104_contigs__length_61759565	46440055	46440094	5	EPI-42,EPI-151,EPI-153,EPI-154	EPI-120,EPI-136	0.529411764705882	0.705882352941177	0.571428571428571	NA	0.5	0.140350877192982	0.408163265306122	0.163265306122449	0.755555555555556	0.511111111111111	1	0.777777777777778	0.380952380952381	0.535714285714286	0.8	NA
PGA_scaffold6__104_contigs__length_61759565	53815243	53815372	8	EPI-153,EPI-184,EPI-151	EPI-119	0	0.0099009900990099	0.012987012987013	NA	0	0	0	0	0.151515151515152	0	0.384615384615385	NA	0	0	0.333333333333333	NA
PGA_scaffold7__69_contigs__length_43120122	5473022	5473070	5	EPI-44,EPI-119,EPI-120	EPI-152,EPI-153,EPI-154,EPI-184	0.816666666666667	0.694915254237288	0.775862068965517	1	0.96969696969697	0.918918918918919	0.765625	0.675675675675676	0.743589743589744	0.575	0.514285714285714	0.560975609756098	0.777777777777778	0.74468085106383	0	NA
PGA_scaffold7__69_contigs__length_43120122	39526894	39527256	15	EPI-153,EPI-151,EPI-152	EPI-120,EPI-136,EPI-135	1	0.70873786407767	0.717391304347826	1	0.804878048780488	0.581395348837209	0.681818181818182	0.601063829787234	0.938461538461538	0.90952380952381	0.898148148148148	0.857142857142857	0.777777777777778	0.760330578512397	NA	0.675
PGA_scaffold8__63_contigs__length_61151155	8340607	8340651	7	EPI-119,EPI-120	EPI-181	1	0.9	0.9	NA	1	0.983333333333333	0.90625	0.916666666666667	NA	0.794117647058823	0.904761904761905	1	0.692307692307692	0.941176470588235	1	NA
PGA_scaffold8__63_contigs__length_61151155	11512309	11512367	8	EPI-136,EPI-135	EPI-152,EPI-181,EPI-184	0.971428571428571	0.950980392156863	1	1	0.904761904761905	0.939024390243902	0.978260869565217	1	0.913461538461538	0.857142857142857	0.966292134831461	0.936507936507937	0.775862068965517	0.971428571428571	0.835820895522388	NA
PGA_scaffold8__63_contigs__length_61151155	16104955	16105028	6	EPI-135,EPI-136	EPI-42,EPI-43,EPI-41,EPI-184	0.5	0.759259259259259	0.78125	NA	NA	1	1	1	0.952380952380952	0.945454545454545	0.909090909090909	1	0.977272727272727	0.818181818181818	0.795454545454545	1
PGA_scaffold8__63_contigs__length_61151155	24004525	24004552	3	EPI-42,EPI-44	EPI-152	0.625	0.91304347826087	NA	0.944444444444444	0.777777777777778	0.5	0.636363636363636	0.470588235294118	0.6	0.304347826086957	0.6	0.6	0.428571428571429	0.75	0.6	NA
PGA_scaffold8__63_contigs__length_61151155	27629650	27629706	4	EPI-182,EPI-42,EPI-181	EPI-135,EPI-154	1	0.946428571428571	0.763157894736842	0.869565217391304	0.852941176470588	0.833333333333333	0.545454545454545	0.78125	0.823529411764706	0.875	0.96875	0.761904761904762	0.954545454545455	0.956521739130435	1	NA
PGA_scaffold8__63_contigs__length_61151155	36060816	36060893	5	EPI-44,EPI-151,EPI-41	EPI-119,EPI-120,EPI-136,EPI-135	0.914285714285714	0.87719298245614	0.823529411764706	1	0.538461538461538	0.44	0.62962962962963	0.735294117647059	0.96	0.934782608695652	0.825	0.857142857142857	0.771428571428571	0.911111111111111	1	NA
