chr	start	end	number_of_dms	hypermethylated_samples	hypomethylated_samples	methylation_level_EPI.175	methylation_level_EPI.176	methylation_level_EPI.181	methylation_level_EPI.182	methylation_level_EPI.184	methylation_level_EPI.185	methylation_level_EPI.187	methylation_level_EPI.188	methylation_level_EPI.193	methylation_level_EPI.194	methylation_level_EPI.199	methylation_level_EPI.200	methylation_level_EPI.205	methylation_level_EPI.206	methylation_level_EPI.208	methylation_level_EPI.209	methylation_level_EPI.214	methylation_level_EPI.215	methylation_level_EPI.220	methylation_level_EPI.221	methylation_level_EPI.226	methylation_level_EPI.227	methylation_level_EPI.229	methylation_level_EPI.230
PGA_scaffold14__91_contigs__length_45393038	35103977	35104139	6	EPI-187,EPI-199,EPI-215,EPI-230	EPI-182,EPI-206,EPI-175,EPI-194,EPI-184	0.28	0.488888888888889	0.254545454545455	0.241379310344828	0.277777777777778	0.3	0.717391304347826	0.169811320754717	0.378947368421053	0.305882352941176	0.512820512820513	0.26	0.294117647058824	0.0625	0	0.348484848484849	0.34375	0.56043956043956	0.260869565217391	0.0909090909090909	0.222222222222222	0.0909090909090909	0.234375	0.584615384615385
PGA_scaffold18__69_contigs__length_27737463	6823471	6823718	4	EPI-206,EPI-209,EPI-229	EPI-181,EPI-182,EPI-187,EPI-194,EPI-215,EPI-175,EPI-176,EPI-184	0.782608695652174	0.810810810810811	0.757575757575758	0.90625	0.818181818181818	NA	0.785714285714286	1	0.90625	0.87037037037037	NA	0.84375	0.8	1	0.914893617021277	1	1	0.684210526315789	0.875	0.944444444444444	NA	0.90625	0.967213114754098	NA
PGA_scaffold18__69_contigs__length_27737463	13605769	13605834	8	EPI-230,EPI-187,EPI-199,EPI-209	EPI-176,EPI-194	0.03125	0.0135135135135135	0	0	0	0	0.127272727272727	0	0.0526315789473684	0.00746268656716418	0.254545454545455	0.0119047619047619	0.0666666666666667	0.0505050505050505	0.0352941176470588	0.117647058823529	0.0212765957446809	0.0454545454545455	0	0.0151515151515152	0	0.0357142857142857	0	0.23469387755102
PGA_scaffold1__77_contigs__length_89643857	9985409	9985444	4	EPI-181,EPI-184,EPI-206	EPI-175,EPI-176,EPI-187,EPI-208,EPI-229,EPI-200	0.707317073170732	0.704545454545455	0.959183673469388	0.888888888888889	0.978723404255319	NA	0.657142857142857	0.761904761904762	0.826923076923077	0.875	0.866666666666667	0.736842105263158	1	0.981481481481482	0.743589743589744	0.866666666666667	0.927272727272727	0.909090909090909	0.714285714285714	NA	NA	0.785714285714286	0.705882352941177	0.95
PGA_scaffold1__77_contigs__length_89643857	46782697	46782715	4	EPI-200,EPI-205,EPI-227		0.0701754385964912	0	0.0217391304347826	0	0	NA	0.0263157894736842	0	0	0	NA	0.235294117647059	0.296296296296296	0.08	NA	0	0	0.02	NA	0.0909090909090909	NA	0.172413793103448	0.0740740740740741	0.0882352941176471
PGA_scaffold1__77_contigs__length_89643857	74887077	74887249	6	EPI-193,EPI-209,EPI-230	EPI-205,EPI-214,EPI-182,EPI-187,EPI-221	0.661157024793388	0.705426356589147	0.849206349206349	0.565891472868217	0.602941176470588	0.791666666666667	0.692307692307692	0.488372093023256	0.728476821192053	0.677966101694915	0.805555555555556	0.71830985915493	0.457627118644068	0.73134328358209	0.633928571428571	0.8	0.529850746268657	0.575	0.592592592592593	0.5	0.772727272727273	0.666666666666667	0.6	0.752136752136752
PGA_scaffold1__77_contigs__length_89643857	87839908	87840003	4	EPI-181,EPI-182	EPI-175,EPI-214,EPI-208,EPI-188	0.180555555555556	0.470588235294118	0.772727272727273	0.659574468085106	0.5	NA	0.658823529411765	0	0.5	0.47887323943662	0.6	0.516129032258065	0.739130434782609	0.8	0.363636363636364	0.533333333333333	0.354838709677419	0.639344262295082	0.681818181818182	NA	0.466666666666667	0.533333333333333	0.571428571428571	0.666666666666667
PGA_scaffold2__36_contigs__length_69596280	5297602	5297620	4	EPI-188,EPI-215,EPI-221	EPI-208	0.0416666666666667	0	0	0.0645161290322581	0	NA	0	0.2	0	NA	NA	0.0238095238095238	0	0.025	0	0.0555555555555556	0	0.243243243243243	0	0.113636363636364	NA	0	0.0526315789473684	0.0714285714285714
PGA_scaffold2__36_contigs__length_69596280	9704257	9704545	5	EPI-176,EPI-194,EPI-214,EPI-205	EPI-181,EPI-187,EPI-182,EPI-209	0.329411764705882	0.48	0.214285714285714	0.407407407407407	0.46551724137931	0.32258064516129	0.267326732673267	0.472222222222222	0.507692307692308	0.680555555555556	0.2	0.3875	0.72	0.538461538461538	0.4125	0.271739130434783	0.594936708860759	0.421052631578947	0.416666666666667	0.45	0.357142857142857	0.333333333333333	0.474576271186441	0.476190476190476
PGA_scaffold2__36_contigs__length_69596280	27779656	27779904	8	EPI-214,EPI-208,EPI-230	EPI-182	0.893617021276596	0.90625	0.976190476190476	0.361111111111111	1	0.909090909090909	1	1	1	0.967741935483871	1	0.897959183673469	1	0.941176470588235	1	0.941176470588235	0.917647058823529	0.956521739130435	0.923076923076923	0.9375	0.947368421052632	NA	1	0.970149253731343
PGA_scaffold2__36_contigs__length_69596280	69261982	69262025	13	EPI-182,EPI-200,EPI-226,EPI-188	EPI-208	0.00586510263929619	0.00789473684210526	0.0143540669856459	0.0555555555555556	0.0121359223300971	0.00840336134453781	0.00823045267489712	0.0296296296296296	0.0108108108108108	0.00904977375565611	0	0.0427350427350427	0.00588235294117647	0.0112781954887218	0	0.0186046511627907	0.0173913043478261	0.0136986301369863	0	0	0.157894736842105	0.0101010101010101	0.0257510729613734	0.0129032258064516
PGA_scaffold3__111_contigs__length_57743597	32329148	32329168	4	EPI-221,EPI-188,EPI-194,EPI-199	EPI-229,EPI-230,EPI-205	0.5	0.539473684210526	0.514285714285714	0.609756097560976	0.423076923076923	NA	0.620689655172414	0.666666666666667	0.46969696969697	0.632183908045977	0.673913043478261	0.666666666666667	0.379310344827586	0.538461538461538	0.56	0.482142857142857	0.62962962962963	0.428571428571429	NA	0.82051282051282	0.555555555555556	0.458333333333333	0.409090909090909	0.419354838709677
PGA_scaffold3__111_contigs__length_57743597	47868038	47868247	5	EPI-209,EPI-226,EPI-208	EPI-193,EPI-194,EPI-181,EPI-182	0.180327868852459	0.236111111111111	0.115384615384615	0.10752688172043	0.203703703703704	0.6	0.28	0.127272727272727	0.0344827586206897	0.164556962025316	0.181818181818182	0.222222222222222	0.290322580645161	0.173913043478261	0.351851851851852	0.377777777777778	0.2	0.268292682926829	0.4	0.282051282051282	0.390243902439024	0.222222222222222	0.304347826086957	0.25
PGA_scaffold4__129_contigs__length_65288255	35990514	35990762	5	EPI-209,EPI-200,EPI-229	EPI-194,EPI-214,EPI-175,EPI-205	0.772151898734177	0.971153846153846	0.948979591836735	1	0.941176470588235	1	0.984126984126984	0.849056603773585	0.972222222222222	0.656716417910448	1	0.955223880597015	0.702127659574468	1	0.892857142857143	0.980769230769231	0.674418604651163	0.968253968253968	1	0.742857142857143	1	1	0.88	0.865671641791045
PGA_scaffold5__109_contigs__length_67248332	18852479	18852508	4	EPI-194,EPI-209,EPI-208	EPI-187,EPI-200,EPI-182,EPI-215	0.958333333333333	0.967741935483871	1	0.846153846153846	0.954545454545455	NA	0.784313725490196	NA	0.916666666666667	0.983870967741935	1	0.833333333333333	0.947368421052632	0.967741935483871	0.984375	0.986666666666667	0.972972972972973	0.882352941176471	NA	1	0.9	NA	1	0.85
PGA_scaffold5__109_contigs__length_67248332	60447956	60447994	4	EPI-182,EPI-200,EPI-185	EPI-194,EPI-214,EPI-205,EPI-221	0.844827586206897	0.783783783783784	0.666666666666667	0.975	0.666666666666667	0.944444444444444	0.775510204081633	0.875	0.666666666666667	0.450980392156863	0.84375	0.970588235294118	0.4375	0.76	0.648148148148148	0.666666666666667	0.450980392156863	0.818181818181818	0.692307692307692	0.4	NA	0.785714285714286	NA	0.888888888888889
PGA_scaffold6__104_contigs__length_61759565	10182891	10182921	8	EPI-200,EPI-227,EPI-206,EPI-214	EPI-176,EPI-229,EPI-208,EPI-230,EPI-182	0.0102286401925391	0.0060916179337232	0.00697211155378486	0.0082063305978898	0.0123171670515781	0.0065554231227652	0.0117011701170117	0.00919540229885057	0.00668896321070234	0.00627286983795086	0.00832702498107494	0.0403225806451613	0.00861141011840689	0.0152928011935845	0.00378310214375788	0.00981012658227848	0.0111218568665377	0.00956937799043062	0.0110981308411215	0.00710732054015636	0.0089974293059126	0.0272417707150965	0.00637958532695375	0.00504286434694907
PGA_scaffold8__63_contigs__length_61151155	56205927	56206167	3	EPI-193,EPI-194	EPI-208,EPI-215	0.948275862068966	0.918367346938776	0.859375	1	0.9375	NA	0.78125	0.75	0.9375	0.975	1	0.88	0.571428571428571	0.970588235294118	0.44	0.761904761904762	1	0.142857142857143	1	NA	1	NA	0.911764705882353	0.96875
PGA_scaffold9__45_contigs__length_38581958	6120258	6120309	4	EPI-206,EPI-227,EPI-205,EPI-220	EPI-208	0.0535714285714286	0	0	0.0594059405940594	0.175	NA	0.0227272727272727	0.0588235294117647	0	0.02	0.0833333333333333	0	0.304347826086957	0.288888888888889	0	0.05	0.0377358490566038	0	0.461538461538462	0	NA	0.22	0	0
