chr	start	end	number_of_dms	hypermethylated_samples	hypomethylated_samples	methylation_level_EPI.175	methylation_level_EPI.176	methylation_level_EPI.181	methylation_level_EPI.182	methylation_level_EPI.184	methylation_level_EPI.185	methylation_level_EPI.187	methylation_level_EPI.188	methylation_level_EPI.193	methylation_level_EPI.194	methylation_level_EPI.199	methylation_level_EPI.200	methylation_level_EPI.205	methylation_level_EPI.206	methylation_level_EPI.208	methylation_level_EPI.209	methylation_level_EPI.214	methylation_level_EPI.215	methylation_level_EPI.220	methylation_level_EPI.221	methylation_level_EPI.226	methylation_level_EPI.227	methylation_level_EPI.229	methylation_level_EPI.230
PGA_scaffold1__77_contigs__length_89643857	9985430	9985444	3	EPI-181,EPI-184,EPI-206	EPI-175,EPI-176,EPI-187,EPI-229,EPI-200	0.620689655172414	0.774193548387097	0.941176470588235	0.833333333333333	0.96875	NA	0.64	0.785714285714286	0.756756756756757	0.875	0.8	0.62962962962963	1	1	0.666666666666667	0.833333333333333	0.897435897435897	0.857142857142857	0.642857142857143	NA	NA	0.8	0.565217391304348	1
PGA_scaffold1__77_contigs__length_89643857	46782697	46782715	4	EPI-200,EPI-205,EPI-227	EPI-209	0.0701754385964912	0	0.0217391304347826	0	0	NA	0.0263157894736842	0	0	0	NA	0.235294117647059	0.296296296296296	0.08	NA	0	0	0.02	NA	0.0909090909090909	NA	0.172413793103448	0.0740740740740741	0.0882352941176471
PGA_scaffold2__36_contigs__length_69596280	5297602	5297620	4	EPI-188,EPI-215,EPI-221	EPI-208	0.0416666666666667	0	0	0.0645161290322581	0	NA	0	0.2	0	NA	NA	0.0238095238095238	0	0.025	0	0.0555555555555556	0	0.243243243243243	0	0.113636363636364	NA	0	0.0526315789473684	0.0714285714285714
PGA_scaffold2__36_contigs__length_69596280	27779656	27779904	8	EPI-214,EPI-208,EPI-230	EPI-182	0.893617021276596	0.90625	0.976190476190476	0.361111111111111	1	0.909090909090909	1	1	1	0.967741935483871	1	0.897959183673469	1	0.941176470588235	1	0.941176470588235	0.917647058823529	0.956521739130435	0.923076923076923	0.9375	0.947368421052632	NA	1	0.970149253731343
PGA_scaffold2__36_contigs__length_69596280	69261982	69262034	17	EPI-182,EPI-200,EPI-226,EPI-188	EPI-208,EPI-221	0.00735294117647059	0.00879120879120879	0.0150943396226415	0.0676691729323308	0.0158415841584158	0.00689655172413793	0.00970873786407767	0.0409356725146199	0.0108459869848156	0.0073394495412844	0	0.0451612903225806	0.014218009478673	0.0151057401812689	0.00421940928270042	0.0257352941176471	0.0139211136890951	0.0167597765363128	0.00719424460431655	0	0.145299145299145	0.0165289256198347	0.027681660899654	0.0130208333333333
PGA_scaffold3__111_contigs__length_57743597	4631938	4631970	3	EPI-181,EPI-182	EPI-194,EPI-226,EPI-193,EPI-200	0.888888888888889	0.894736842105263	1	1	1	NA	0.96551724137931	NA	0.830188679245283	0.796610169491525	1	0.761904761904762	1	0.823529411764706	0.846153846153846	0.875	0.966666666666667	0.833333333333333	1	1	0.76	1	1	0.84375
PGA_scaffold3__111_contigs__length_57743597	32329148	32329168	4	EPI-221,EPI-188,EPI-194,EPI-199	EPI-229,EPI-230,EPI-205	0.5	0.539473684210526	0.514285714285714	0.609756097560976	0.423076923076923	NA	0.620689655172414	0.666666666666667	0.46969696969697	0.632183908045977	0.673913043478261	0.666666666666667	0.379310344827586	0.538461538461538	0.56	0.482142857142857	0.62962962962963	0.428571428571429	NA	0.82051282051282	0.555555555555556	0.458333333333333	0.409090909090909	0.419354838709677
PGA_scaffold3__111_contigs__length_57743597	47868038	47868247	6	EPI-209,EPI-226,EPI-208	EPI-193,EPI-194,EPI-184,EPI-181,EPI-182	0.180327868852459	0.236111111111111	0.115384615384615	0.10752688172043	0.203703703703704	0.6	0.28	0.127272727272727	0.0344827586206897	0.164556962025316	0.181818181818182	0.222222222222222	0.290322580645161	0.173913043478261	0.351851851851852	0.377777777777778	0.2	0.268292682926829	0.4	0.282051282051282	0.390243902439024	0.222222222222222	0.304347826086957	0.25
PGA_scaffold4__129_contigs__length_65288255	19617132	19617268	10	EPI-181,EPI-182,EPI-215,EPI-214,EPI-205	EPI-175,EPI-176,EPI-188,EPI-208	0	0.12280701754386	0.530612244897959	0.551724137931034	0.3	NA	0.178571428571429	0	0.32	0.254901960784314	0.290909090909091	0.5	0.5625	0.25	0.119047619047619	0.240740740740741	0.371794871794872	0.420289855072464	0.2	0.175	0.428571428571429	0.666666666666667	0.352941176470588	0.285714285714286
PGA_scaffold4__129_contigs__length_65288255	35990514	35990762	5	EPI-209,EPI-200,EPI-229	EPI-194,EPI-214,EPI-175,EPI-205	0.772151898734177	0.971153846153846	0.948979591836735	1	0.941176470588235	1	0.984126984126984	0.849056603773585	0.972222222222222	0.656716417910448	1	0.955223880597015	0.702127659574468	1	0.892857142857143	0.980769230769231	0.674418604651163	0.968253968253968	1	0.742857142857143	1	1	0.88	0.865671641791045
PGA_scaffold4__129_contigs__length_65288255	50246887	50246950	3	EPI-193,EPI-205,EPI-208,EPI-187,EPI-206		0.0114942528735632	0	0	0.00961538461538462	0	0	0.0833333333333333	0.05	0.111111111111111	0.0423728813559322	0.122448979591837	0.0645161290322581	0.0888888888888889	0.0958904109589041	0.0666666666666667	0.0901639344262295	0	0.0470588235294118	0	0.0178571428571429	0	0	0	0.0416666666666667
PGA_scaffold5__109_contigs__length_67248332	60447972	60448019	4	EPI-182,EPI-200,EPI-185	EPI-194,EPI-205,EPI-214,EPI-221	0.830188679245283	0.794871794871795	0.666666666666667	0.973684210526316	0.7	0.944444444444444	0.727272727272727	0.842105263157895	0.666666666666667	0.431372549019608	0.766666666666667	0.941176470588235	0.4375	0.769230769230769	0.659574468085106	0.638888888888889	0.431818181818182	0.807692307692308	0.675675675675676	0.4	NA	0.761904761904762	NA	0.857142857142857
PGA_scaffold6__104_contigs__length_61759565	10182873	10182921	10	EPI-200,EPI-227,EPI-206	EPI-176,EPI-221,EPI-229,EPI-230,EPI-208	0.0114309906858594	0.00604874577477317	0.00748430709802028	0.0086617583369424	0.0116896918172157	0.00673400673400673	0.0109219402505622	0.00904392764857881	0.011105969458584	0.00798548094373866	0.00767656090071648	0.03737658674189	0.00900562851782364	0.0143154606975534	0.00704845814977974	0.00959179121124247	0.0124309392265193	0.00960735171261487	0.0122900450634986	0.00634146341463415	0.00980850070060719	0.0267584097859327	0.00644077289274713	0.0066573230553609
PGA_scaffold7__69_contigs__length_43120122	7651939	7651957	3	EPI-208,EPI-230	EPI-205,EPI-214	0.945945945945946	1	0.869565217391304	0.8125	1	NA	1	0.882352941176471	0.941176470588235	1	NA	1	0.571428571428571	1	0.973684210526316	0.857142857142857	0.612244897959184	0.896551724137931	NA	0.9	1	NA	0.8	0.971428571428571
PGA_scaffold7__69_contigs__length_43120122	22129088	22129115	3	EPI-181,EPI-182	EPI-193	0.65	0.52	0.825	1	0.8	NA	0.653846153846154	NA	0.431818181818182	0.652173913043478	0.714285714285714	0.75	0.526315789473684	0.590909090909091	0.818181818181818	0.694444444444444	0.444444444444444	0.590909090909091	0.421052631578947	0.6	NA	0.5	0.428571428571429	0.470588235294118
PGA_scaffold9__45_contigs__length_38581958	6120265	6120309	3	EPI-184,EPI-205,EPI-206,EPI-227,EPI-220	EPI-176,EPI-208	0.0714285714285714	0	0	0.0447761194029851	0.171428571428571	NA	0.0333333333333333	0.0689655172413793	0	0.0298507462686567	0.0833333333333333	0	0.304347826086957	0.28125	0	0.0588235294117647	0.0555555555555556	0	0.461538461538462	0	NA	0.205882352941176	0	0
