#chr	start	end	number_of_dms	hypermethylated_samples	hypomethylated_samples	methylation_level_EPI-205	methylation_level_EPI-206	methylation_level_EPI-214	methylation_level_EPI-215	methylation_level_EPI-220	methylation_level_EPI-221	methylation_level_EPI-226	methylation_level_EPI-227
PGA_scaffold1__77_contigs__length_89643857	9050593	9050654	8	EPI-214,EPI-221	EPI-206	NA	0.045454545454545456	0.8461538461538461	0.6666666666666666	NA	0.8666666666666667	NA	NA
PGA_scaffold1__77_contigs__length_89643857	34106599	34106615	3	EPI-206,EPI-227	EPI-214	0.6666666666666666	1.0	0.6666666666666666	0.8888888888888888	NA	NA	NA	1.0
PGA_scaffold1__77_contigs__length_89643857	46781305	46781443	7	EPI-205,EPI-206	EPI-215	1.0	0.958904109589041	0.9259259259259259	0.0	0.75	1.0	NA	NA
PGA_scaffold1__77_contigs__length_89643857	60341025	60341097	10	EPI-206,EPI-227	EPI-214,EPI-215	0.13157894736842105	0.6071428571428571	0.01818181818181818	0.12698412698412698	0.2857142857142857	0.2537313432835821	0.3488372093023256	1.0
PGA_scaffold1__77_contigs__length_89643857	63332524	63332576	3	EPI-221,EPI-215		0.0	0.0	0.0	0.25	0.0	0.4444444444444444	0.0	0.0
PGA_scaffold1__77_contigs__length_89643857	64882286	64882699	16	EPI-206,EPI-227	EPI-215,EPI-214	NA	0.8214285714285714	0.02	0.0	0.0	0.78125	NA	0.8904109589041096
PGA_scaffold1__77_contigs__length_89643857	69693018	69693037	4	EPI-214,EPI-215	EPI-206	NA	0.13043478260869565	0.9411764705882353	0.8333333333333334	0.6153846153846154	0.6	1.0	NA
PGA_scaffold1__77_contigs__length_89643857	71209624	71209639	3	EPI-215,EPI-220	EPI-206,EPI-226	1.0	0.42857142857142855	0.7619047619047619	0.9473684210526315	1.0	0.9444444444444444	0.2	NA
PGA_scaffold1__77_contigs__length_89643857	83665959	83665972	3	EPI-227,EPI-206	EPI-214	0.0	0.75	0.0	NA	0.0	NA	NA	0.6666666666666666
PGA_scaffold1__77_contigs__length_89643857	85926424	85926893	7	EPI-206,EPI-226	EPI-215,EPI-220,EPI-214	0.0	0.5107913669064749	0.3273809523809524	0.0	0.043478260869565216	0.1111111111111111	0.5263157894736842	0.15789473684210525
PGA_scaffold2__36_contigs__length_69596280	4049672	4049696	6	EPI-205,EPI-206	EPI-220,EPI-221	0.9285714285714286	0.782608695652174	0.6219512195121951	0.671875	0.25	0.4642857142857143	0.6666666666666666	0.6206896551724138
PGA_scaffold2__36_contigs__length_69596280	5634485	5634506	3	EPI-205,EPI-226	EPI-214	0.75	NA	0.10526315789473684	0.6842105263157895	0.4	NA	1.0	0.3333333333333333
PGA_scaffold3__111_contigs__length_57743597	25940511	25940547	6	EPI-214,EPI-215	EPI-206,EPI-227	NA	0.2727272727272727	0.8571428571428571	0.7741935483870968	1.0	NA	NA	0.4444444444444444
PGA_scaffold3__111_contigs__length_57743597	37819565	37819619	7	EPI-215,EPI-221	EPI-205,EPI-206	0.15789473684210525	0.14285714285714285	0.3333333333333333	0.7090909090909091	NA	1.0	NA	NA
PGA_scaffold4__129_contigs__length_65288255	12711735	12711757	3	EPI-214,EPI-215	EPI-205,EPI-206	0.0	0.0	0.9473684210526315	0.9615384615384616	NA	0.5	NA	0.6666666666666666
PGA_scaffold4__129_contigs__length_65288255	19983871	19984675	7	EPI-205,EPI-206	EPI-214,EPI-221,EPI-215	0.8035714285714286	0.6929133858267716	0.19047619047619047	0.0	0.5333333333333333	0.2549019607843137	0.2857142857142857	NA
PGA_scaffold4__129_contigs__length_65288255	40361552	40361564	3	EPI-206,EPI-226	EPI-214	NA	1.0	0.0	NA	NA	NA	1.0	1.0
PGA_scaffold4__129_contigs__length_65288255	55958671	55958755	6	EPI-205,EPI-206,EPI-227	EPI-214,EPI-221	1.0	1.0	0.46808510638297873	0.6818181818181818	NA	0.2727272727272727	NA	1.0
PGA_scaffold5__109_contigs__length_67248332	21524856	21524859	3	EPI-215,EPI-221	EPI-205	0.0	0.14285714285714285	0.0	0.7272727272727273	0.0	0.5555555555555556	0.0	NA
PGA_scaffold6__104_contigs__length_61759565	10338123	10338205	5	EPI-227,EPI-206	EPI-220,EPI-214	NA	0.8846153846153846	0.0	NA	0.07692307692307693	NA	NA	1.0
PGA_scaffold6__104_contigs__length_61759565	11133964	11134044	12	EPI-214,EPI-221	EPI-206	0.5555555555555556	0.0	0.9242424242424242	NA	NA	1.0	NA	NA
PGA_scaffold6__104_contigs__length_61759565	11674892	11674908	3	EPI-205,EPI-206	EPI-214,EPI-221	1.0	0.8611111111111112	0.0	0.8181818181818182	1.0	0.0	0.75	0.42857142857142855
PGA_scaffold6__104_contigs__length_61759565	36978546	36978582	5	EPI-214,EPI-220	EPI-206	0.8	0.28	0.9142857142857143	NA	1.0	NA	NA	0.7777777777777778
PGA_scaffold6__104_contigs__length_61759565	42570879	42570904	4	EPI-227,EPI-206	EPI-215	NA	0.72	0.3333333333333333	0.0	NA	0.42857142857142855	0.0	0.95
PGA_scaffold6__104_contigs__length_61759565	52001646	52002099	4	EPI-214,EPI-215	EPI-205,EPI-206	0.0	0.0	0.9655172413793104	0.8636363636363636	0.8571428571428571	NA	NA	NA
PGA_scaffold6__104_contigs__length_61759565	61551482	61551506	3	EPI-214,EPI-220	EPI-206	NA	0.0	1.0	NA	1.0	NA	NA	NA
PGA_scaffold7__69_contigs__length_43120122	31870821	31870855	5	EPI-220,EPI-215,EPI-221	EPI-206,EPI-226,EPI-227	0.6285714285714286	0.2702702702702703	0.6964285714285714	0.7954545454545454	0.8292682926829268	0.8333333333333334	0.34782608695652173	0.3870967741935484
PGA_scaffold7__69_contigs__length_43120122	39525877	39525989	13	EPI-215,EPI-221,EPI-214	EPI-226,EPI-227	0.8727272727272727	0.9076923076923077	0.9661016949152542	0.967032967032967	0.8888888888888888	1.0	0.48717948717948717	0.2972972972972973
PGA_scaffold8__63_contigs__length_61151155	45119022	45119046	3	EPI-221,EPI-215	EPI-205,EPI-206	0.0	0.05	0.25	0.3548387096774194	0.18518518518518517	0.4444444444444444	0.2894736842105263	0.21052631578947367
PGA_scaffold8__63_contigs__length_61151155	52956450	52956473	4	EPI-214,EPI-215	EPI-205,EPI-206,EPI-226	0.0	0.0	0.4	0.42857142857142855	0.3333333333333333	NA	0.0	0.0
PGA_scaffold9__45_contigs__length_38581958	6762330	6762551	22	EPI-215,EPI-220	EPI-206,EPI-227,EPI-205	0.6114206128133705	0.6717763751127142	0.6489746682750301	0.7514851485148515	0.8422535211267606	0.669024045261669	0.7285974499089253	0.5971896955503513
