chr	start	end	number_of_dms	hypermethylated_samples	hypomethylated_samples	methylation_level_EPI.103	methylation_level_EPI.104	methylation_level_EPI.111	methylation_level_EPI.113	methylation_level_EPI.119	methylation_level_EPI.120	methylation_level_EPI.135	methylation_level_EPI.136	methylation_level_EPI.127	methylation_level_EPI.128	methylation_level_EPI.143	methylation_level_EPI.145	methylation_level_EPI.41	methylation_level_EPI.42	methylation_level_EPI.43	methylation_level_EPI.44	methylation_level_EPI.151	methylation_level_EPI.152	methylation_level_EPI.153	methylation_level_EPI.154	methylation_level_EPI.181	methylation_level_EPI.182	methylation_level_EPI.184	methylation_level_EPI.185	methylation_level_EPI.159	methylation_level_EPI.160	methylation_level_EPI.161	methylation_level_EPI.162	methylation_level_EPI.167	methylation_level_EPI.168	methylation_level_EPI.169	methylation_level_EPI.170	methylation_level_EPI.175	methylation_level_EPI.176	methylation_level_EPI.187	methylation_level_EPI.188	methylation_level_EPI.193	methylation_level_EPI.194	methylation_level_EPI.199	methylation_level_EPI.200	methylation_level_EPI.205	methylation_level_EPI.206	methylation_level_EPI.208	methylation_level_EPI.209	methylation_level_EPI.214	methylation_level_EPI.215	methylation_level_EPI.220	methylation_level_EPI.221	methylation_level_EPI.226	methylation_level_EPI.227	methylation_level_EPI.229	methylation_level_EPI.230
Scaffold_01	13139614	13139643	3	EPI-42,EPI-151,EPI-161,EPI-199,EPI-209,EPI-229,EPI-214	EPI-135,EPI-167,EPI-194,EPI-227,EPI-206	0.2875	0.258064516129032	0.283333333333333	0.363636363636364	0.426229508196721	0.333333333333333	0.18	0.267326732673267	0.261538461538462	0.29	0.342857142857143	0.301369863013699	0.419354838709677	0.494623655913978	0.311688311688312	0.276595744680851	0.463768115942029	0.40506329113924	0.348484848484849	0.433962264150943	0.428571428571429	0.292307692307692	0.4	0.2	0.294117647058824	0.26865671641791	0.54	0.327586206896552	0.170454545454545	0.241758241758242	0.261904761904762	0.333333333333333	0.372549019607843	0.294117647058824	0.423913043478261	0.318181818181818	0.253521126760563	0.235294117647059	0.55	0.338235294117647	0.270833333333333	0.170212765957447	0.375	0.493150684931507	0.456310679611651	0.443037974683544	0.291666666666667	0.422222222222222	0.435897435897436	0.177777777777778	0.581818181818182	0.259259259259259
Scaffold_01	13797596	13797621	5	EPI-208,EPI-230,EPI-168,EPI-175	EPI-111,EPI-136,EPI-43,EPI-214,EPI-220,EPI-227,EPI-187	0.87962962962963	0.873417721518987	0.776255707762557	0.80327868852459	0.870503597122302	0.784722222222222	0.888888888888889	0.788819875776398	0.810344827586207	0.83030303030303	0.880952380952381	0.786259541984733	0.874074074074074	0.86046511627907	0.755102040816326	0.757575757575758	0.825	0.869822485207101	0.849624060150376	0.89922480620155	0.872222222222222	0.867647058823529	0.835820895522388	0.761904761904762	0.911764705882353	0.843478260869565	0.858974358974359	0.823529411764706	0.881818181818182	0.922480620155039	0.883720930232558	0.830188679245283	0.914893617021277	0.833333333333333	0.779411764705882	0.822916666666667	0.892857142857143	0.889867841409692	0.818181818181818	0.84375	0.8	0.867924528301887	0.918518518518519	0.878980891719745	0.774647887323944	0.903846153846154	0.747252747252747	0.805084745762712	0.815384615384615	0.720338983050847	0.828947368421053	0.927631578947368
Scaffold_01	13899227	13899334	4	EPI-103,EPI-119,EPI-135,EPI-199,EPI-128,EPI-43,EPI-184	EPI-113,EPI-145	0.185185185185185	0	0.0317460317460317	0	0.2	0.0619469026548673	0.197368421052632	0.122448979591837	0	0.178082191780822	0.0149253731343284	0	NA	0.0869565217391304	0.132352941176471	0.0789473684210526	0.0135135135135135	0.0826446280991736	0.0857142857142857	0	0.0816326530612245	0.00961538461538462	0.122448979591837	NA	0	0.138888888888889	0.1	NA	0.0175438596491228	0	0.166666666666667	0.0909090909090909	0.0769230769230769	0.0786516853932584	0	0	0.0571428571428571	0.0535714285714286	0.111111111111111	0.0869565217391304	NA	0.107142857142857	0.108695652173913	0.0416666666666667	0.0769230769230769	0	NA	0.0454545454545455	0.1	0	NA	0.0163934426229508
Scaffold_01	15629762	15629829	7	EPI-136,EPI-151,EPI-182,EPI-188,EPI-206,EPI-220,EPI-226,EPI-159		0.00651465798045603	0.00564971751412429	0.00265957446808511	0.0213414634146341	0.0140350877192982	0	0.0357142857142857	0.108333333333333	0.005249343832021	0.003584229390681	0.0255474452554745	0	0	0.05	0	0	0.0357142857142857	0.0105263157894737	0.0075187969924812	0.0112359550561798	0.00609756097560976	0.0844444444444444	0.024390243902439	0	0.0816326530612245	0.00970873786407767	0	0.00625	0.0185185185185185	0.00909090909090909	0.0224719101123595	0	0.00561797752808989	0	0	0.0862068965517241	0.00847457627118644	0.0515463917525773	0	0	0	0.0816326530612245	0.00651465798045603	0	0.00492610837438424	0	0.0692307692307692	0.024390243902439	0.344262295081967	0	0.0112359550561798	0.00943396226415094
Scaffold_01	17067812	17068235	15	EPI-175,EPI-188,EPI-214,EPI-159,EPI-169,EPI-220,EPI-227,EPI-41,EPI-154,EPI-184,EPI-127,EPI-215,EPI-176,EPI-193,EPI-221		0.0869565217391304	0.0110497237569061	0.0152671755725191	0.00454545454545455	0.0235294117647059	0	0.00518134715025907	0.00431034482758621	0.0467836257309941	0	0.0161290322580645	0.0194805194805195	0.166666666666667	0.00704225352112676	0.0841121495327103	NA	0.00858369098712446	0.0352941176470588	0.0163934426229508	0.0845070422535211	0.0225988700564972	0.0119521912350598	0.0652173913043478	NA	0.116564417177914	0.00980392156862745	0	0	0.00709219858156028	0	0.0813953488372093	0.0493827160493827	0.0653846153846154	0.0563380281690141	0.0165289256198347	0.141509433962264	0.107843137254902	0.0588235294117647	0	0.0413223140495868	0.0625	0.00704225352112676	0	0	0.207692307692308	0.162790697674419	0.175438596491228	0.333333333333333	0.0394736842105263	0.203703703703704	0.0588235294117647	0
Scaffold_01	20363205	20363237	3	EPI-168,EPI-199,EPI-227,EPI-206	EPI-104,EPI-113,EPI-119,EPI-143,EPI-154,EPI-184,EPI-161,EPI-229	0.882352941176471	0.828571428571429	0.822429906542056	0.717391304347826	0.78021978021978	0.86	0.829268292682927	0.855421686746988	0.900763358778626	0.862903225806452	0.744186046511628	0.891089108910891	0.868852459016393	0.904109589041096	0.883116883116883	0.868421052631579	0.921875	0.89622641509434	0.858974358974359	0.666666666666667	0.849462365591398	0.857142857142857	0.753846153846154	0.88	0.772727272727273	0.849315068493151	0.75	0.8	0.80327868852459	0.943396226415094	0.842105263157895	0.796875	0.902439024390244	0.925925925925926	0.816666666666667	0.792452830188679	0.857142857142857	0.879310344827586	0.953488372093023	0.909090909090909	0.891304347826087	0.949152542372881	0.857142857142857	0.866666666666667	0.814516129032258	0.929577464788732	0.926829268292683	0.931818181818182	0.894736842105263	0.949152542372881	0.733333333333333	0.904255319148936
Scaffold_01	23872541	23872594	3	EPI-43,EPI-184,EPI-185,EPI-169,EPI-175,EPI-188,EPI-199,EPI-200	EPI-128,EPI-104,EPI-135,EPI-136,EPI-127,EPI-215	0.138888888888889	0	0.0384615384615385	0.175438596491228	0.16	0.0666666666666667	0.0384615384615385	0.0535714285714286	0	0.0327868852459016	0.0333333333333333	0.072463768115942	0.238095238095238	0.134615384615385	0.636363636363636	0.352941176470588	0.225806451612903	0.205882352941176	0.0789473684210526	0.2	0.18	0.272727272727273	0.46875	0.789473684210526	0.15625	0.277777777777778	0.241379310344828	0.125	0.2	0.228571428571429	0.446808510638298	0.333333333333333	0.46875	NA	0.236842105263158	0.36	0.266666666666667	0.135135135135135	0.608695652173913	0.377777777777778	0.0833333333333333	0	0.142857142857143	0.242424242424242	0.35	0.0392156862745098	NA	0.264705882352941	NA	0.125	0.295454545454545	0.214285714285714
Scaffold_01	24228598	24228631	3	EPI-41,EPI-42,EPI-182,EPI-206	EPI-113,EPI-120,EPI-128,EPI-169,EPI-176,EPI-194,EPI-104,EPI-200,EPI-103	0.666666666666667	0.615384615384615	0.958333333333333	0.733333333333333	1	0.709677419354839	0.96	0.777777777777778	0.789473684210526	0.72	NA	0.7	0.931034482758621	0.975609756097561	1	1	0.774193548387097	0.833333333333333	0.866666666666667	0.818181818181818	0.725	1	0.91304347826087	NA	NA	0.8	1	0.91304347826087	0.785714285714286	0.8	0.692307692307692	1	0.842105263157895	0.684210526315789	1	NA	0.9375	0.642857142857143	1	0.608695652173913	1	0.958333333333333	0.863636363636364	0.8	0.91304347826087	0.896551724137931	1	0.761904761904762	NA	0.916666666666667	0.857142857142857	0.923076923076923
Scaffold_01	27537573	27537816	3	EPI-113,EPI-143,EPI-160	EPI-42,EPI-153,EPI-175,EPI-104,EPI-127,EPI-169	0.902912621359223	0.725663716814159	0.791666666666667	0.938356164383562	0.836065573770492	0.888111888111888	0.833333333333333	0.890052356020942	0.7875	0.912280701754386	0.934426229508197	0.898876404494382	0.8	0.863247863247863	0.915492957746479	0.857142857142857	0.752688172043011	0.875	0.830645161290323	0.825	0.928057553956835	0.840425531914894	0.757575757575758	NA	0.9	0.976470588235294	NA	0.6	0.926829268292683	1	0.894736842105263	0.895833333333333	0.847222222222222	0.866071428571429	0.888888888888889	0.888888888888889	0.777777777777778	0.932835820895522	NA	0.923913043478261	NA	0.818181818181818	0.854545454545454	0.930769230769231	0.891304347826087	0.929577464788732	0.881578947368421	0.933333333333333	0.830769230769231	0.888888888888889	0.868421052631579	0.875
Scaffold_01	27894995	27895037	3	EPI-136,EPI-160,EPI-162,EPI-167,EPI-169,EPI-194		0.0340425531914894	0.0142348754448399	0	0.00531914893617021	0	0	0	0.0617977528089888	0.00387596899224806	0.00851063829787234	0	0.00719424460431655	0	0.0163934426229508	0	0	0	0	0	0.0102040816326531	0	0.0131578947368421	0	0	0	0.078740157480315	0	0.0423728813559322	0.0625	0.0125	0.17	0	0.00689655172413793	0	0	0.0158730158730159	0.012987012987013	0.0471204188481675	0.0246913580246914	0	0.025	0.00806451612903226	0	0.0114942528735632	0.0140845070422535	0	0	0.0126582278481013	0.0350877192982456	0.00917431192660551	0	0
Scaffold_01	28519491	28519533	3	EPI-135,EPI-206,EPI-209,EPI-215,EPI-220,EPI-226,EPI-104,EPI-44,EPI-187		0	0.133333333333333	0.0125	0	0.0333333333333333	0	0.0933333333333333	0.00819672131147541	NA	0.0512820512820513	0	0.04	0.0666666666666667	0.0909090909090909	0	0.166666666666667	NA	0.0555555555555556	0.0666666666666667	0.03125	0.0434782608695652	0.0147058823529412	0.0434782608695652	NA	0.0476190476190476	0.0963855421686747	0.1	0.0277777777777778	0.0256410256410256	0	0	0.024390243902439	0	0.0491803278688525	0.0967741935483871	0	0	0	NA	0.02	0	0.14	0.0588235294117647	0.119047619047619	0	0.0869565217391304	0.241379310344828	0	0.16	0	0.0588235294117647	0.0181818181818182
Scaffold_01	28732311	28732354	4	EPI-42,EPI-181,EPI-187,EPI-200,EPI-209,EPI-182		0	0.00881057268722467	0	0	0.00833333333333333	0	0.0111111111111111	0.0078740157480315	0.0120481927710843	0.0147058823529412	0.0166666666666667	0	0.00892857142857143	0.0297029702970297	0	0	0	0	0	0	0.065359477124183	0.0230769230769231	0.0198675496688742	0	0.0303030303030303	0.0252100840336134	0.0111111111111111	0.00675675675675676	0.00512820512820513	0.0153846153846154	0	0	0.00462962962962963	0.00444444444444444	0.027027027027027	0	0.0125	0	0	0.0975609756097561	0	0	0	0.0666666666666667	0.0104166666666667	0.04	0	0	0	0	0	0
Scaffold_01	29573847	29574070	6	EPI-43,EPI-151,EPI-152,EPI-153,EPI-154,EPI-184,EPI-229,EPI-111,EPI-119,EPI-185,EPI-194,EPI-227,EPI-220		0	0.0463320463320463	0.0489795918367347	0.0159362549800797	0.0867924528301887	0.0271186440677966	0.0181159420289855	0.01953125	0.0193050193050193	0.015748031496063	0.023121387283237	0	0	0.0104166666666667	0.0641025641025641	0	0.0287769784172662	0.0769230769230769	0.105263157894737	0.0632911392405063	0	0.0161290322580645	0.0980392156862745	0.217391304347826	0.0263157894736842	0	0	0	0.0220994475138122	0	0.0194174757281553	0.0240963855421687	0.0245901639344262	0.0171673819742489	0.0303030303030303	0.032967032967033	0.0119047619047619	0.0827586206896552	0.0217391304347826	0.0338983050847458	0	0.00961538461538462	0	0.0252100840336134	0.0306748466257669	0.0204081632653061	0.0161290322580645	0	0.025	0.0821917808219178	0.146067415730337	0
Scaffold_01	29575294	29575304	4	EPI-41,EPI-42,EPI-160,EPI-188,EPI-199,EPI-206,EPI-209,EPI-220,EPI-221	EPI-103,EPI-127,EPI-145,EPI-154,EPI-175,EPI-176	0	0.0384615384615385	0.0412371134020619	0.138461538461538	0.0675675675675676	0.0625	0.0555555555555556	0.05625	0	0.0676691729323308	0.0888888888888889	0.0198019801980198	0.17910447761194	0.194029850746269	0.0535714285714286	NA	0.08	0.12962962962963	0.0344827586206897	0	0.0555555555555556	0.0588235294117647	0.0476190476190476	NA	NA	0.27906976744186	0.121212121212121	0.0727272727272727	0.0307692307692308	0.0416666666666667	0	0.135593220338983	0	0	0.0379746835443038	0.34375	0	0.036144578313253	0.352941176470588	0.142857142857143	0.148148148148148	0.25	0.0493827160493827	0.17741935483871	0.0609756097560976	0.0188679245283019	0.242424242424242	0.310344827586207	0	NA	0.131578947368421	0
Scaffold_01	29575843	29575853	4	EPI-119,EPI-42,EPI-184,EPI-162,EPI-193,EPI-205,EPI-206,EPI-230	EPI-128	0.0208333333333333	0.03125	0.0833333333333333	0	0.121212121212121	0.0689655172413793	0	0.038961038961039	0	0	0.0149253731343284	0	0.0178571428571429	0.2	0	0	0.0625	0.04	NA	0.0491803278688525	0.06	0	0.171428571428571	NA	0	0	0.107142857142857	0.127659574468085	0.0833333333333333	0	NA	0	0.111111111111111	0.0113636363636364	0	0.0175438596491228	0.25	0.0294117647058824	NA	0	0.129032258064516	0.166666666666667	0	0	0	0	0.0416666666666667	0.117647058823529	NA	0	0.102040816326531	0.142857142857143
Scaffold_01	29577189	29577199	4	EPI-44,EPI-159,EPI-162,EPI-167,EPI-168,EPI-175,EPI-188,EPI-194,EPI-200,EPI-206	EPI-103,EPI-104,EPI-136,EPI-128,EPI-214	0	0	0.0816326530612245	0.106194690265487	0.04	0.036697247706422	0.0357142857142857	0	0.0315789473684211	0.0176991150442478	0.0465116279069767	0.0666666666666667	0	0.108695652173913	0.142857142857143	0.4	0.0869565217391304	0.0983606557377049	0.1	0.142857142857143	0.04	0.0434782608695652	0.0181818181818182	0	0.296296296296296	0.0357142857142857	0.116279069767442	0.292682926829268	0.193548387096774	0.314285714285714	0	0	0.183333333333333	0.0740740740740741	0.0930232558139535	0.2	0.0909090909090909	0.19047619047619	NA	0.2	0	0.2	0	0.0952380952380952	0	0.148148148148148	0.173913043478261	0	0.125	0	NA	0.0740740740740741
